@relation A1_2s
@attribute f1 real [0.134, 15.992]
@attribute f2 real [0.236, 15.978]
@attribute class {red, green}
@inputs f1, f2
@outputs class
@data
10.942544342382996,1.7086397858943132,green
6.935703511926159,7.583888486314709,green
10.959388926813274,8.32684119023631,green
12.955122947973681,0.4003977427334071,green
2.1078575434366744,13.372160227503329,green
9.685561254712214,12.593352481233795,green
14.870891359994351,15.768964064682507,green
1.3963019961929284,8.343093149096239,green
4.5976595125887565,12.452755304839306,green
14.727863523260615,6.840615181581709,green
9.298618264329994,14.771787277766117,red
7.764616485069902,1.1772164016633404,green
15.491181124303596,5.035926175145736,green
0.4130325674474342,15.646707441787735,green
12.85235313628477,13.51040458313909,green
11.939127528158613,3.8722637986406947,green
12.17768372784844,5.872369659687035,green
8.364037002371317,13.23509614437517,green
12.551984128494267,3.633755870168832,red
2.8068966120630208,13.037277465718725,green
4.962040971722821,7.2497535292824695,green
9.495655375677199,1.7738666846172857,green
1.0613911008741894,11.713125222801164,green
0.5148238737608093,13.206222989399723,green
13.286673229885832,2.741755026990901,green
5.964486556460187,4.828594704592028,green
14.779267921656071,11.358842534777901,green
1.2535251346163478,11.551520036619664,green
8.890393174754486,5.960468936174888,green
12.385466681189966,4.441153148329937,green
9.282551489986867,15.369674077813347,red
13.196661116850876,8.481151421373802,green
13.936875302058668,7.8749038173887715,green
13.10730878163741,5.898875756928524,green
12.628362673658707,4.713578970889639,green
3.2304093606948125,14.739293092545015,green
9.442760483836377,6.510145086457175,green
1.826032592566353,15.404448658482476,green
5.821544676493424,1.5498842259350492,green
11.772453422704634,6.6054299024955565,green
14.588367977982118,2.834253611109892,green
10.465380478117279,9.626469152704745,green
2.608153638682504,9.975928184079642,green
11.2234339876753,3.03229109984451,red
14.096060504042985,7.917835615807954,green
4.261682906329002,8.534315168862499,green
5.967544543471215,14.917060436835678,green
8.2656832610862,2.7400120964211356,green
10.065204151488805,14.873733194551148,red
4.852681312646316,11.213154806178594,green
8.319369175871527,3.7509624940693462,green
7.794442401592545,0.4685439496094404,green
9.986308635240343,10.962434463403918,green
2.9718085963381373,7.501785945333689,red
10.493564493286746,3.848724520983895,green
15.310854273500688,1.1700813482546837,green
1.4712037428945184,4.4846884088062,green
5.292766530404119,12.935195265278898,green
10.239654537374127,11.568485809436648,green
14.200161707120495,12.169158433914141,green
15.647511774450614,0.3624196629792653,green
3.043591627777409,6.511052235642512,red
3.34211719627414,11.329333331383864,green
9.979122286701305,0.42017787482767055,green
11.600794447618046,13.819541618847266,green
12.706837318937891,11.2865566756225,green
1.1716548277816707,0.3467223141877067,green
5.855273707562059,2.4721045291671166,green
12.794325605044033,12.927090681743223,green
12.591610223266878,10.239802388392693,green
14.754319439486427,14.59515752800777,green
14.210582543260383,3.794797439049948,green
1.6558850392427544,9.230333479042418,green
15.991962011150619,13.817790047412107,green
5.457370888092432,8.544089870844916,green
11.18758724854689,3.2545246231615144,red
3.36223932085681,15.661487329032454,green
2.7533327600771957,14.439358505208876,green
8.372581631221813,3.361070561258092,green
10.10007999909827,14.819452211736618,red
5.1431560858107614,11.287101585956748,green
1.6791465320548689,7.953057742789951,green
8.765460221798875,5.39693245751886,green
12.673189768237954,8.386852259069286,green
15.939064206879413,13.872184485794255,green
8.345910334046613,1.9055016205676212,green
5.365999283427441,9.634657554303748,green
3.1844855803627663,10.365059721988237,green
5.311092450304901,6.96123547987208,green
15.900761156883886,10.12855326014534,green
11.03481514760234,14.3758356409666,green
14.855425106611516,15.280781845285182,green
2.7305909964684654,6.656423105323707,red
8.575290336856384,0.2362553294787695,green
12.559782203503698,15.807125934657593,green
2.6511987935065484,9.698416855494688,green
12.952634564475222,6.092578803309156,green
9.971840279433833,11.490015069702153,green
9.439800340180339,12.634248279680035,green
9.988828678228547,4.658661403337437,green
10.60924229788926,3.4745727295494997,green
15.054249894625993,13.029912439436636,green
3.8148439928612063,0.5836304767261655,green
10.68187650287156,2.536354429770052,green
7.179748575133817,1.5909422320473343,green
1.0565052279070493,9.387211237126532,green
13.812046243027625,0.5065654500090151,green
2.2731398080841654,4.239256941152279,green
5.825298587015411,13.178732933611526,green
7.715021710102956,10.362371017936647,green
4.080287864169923,4.726947857686378,green
6.188550690108903,13.46406453229959,green
7.446877584282203,15.365804859519482,green
4.204281096456619,10.413028539639404,green
3.2159343271918037,2.966354615047852,green
9.721798735489454,14.870623526487654,red
14.877766325967677,5.221528153855154,green
4.9510936647235395,11.691344817310624,green
7.626847607003472,6.8992440607815535,green
9.083015127343254,8.959791752204742,green
4.478077613296788,5.6054090988566845,green
7.7577912889407825,12.682686495741216,green
15.27605293148706,3.1523676644920404,green
3.7879178290567084,11.007256767614336,green
0.8521944454667754,6.568394935999214,green
9.513377193256256,15.436947586226596,green
7.564797505176233,5.046536150131153,green
11.060916985575066,13.153726844712526,green
6.884507874726918,2.9200420350415204,green
2.358646110419014,7.582412202779316,red
1.3773493472237757,15.920360955179891,green
8.085533475640291,6.2529976597260255,green
0.4739473753526653,15.308623794726607,green
8.005990940882354,10.242870292372821,green
7.589814911351249,3.6142741848371234,green
9.734648576965744,13.60254977560995,green
2.7292173274441867,7.027087027764977,red
13.26039076435661,3.304524726903452,green
10.809794858437003,4.921922957443895,green
3.9594800850793415,10.042014652723374,green
0.13446155695067394,8.964325463502696,green
5.515341385646753,7.3589893588463315,green
8.959722923380816,12.337977713176477,green
7.253373124467719,3.2891873941104732,green
1.7021955160304107,10.091003331827405,green
13.581477472379474,1.4583335903002972,green
8.555510098003737,12.27670369838613,green
1.275860631487415,6.104395160131599,green
12.302030641979997,3.2645673565210362,red
12.194989100231526,8.400412766598782,green
6.369395194863635,5.6880979331841335,green
8.810772264287673,12.538324846321533,green
11.813527751508675,3.5646281374227784,green
4.8375774686939685,12.728517110797005,green
3.294929273164517,6.8250592632353495,red
9.366026335901346,8.315376553131431,green
6.823422236962782,15.022009127628625,green
5.439471494795173,8.676048766231897,green
0.9072782017392632,15.95453098564297,green
14.332765287040598,12.651342659869671,green
7.107592275390653,7.017911111150802,green
7.03857525594975,9.448366780452314,green
5.991749460165851,10.859683847169633,green
12.457023653098318,3.0552100412219785,red
4.139536867940944,14.735417701655376,green
5.703632404181687,5.716004235135005,green
8.166997231816776,8.065483908468421,green
3.0207528199039237,12.324519988516142,green
8.463700104697608,1.7880328895497632,green
4.33287894919,10.071134241453796,green
5.939955421443879,11.12389627529206,green
10.385318578947675,0.8691223433451043,green
12.158888451962591,3.121053690963622,red
7.0816528721932555,10.156239584897103,green
2.7076525416409143,6.919727435732765,red
0.5071154621506828,9.37043609228412,green
2.1858864469621047,8.762436469192087,green
1.2525125904998229,15.360924557690918,green
10.548450355129015,1.7237526085562376,green
15.590087300017565,1.067282136756937,green
0.6680798038986531,0.9679763212424106,green
15.550991097781653,15.066527601289721,green
9.953495561277768,14.870505110292461,red
5.4807477629596795,12.829285530293786,green
13.574826507895207,1.9720449521687653,green
3.2196599722989787,4.579439815105781,green
10.051086119258057,3.78409628802136,green
0.4297646098486183,12.138911753775515,green
14.920481335943265,10.972801264121133,green
