@relation .a/vehicle1/vehicle1
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive, negative}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
97, 37, 78, 181, 62, 8, 161, 41, 20, 131, 182, 389, 117, 62, 2, 28, 203, 211, negative
90, 47, 85, 161, 64, 10, 163, 42, 20, 160, 177, 389, 185, 73, 9, 0, 185, 195, negative
100, 43, 92, 197, 62, 10, 180, 36, 21, 143, 200, 489, 153, 64, 6, 9, 195, 205, positive
100, 54, 102, 206, 65, 10, 198, 33, 23, 164, 224, 587, 240, 72, 4, 11, 187, 196, positive
114, 57, 102, 181, 52, 6, 257, 26, 28, 169, 287, 968, 261, 85, 2, 21, 182, 184, negative
96, 46, 88, 174, 68, 10, 155, 43, 19, 148, 173, 354, 182, 69, 14, 15, 194, 202, negative
86, 39, 58, 125, 55, 5, 117, 57, 17, 134, 140, 204, 148, 69, 7, 6, 190, 194, negative
90, 44, 69, 152, 64, 7, 135, 49, 18, 145, 165, 272, 162, 75, 3, 2, 187, 191, negative
91, 46, 101, 199, 65, 9, 196, 34, 23, 146, 219, 574, 199, 73, 5, 8, 186, 194, negative
91, 36, 83, 162, 61, 8, 142, 47, 19, 128, 163, 298, 137, 63, 0, 31, 193, 200, positive
107, 55, 103, 213, 68, 11, 219, 30, 25, 172, 221, 709, 216, 70, 10, 7, 187, 197, positive
93, 37, 70, 126, 52, 9, 127, 53, 18, 137, 156, 238, 119, 71, 2, 13, 191, 190, negative
85, 43, 66, 120, 54, 5, 148, 46, 19, 145, 168, 320, 174, 87, 8, 2, 179, 181, negative
90, 48, 85, 157, 64, 11, 161, 43, 20, 167, 175, 375, 186, 74, 3, 16, 185, 195, negative
99, 57, 100, 177, 54, 13, 224, 30, 25, 188, 223, 726, 213, 72, 4, 7, 185, 198, negative
100, 47, 70, 185, 70, 7, 162, 40, 20, 153, 179, 406, 172, 68, 9, 6, 200, 205, negative
108, 49, 109, 204, 61, 11, 212, 31, 24, 159, 229, 665, 215, 71, 16, 11, 190, 199, positive
94, 46, 77, 169, 60, 8, 158, 42, 20, 148, 181, 373, 181, 67, 12, 2, 193, 199, positive
95, 43, 76, 142, 57, 10, 151, 44, 19, 149, 173, 339, 159, 71, 2, 23, 187, 200, negative
90, 44, 72, 157, 64, 8, 137, 48, 18, 144, 159, 283, 171, 65, 9, 4, 196, 203, negative
93, 34, 66, 140, 56, 7, 130, 51, 18, 120, 151, 251, 114, 62, 5, 29, 201, 207, negative
