@relation .a/vehicle1/vehicle1
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive, negative}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
98, 39, 68, 136, 56, 8, 131, 52, 18, 144, 159, 251, 134, 72, 4, 10, 186, 187, negative
108, 55, 105, 230, 68, 11, 218, 30, 24, 171, 228, 709, 210, 69, 14, 4, 190, 197, negative
85, 40, 66, 136, 58, 6, 142, 48, 19, 137, 164, 295, 164, 77, 2, 22, 182, 186, positive
86, 35, 44, 110, 54, 2, 119, 57, 17, 121, 139, 208, 137, 90, 6, 1, 180, 183, negative
95, 42, 96, 197, 65, 9, 178, 37, 21, 141, 199, 474, 149, 67, 1, 29, 193, 200, negative
100, 52, 109, 225, 68, 10, 222, 30, 25, 165, 241, 731, 207, 73, 7, 28, 188, 199, negative
97, 41, 88, 184, 59, 9, 175, 38, 21, 140, 192, 459, 147, 63, 1, 5, 196, 205, positive
101, 55, 107, 200, 61, 11, 225, 30, 25, 178, 228, 730, 204, 74, 8, 35, 187, 201, negative
86, 37, 77, 144, 54, 7, 154, 43, 19, 127, 179, 352, 145, 71, 14, 13, 186, 191, negative
109, 52, 104, 199, 60, 12, 215, 31, 24, 162, 220, 691, 212, 67, 11, 7, 189, 199, positive
80, 43, 68, 123, 53, 7, 150, 46, 19, 147, 169, 327, 176, 81, 7, 14, 179, 184, negative
93, 51, 90, 209, 69, 8, 183, 36, 22, 156, 211, 506, 230, 70, 6, 1, 189, 196, positive
98, 38, 78, 191, 65, 8, 169, 39, 20, 136, 197, 430, 141, 67, 9, 20, 192, 199, positive
109, 47, 96, 206, 64, 9, 198, 33, 23, 150, 219, 586, 191, 70, 4, 13, 190, 198, positive
98, 46, 88, 191, 63, 6, 192, 34, 22, 147, 215, 563, 174, 73, 2, 26, 194, 197, negative
85, 38, 63, 130, 55, 7, 122, 55, 17, 130, 137, 219, 144, 64, 20, 8, 195, 201, negative
83, 46, 68, 139, 59, 6, 150, 44, 19, 146, 172, 336, 183, 74, 5, 3, 185, 191, negative
95, 43, 96, 202, 65, 10, 189, 35, 22, 143, 217, 534, 166, 71, 6, 27, 190, 197, negative
106, 55, 96, 196, 60, 12, 221, 30, 25, 173, 225, 717, 214, 72, 9, 13, 186, 196, negative
92, 46, 83, 154, 56, 6, 160, 41, 20, 148, 185, 382, 184, 71, 10, 5, 186, 191, positive
89, 46, 84, 163, 66, 11, 159, 43, 20, 159, 173, 368, 176, 72, 1, 20, 186, 197, negative
85, 36, 66, 123, 55, 5, 120, 56, 17, 128, 140, 212, 131, 73, 1, 18, 186, 190, negative
