@relation .a/vehicle0/vehicle0
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive, negative}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
97, 37, 78, 181, 62, 8, 161, 41, 20, 131, 182, 389, 117, 62, 2, 28, 203, 211, negative
88, 41, 80, 147, 62, 8, 146, 45, 19, 144, 169, 318, 161, 71, 4, 16, 188, 197, positive
89, 48, 85, 189, 64, 8, 169, 39, 20, 153, 188, 427, 190, 64, 16, 5, 195, 201, negative
102, 54, 98, 177, 56, 10, 219, 31, 25, 171, 219, 706, 223, 72, 5, 17, 186, 196, negative
105, 51, 80, 207, 71, 6, 195, 33, 22, 159, 214, 579, 188, 75, 6, 20, 194, 194, negative
105, 51, 93, 160, 51, 7, 217, 30, 24, 165, 240, 703, 208, 81, 9, 25, 188, 188, negative
108, 56, 102, 246, 75, 6, 239, 28, 26, 167, 264, 855, 228, 82, 9, 13, 186, 185, negative
91, 46, 75, 185, 75, 7, 154, 42, 19, 147, 178, 362, 192, 72, 8, 8, 192, 199, negative
104, 52, 94, 208, 66, 5, 208, 31, 24, 161, 227, 666, 218, 76, 11, 4, 193, 191, negative
85, 39, 77, 151, 59, 8, 150, 45, 19, 134, 176, 331, 133, 73, 0, 16, 184, 193, negative
95, 51, 96, 196, 63, 9, 190, 35, 22, 161, 208, 543, 235, 68, 13, 0, 191, 198, negative
85, 47, 75, 121, 53, 9, 157, 44, 20, 165, 168, 358, 176, 77, 1, 7, 182, 191, positive
