@relation .a/vehicle3/vehicle3
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive, negative}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
107, 52, 103, 186, 57, 11, 214, 31, 24, 162, 217, 676, 189, 66, 6, 5, 189, 198, positive
109, 51, 100, 197, 59, 10, 192, 34, 22, 161, 210, 553, 195, 64, 14, 3, 196, 202, positive
98, 44, 78, 160, 63, 8, 142, 47, 18, 148, 160, 300, 171, 63, 19, 2, 201, 207, negative
82, 37, 59, 134, 63, 7, 135, 51, 18, 128, 151, 264, 143, 82, 11, 24, 179, 185, negative
87, 36, 53, 117, 58, 4, 118, 57, 17, 125, 138, 205, 138, 85, 9, 15, 180, 183, negative
81, 46, 71, 141, 61, 7, 153, 44, 19, 148, 177, 347, 190, 80, 1, 14, 182, 187, negative
88, 36, 78, 160, 62, 6, 140, 48, 18, 123, 161, 287, 129, 66, 4, 35, 194, 202, positive
96, 36, 74, 183, 70, 6, 149, 43, 19, 127, 178, 341, 127, 69, 0, 17, 201, 205, negative
89, 36, 69, 142, 57, 7, 135, 50, 18, 126, 154, 266, 128, 66, 3, 36, 193, 203, positive
84, 38, 83, 141, 54, 7, 149, 45, 19, 132, 177, 327, 149, 74, 6, 29, 185, 191, negative
104, 51, 105, 168, 54, 10, 208, 32, 24, 162, 220, 641, 221, 72, 9, 20, 187, 197, negative
93, 42, 64, 123, 51, 7, 135, 51, 18, 144, 164, 262, 155, 78, 16, 12, 185, 185, negative
94, 37, 74, 169, 59, 7, 162, 41, 20, 133, 178, 394, 130, 63, 6, 6, 198, 204, positive
90, 41, 62, 147, 60, 6, 128, 52, 18, 141, 149, 246, 157, 61, 13, 4, 201, 208, negative
106, 52, 107, 211, 62, 8, 200, 33, 23, 161, 218, 602, 200, 67, 9, 17, 194, 201, positive
82, 40, 73, 141, 57, 8, 153, 44, 19, 133, 173, 342, 153, 75, 11, 9, 181, 187, positive
97, 55, 104, 219, 71, 9, 211, 32, 24, 171, 222, 658, 223, 74, 1, 24, 186, 196, negative
86, 42, 64, 122, 54, 6, 148, 46, 19, 143, 170, 319, 171, 87, 1, 3, 179, 182, negative
101, 51, 112, 201, 59, 11, 214, 32, 24, 162, 223, 667, 194, 65, 0, 36, 190, 206, negative
93, 35, 78, 162, 60, 8, 150, 45, 19, 125, 172, 331, 137, 67, 2, 33, 191, 198, positive
86, 43, 61, 119, 53, 8, 150, 46, 19, 144, 169, 326, 172, 85, 8, 8, 179, 182, negative
89, 41, 63, 134, 59, 6, 123, 55, 17, 137, 148, 223, 150, 76, 12, 3, 186, 188, negative
90, 39, 57, 114, 48, 7, 135, 51, 18, 139, 155, 261, 151, 85, 12, 8, 183, 182, negative
102, 55, 101, 213, 67, 12, 222, 30, 25, 177, 226, 719, 213, 71, 2, 21, 187, 199, negative
101, 49, 103, 212, 67, 10, 201, 33, 23, 156, 215, 601, 174, 69, 4, 11, 189, 196, positive
90, 39, 89, 181, 62, 8, 175, 38, 21, 132, 200, 458, 154, 70, 11, 15, 189, 195, negative
96, 45, 87, 169, 67, 10, 154, 44, 19, 149, 167, 351, 174, 67, 9, 8, 192, 201, negative
104, 55, 105, 223, 70, 10, 223, 30, 25, 177, 237, 737, 218, 75, 14, 11, 188, 196, positive
88, 42, 66, 133, 57, 6, 123, 54, 17, 144, 147, 227, 160, 66, 8, 4, 193, 198, negative
93, 39, 63, 146, 58, 7, 128, 52, 18, 134, 149, 246, 158, 63, 9, 7, 198, 204, negative
90, 36, 85, 184, 64, 6, 160, 41, 20, 125, 187, 385, 139, 66, 9, 31, 195, 203, negative
85, 38, 72, 130, 53, 9, 134, 51, 18, 132, 145, 261, 123, 65, 1, 24, 188, 198, positive
97, 55, 96, 170, 54, 10, 216, 31, 24, 173, 219, 685, 218, 75, 0, 4, 184, 193, positive
106, 52, 108, 207, 64, 12, 221, 31, 25, 168, 229, 709, 200, 73, 22, 38, 190, 205, negative
98, 51, 84, 207, 72, 7, 184, 35, 21, 161, 199, 520, 198, 72, 9, 11, 196, 199, negative
84, 43, 76, 180, 75, 7, 155, 43, 19, 143, 180, 359, 173, 77, 5, 12, 185, 190, negative
91, 39, 77, 153, 59, 8, 139, 48, 18, 139, 159, 289, 123, 62, 8, 17, 201, 209, negative
94, 46, 91, 175, 70, 12, 157, 43, 20, 155, 172, 358, 192, 69, 15, 21, 190, 200, negative
97, 47, 88, 183, 60, 7, 197, 33, 23, 148, 214, 596, 201, 74, 8, 0, 192, 191, negative
93, 47, 83, 165, 60, 7, 167, 40, 20, 147, 197, 417, 201, 73, 12, 4, 187, 192, positive
104, 52, 110, 172, 53, 10, 219, 30, 25, 166, 235, 711, 218, 74, 10, 28, 188, 198, positive
105, 54, 108, 234, 70, 12, 215, 31, 24, 168, 226, 687, 228, 68, 4, 22, 189, 201, negative
91, 37, 76, 138, 55, 8, 132, 51, 18, 135, 157, 256, 124, 69, 0, 12, 191, 192, negative
109, 52, 104, 199, 60, 12, 215, 31, 24, 162, 220, 691, 212, 67, 11, 7, 189, 199, negative
91, 42, 66, 142, 58, 9, 134, 50, 18, 142, 163, 268, 164, 69, 6, 5, 191, 197, negative
86, 39, 58, 125, 55, 5, 117, 57, 17, 134, 140, 204, 148, 69, 7, 6, 190, 194, negative
102, 52, 98, 225, 71, 10, 214, 31, 24, 164, 228, 682, 199, 71, 0, 16, 187, 196, positive
92, 52, 93, 204, 67, 9, 189, 35, 22, 161, 214, 536, 240, 72, 2, 5, 188, 195, positive
86, 43, 68, 150, 64, 9, 138, 48, 18, 143, 161, 285, 174, 69, 6, 0, 192, 201, negative
83, 40, 53, 114, 53, 6, 132, 53, 18, 140, 142, 247, 157, 86, 8, 7, 176, 183, negative
79, 38, 55, 120, 55, 5, 142, 48, 19, 128, 153, 295, 145, 81, 4, 2, 180, 183, negative
87, 38, 71, 123, 53, 8, 137, 49, 18, 127, 158, 277, 145, 75, 0, 9, 181, 186, negative
97, 37, 70, 173, 66, 7, 151, 43, 19, 129, 167, 346, 119, 65, 0, 16, 201, 208, negative
86, 36, 78, 146, 58, 7, 135, 50, 18, 124, 155, 270, 148, 66, 0, 25, 190, 195, negative
85, 36, 66, 123, 55, 5, 120, 56, 17, 128, 140, 212, 131, 73, 1, 18, 186, 190, negative
