@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
9, 32, 288, 3.556, 0.382, 0.792, 2.16, 110, 228, 51, negative
7, 23, 161, 3.286, 0.093, 0.54, 1.36, 15, 87, 11, negative
9, 20, 180, 2.222, 0.461, 1.0, 2.59, 83, 180, 32, negative
9, 12, 108, 1.333, 0.407, 1.0, 1.57, 44, 108, 28, negative
10, 12, 120, 1.2, 0.367, 1.0, 1.57, 44, 120, 28, negative
9, 34, 306, 3.778, 0.363, 0.863, 1.76, 111, 264, 63, negative
1, 79, 79, 79.0, 0.608, 1.0, 6.86, 48, 79, 7, positive
9, 64, 576, 7.111, 0.491, 0.984, 2.57, 283, 567, 110, negative
9, 121, 1089, 13.444, 0.322, 0.776, 2.08, 351, 845, 169, negative
8, 45, 360, 5.625, 0.222, 0.806, 1.9, 80, 290, 42, negative
7, 40, 280, 5.714, 0.186, 0.754, 2.26, 52, 211, 23, negative
11, 9, 99, 0.818, 0.404, 0.717, 4.44, 40, 71, 9, negative
9, 21, 189, 2.333, 0.519, 0.942, 3.27, 98, 178, 30, negative
10, 67, 670, 6.7, 0.291, 0.649, 2.17, 195, 435, 90, negative
9, 12, 108, 1.333, 0.426, 1.0, 1.59, 46, 108, 29, negative
9, 84, 756, 9.333, 0.25, 0.955, 1.83, 189, 722, 103, negative
10, 46, 460, 4.6, 0.363, 0.843, 2.01, 167, 388, 83, negative
12, 48, 576, 4.0, 0.252, 0.755, 1.71, 145, 435, 85, negative
9, 46, 414, 5.111, 0.29, 0.838, 2.18, 120, 347, 55, negative
15, 300, 4500, 20.0, 0.252, 0.576, 2.36, 1136, 2594, 481, negative
6, 35, 210, 5.833, 0.533, 0.943, 2.67, 112, 198, 42, negative
1, 39, 39, 39.0, 0.897, 1.0, 8.75, 35, 39, 4, positive
1, 14, 14, 14.0, 0.929, 1.0, 13.0, 13, 14, 1, positive
2, 52, 104, 26.0, 0.144, 0.702, 2.5, 15, 73, 6, negative
5, 44, 220, 8.8, 0.241, 0.791, 2.52, 53, 174, 21, negative
14, 34, 476, 2.429, 0.279, 0.851, 3.09, 133, 405, 43, negative
11, 9, 99, 0.818, 0.384, 0.727, 3.8, 38, 72, 10, negative
10, 97, 970, 9.7, 0.423, 0.832, 2.48, 410, 807, 165, negative
7, 11, 77, 1.571, 0.143, 0.558, 1.57, 11, 43, 7, negative
9, 64, 576, 7.111, 0.307, 0.842, 1.99, 177, 485, 89, negative
12, 27, 324, 2.25, 0.318, 0.898, 2.64, 103, 291, 39, negative
9, 65, 585, 7.222, 0.463, 0.901, 2.66, 271, 527, 102, negative
7, 35, 245, 5.0, 0.494, 0.902, 2.57, 121, 221, 47, negative
6, 142, 852, 23.667, 0.115, 0.173, 6.53, 98, 147, 15, positive
8, 5, 40, 0.625, 0.325, 0.9, 6.5, 13, 36, 2, negative
7, 2, 14, 0.286, 0.643, 0.929, 2.25, 9, 13, 4, negative
10, 8, 80, 0.8, 0.688, 1.0, 9.17, 55, 80, 6, negative
9, 50, 450, 5.556, 0.32, 0.716, 2.67, 144, 322, 54, negative
10, 84, 840, 8.4, 0.279, 0.896, 1.65, 234, 753, 142, negative
11, 101, 1111, 9.182, 0.253, 0.77, 1.71, 281, 856, 164, negative
9, 83, 747, 9.222, 0.289, 0.751, 1.93, 216, 561, 112, negative
9, 32, 288, 3.556, 0.302, 0.674, 2.17, 87, 194, 40, negative
9, 47, 423, 5.222, 0.307, 0.872, 2.03, 130, 369, 64, negative
8, 40, 320, 5.0, 0.456, 0.997, 2.7, 146, 319, 54, negative
13, 116, 1508, 8.923, 0.279, 0.658, 2.3, 421, 992, 183, negative
13, 85, 1105, 6.538, 0.327, 0.633, 2.76, 361, 700, 131, negative
13, 1, 13, 0.077, 1.0, 1.0, 13.0, 13, 13, 1, positive
23, 1, 23, 0.043, 1.0, 1.0, 23.0, 23, 23, 1, positive
13, 1, 13, 0.077, 1.0, 1.0, 13.0, 13, 13, 1, positive
15, 54, 810, 3.6, 0.323, 0.689, 2.45, 262, 558, 107, negative
13, 407, 5291, 31.308, 0.266, 0.649, 2.31, 1406, 3435, 609, negative
9, 33, 297, 3.667, 0.377, 0.842, 2.24, 112, 250, 50, negative
6, 90, 540, 15.0, 0.298, 0.77, 1.55, 161, 416, 104, negative
6, 28, 168, 4.667, 0.405, 0.804, 1.84, 68, 135, 37, negative
7, 1, 7, 0.143, 1.0, 1.0, 7.0, 7, 7, 1, positive
8, 70, 560, 8.75, 0.371, 0.911, 1.7, 208, 510, 122, negative
8, 62, 496, 7.75, 0.357, 0.968, 1.79, 177, 480, 99, negative
8, 40, 320, 5.0, 0.481, 0.988, 2.61, 154, 316, 59, negative
12, 104, 1248, 8.667, 0.335, 0.758, 2.46, 418, 946, 170, negative
10, 128, 1280, 12.8, 0.355, 0.751, 2.25, 455, 961, 202, negative
3, 11, 33, 3.667, 0.364, 0.667, 3.0, 12, 22, 4, positive
7, 16, 112, 2.286, 0.464, 0.884, 3.25, 52, 99, 16, negative
3, 304, 912, 101.33, 0.555, 0.686, 42.17, 506, 626, 12, positive
8, 62, 496, 7.75, 0.363, 0.925, 2.12, 180, 459, 85, negative
12, 50, 600, 4.167, 0.345, 0.627, 2.72, 207, 376, 76, negative
25, 115, 2875, 4.6, 0.296, 0.65, 2.56, 851, 1868, 333, negative
7, 115, 805, 16.429, 0.273, 0.704, 1.72, 220, 567, 128, negative
5, 27, 135, 5.4, 0.407, 0.815, 2.12, 55, 110, 26, negative
11, 337, 3707, 30.636, 0.179, 0.648, 2.09, 664, 2402, 318, negative
8, 68, 544, 8.5, 0.336, 0.868, 1.91, 183, 472, 96, negative
8, 69, 552, 8.625, 0.312, 0.842, 1.91, 172, 465, 90, negative
5, 43, 215, 8.6, 0.405, 0.981, 1.61, 87, 211, 54, negative
12, 232, 2784, 19.333, 0.316, 0.703, 2.34, 879, 1957, 375, negative
2, 6, 12, 3.0, 0.667, 1.0, 4.0, 8, 12, 2, positive
5, 38, 190, 7.6, 0.316, 0.695, 2.07, 60, 132, 29, negative
8, 46, 368, 5.75, 0.291, 0.886, 2.23, 107, 326, 48, negative
9, 71, 639, 7.889, 0.294, 0.762, 2.16, 188, 487, 87, negative
10, 83, 830, 8.3, 0.425, 0.86, 2.92, 353, 714, 121, negative
10, 413, 4130, 41.3, 0.315, 0.731, 2.47, 1302, 3018, 527, negative
10, 50, 500, 5.0, 0.472, 0.812, 2.74, 236, 406, 86, negative
9, 35, 315, 3.889, 0.273, 0.654, 1.65, 86, 206, 52, negative
9, 264, 2376, 29.333, 0.261, 0.612, 1.99, 619, 1455, 311, negative
10, 271, 2710, 27.1, 0.251, 0.754, 1.88, 679, 2044, 362, negative
10, 272, 2720, 27.2, 0.232, 0.65, 1.98, 631, 1767, 319, negative
5, 12, 60, 2.4, 0.133, 0.267, 4.0, 8, 16, 2, positive
8, 5, 40, 0.625, 0.275, 0.45, 3.67, 11, 18, 3, positive
7, 12, 84, 1.714, 0.369, 0.857, 1.55, 31, 72, 20, negative
10, 179, 1790, 17.9, 0.2, 0.758, 1.41, 358, 1356, 254, negative
8, 245, 1960, 30.625, 0.198, 0.555, 1.36, 389, 1088, 286, negative
10, 60, 600, 6.0, 0.223, 0.607, 1.47, 134, 364, 91, negative
7, 38, 266, 5.429, 0.327, 0.951, 1.38, 87, 253, 63, negative
8, 46, 368, 5.75, 0.285, 0.791, 1.42, 105, 291, 74, negative
8, 25, 200, 3.125, 0.24, 0.91, 1.45, 48, 182, 33, negative
8, 29, 232, 3.625, 0.207, 0.651, 1.6, 48, 151, 30, negative
1, 10, 10, 10.0, 0.8, 1.0, 4.0, 8, 10, 2, negative
5, 6, 30, 1.2, 0.333, 0.967, 2.5, 10, 29, 4, negative
4, 11, 44, 2.75, 0.364, 0.955, 1.33, 16, 42, 12, negative
5, 75, 375, 15.0, 0.259, 0.867, 1.18, 97, 325, 82, negative
9, 16, 144, 1.778, 0.222, 0.479, 1.33, 32, 69, 24, negative
4, 6, 24, 1.5, 0.333, 0.792, 2.0, 8, 19, 4, negative
6, 49, 294, 8.167, 0.241, 0.633, 1.42, 71, 186, 50, negative
1, 33, 33, 33.0, 0.667, 1.0, 3.67, 22, 33, 6, positive
9, 16, 144, 1.778, 0.16, 0.5, 1.92, 23, 72, 12, negative
7, 40, 280, 5.714, 0.229, 0.686, 1.28, 64, 192, 50, negative
7, 41, 287, 5.857, 0.185, 0.638, 1.51, 53, 183, 35, negative
9, 15, 135, 1.667, 0.178, 0.556, 1.6, 24, 75, 15, negative
1, 22, 22, 22.0, 0.5, 1.0, 1.83, 11, 22, 6, positive
9, 73, 657, 8.111, 0.174, 0.434, 1.44, 114, 285, 79, negative
8, 30, 240, 3.75, 0.233, 0.833, 1.24, 56, 200, 45, negative
5, 17, 85, 3.4, 0.4, 0.965, 1.31, 34, 82, 26, negative
5, 3, 15, 0.6, 0.6, 0.867, 4.5, 9, 13, 2, negative
9, 22, 198, 2.444, 0.192, 0.697, 1.31, 38, 138, 29, negative
9, 5, 45, 0.556, 0.244, 0.867, 2.2, 11, 39, 5, negative
7, 46, 322, 6.571, 0.354, 1.0, 1.46, 114, 322, 78, negative
10, 49, 490, 4.9, 0.196, 0.751, 1.26, 96, 368, 76, negative
7, 23, 161, 3.286, 0.329, 1.0, 1.39, 53, 161, 38, negative
7, 26, 182, 3.714, 0.352, 1.0, 1.36, 64, 182, 47, negative
9, 55, 495, 6.111, 0.259, 0.699, 1.47, 128, 346, 87, negative
7, 29, 203, 4.143, 0.365, 0.946, 2.0, 74, 192, 37, negative
7, 13, 91, 1.857, 0.297, 0.857, 1.17, 27, 78, 23, negative
7, 26, 182, 3.714, 0.269, 0.929, 1.23, 49, 169, 40, negative
5, 11, 55, 2.2, 0.455, 1.0, 1.67, 25, 55, 15, negative
7, 32, 224, 4.571, 0.232, 0.804, 1.3, 52, 180, 40, negative
9, 19, 171, 2.111, 0.222, 0.673, 1.31, 38, 115, 29, negative
7, 56, 392, 8.0, 0.227, 0.602, 1.25, 89, 236, 71, negative
7, 8, 56, 1.143, 0.357, 0.804, 2.0, 20, 45, 10, negative
7, 18, 126, 2.571, 0.365, 0.952, 1.53, 46, 120, 30, negative
7, 40, 280, 5.714, 0.336, 0.782, 1.47, 94, 219, 64, negative
6, 7, 42, 1.167, 0.357, 0.762, 2.14, 15, 32, 7, negative
7, 13, 91, 1.857, 0.319, 0.846, 1.61, 29, 77, 18, negative
7, 7, 49, 1.0, 0.245, 0.878, 1.71, 12, 43, 7, negative
7, 34, 238, 4.857, 0.273, 0.584, 1.55, 65, 139, 42, negative
7, 18, 126, 2.571, 0.286, 0.627, 1.57, 36, 79, 23, negative
7, 17, 119, 2.429, 0.336, 0.908, 1.48, 40, 108, 27, negative
7, 11, 77, 1.571, 0.312, 0.844, 1.33, 24, 65, 18, negative
7, 14, 98, 2.0, 0.306, 0.959, 1.3, 30, 94, 23, negative
7, 14, 98, 2.0, 0.408, 0.98, 1.74, 40, 96, 23, negative
9, 72, 648, 8.0, 0.241, 0.548, 1.61, 156, 355, 97, negative
7, 40, 280, 5.714, 0.311, 0.939, 1.43, 87, 263, 61, negative
6, 11, 66, 1.833, 0.333, 0.788, 1.47, 22, 52, 15, negative
5, 20, 100, 4.0, 0.49, 0.99, 1.58, 49, 99, 31, negative
9, 20, 180, 2.222, 0.233, 0.5, 1.62, 42, 90, 26, negative
7, 17, 119, 2.429, 0.311, 0.908, 1.54, 37, 108, 24, negative
6, 19, 114, 3.167, 0.333, 0.93, 1.27, 38, 106, 30, negative
7, 86, 602, 12.286, 0.294, 0.701, 1.69, 177, 422, 105, negative
7, 25, 175, 3.571, 0.303, 0.709, 1.51, 53, 124, 35, negative
7, 20, 140, 2.857, 0.357, 0.7, 1.85, 50, 98, 27, negative
7, 15, 105, 2.143, 0.343, 1.0, 1.64, 36, 105, 22, negative
7, 18, 126, 2.571, 0.238, 0.714, 1.15, 30, 90, 26, negative
7, 37, 259, 5.286, 0.282, 0.772, 1.35, 73, 200, 54, negative
7, 36, 252, 5.143, 0.262, 0.671, 1.27, 66, 169, 52, negative
9, 16, 144, 1.778, 0.174, 0.819, 1.32, 25, 118, 19, negative
9, 107, 963, 11.889, 0.217, 0.842, 1.34, 209, 811, 156, negative
7, 47, 329, 6.714, 0.258, 0.763, 1.29, 85, 251, 66, negative
6, 37, 222, 6.167, 0.306, 0.811, 1.42, 68, 180, 48, negative
7, 11, 77, 1.571, 0.338, 0.883, 1.63, 26, 68, 16, negative
5, 7, 35, 1.4, 0.457, 1.0, 1.45, 16, 35, 11, negative
7, 41, 287, 5.857, 0.321, 0.725, 1.48, 92, 208, 62, negative
7, 10, 70, 1.429, 0.343, 0.786, 1.33, 24, 55, 18, negative
9, 184, 1656, 20.444, 0.206, 0.659, 1.36, 341, 1091, 251, negative
7, 31, 217, 4.429, 0.304, 0.843, 1.32, 66, 183, 50, negative
5, 3, 15, 0.6, 0.6, 0.933, 3.0, 9, 14, 3, negative
8, 10, 80, 1.25, 0.288, 0.813, 1.64, 23, 65, 14, negative
8, 15, 120, 1.875, 0.467, 0.783, 2.24, 56, 94, 25, negative
7, 8, 56, 1.143, 0.464, 0.768, 2.17, 26, 43, 12, negative
8, 9, 72, 1.125, 0.319, 0.639, 2.09, 23, 46, 11, negative
8, 12, 96, 1.5, 0.406, 0.885, 2.17, 39, 85, 18, negative
7, 17, 119, 2.429, 0.429, 0.908, 1.89, 51, 108, 27, negative
6, 8, 48, 1.333, 0.542, 0.938, 2.0, 26, 45, 13, negative
53, 48, 2544, 0.906, 0.181, 0.374, 4.69, 460, 951, 98, positive
8, 7, 56, 0.875, 0.375, 1.0, 2.1, 21, 56, 10, negative
10, 79, 790, 7.9, 0.324, 0.671, 2.19, 256, 530, 117, negative
8, 36, 288, 4.5, 0.458, 0.958, 2.06, 132, 276, 64, negative
8, 36, 288, 4.5, 0.458, 0.875, 2.03, 132, 252, 65, negative
11, 94, 1034, 8.545, 0.28, 0.675, 2.03, 290, 698, 143, negative
1, 127, 127, 127.0, 0.646, 1.0, 13.67, 82, 127, 6, positive
10, 33, 330, 3.3, 0.391, 0.982, 2.05, 129, 324, 63, negative
10, 4, 40, 0.4, 0.35, 0.9, 1.75, 14, 36, 8, negative
10, 17, 170, 1.7, 0.382, 1.0, 2.41, 65, 170, 27, negative
5, 7, 35, 1.4, 0.2, 0.314, 7.0, 7, 11, 1, positive
9, 91, 819, 10.111, 0.32, 0.773, 2.2, 262, 633, 119, negative
8, 6, 48, 0.75, 0.5, 0.854, 3.0, 24, 41, 8, negative
9, 9, 81, 1.0, 0.358, 0.914, 1.81, 29, 74, 16, negative
8, 4, 32, 0.5, 0.438, 0.594, 7.0, 14, 19, 2, positive
11, 39, 429, 3.545, 0.317, 0.711, 2.47, 136, 305, 55, negative
10, 25, 250, 2.5, 0.392, 0.904, 2.09, 98, 226, 47, negative
10, 32, 320, 3.2, 0.334, 0.797, 2.1, 107, 255, 51, negative
8, 23, 184, 2.875, 0.337, 0.783, 1.94, 62, 144, 32, negative
4, 11, 44, 2.75, 0.159, 0.932, 1.75, 7, 41, 4, positive
9, 4, 36, 0.444, 0.472, 0.861, 5.67, 17, 31, 3, negative
8, 10, 80, 1.25, 0.425, 0.925, 2.13, 34, 74, 16, negative
6, 14, 84, 2.333, 0.571, 0.976, 2.4, 48, 82, 20, negative
11, 45, 495, 4.091, 0.267, 0.733, 2.0, 132, 363, 66, negative
11, 84, 924, 7.636, 0.279, 0.679, 2.35, 258, 627, 110, negative
8, 12, 96, 1.5, 0.583, 0.896, 2.8, 56, 86, 20, negative
6, 47, 282, 7.833, 0.202, 0.202, 57.0, 57, 57, 1, positive
1, 86, 86, 86.0, 0.93, 1.0, 40.0, 80, 86, 2, positive
8, 30, 240, 3.75, 0.383, 0.983, 1.88, 92, 236, 49, negative
10, 9, 90, 0.9, 0.344, 0.889, 2.82, 31, 80, 11, negative
8, 34, 272, 4.25, 0.426, 0.985, 1.84, 116, 268, 63, negative
6, 4, 24, 0.667, 0.625, 0.792, 5.0, 15, 19, 3, negative
8, 21, 168, 2.625, 0.435, 1.0, 1.97, 73, 168, 37, negative
8, 12, 96, 1.5, 0.375, 0.792, 2.57, 36, 76, 14, negative
8, 35, 280, 4.375, 0.418, 0.929, 2.39, 117, 260, 49, negative
9, 19, 171, 2.111, 0.392, 0.83, 2.31, 67, 142, 29, negative
9, 52, 468, 5.778, 0.359, 0.827, 2.4, 168, 387, 70, negative
8, 36, 288, 4.5, 0.427, 1.0, 2.05, 123, 288, 60, negative
8, 17, 136, 2.125, 0.463, 0.735, 2.86, 63, 100, 22, negative
8, 53, 424, 6.625, 0.344, 0.884, 1.83, 146, 375, 80, negative
8, 13, 104, 1.625, 0.394, 0.913, 2.28, 41, 95, 18, negative
8, 26, 208, 3.25, 0.394, 1.0, 2.16, 82, 208, 38, negative
9, 20, 180, 2.222, 0.361, 0.7, 2.32, 65, 126, 28, negative
10, 21, 210, 2.1, 0.3, 0.81, 1.91, 63, 170, 33, negative
11, 91, 1001, 8.273, 0.286, 0.597, 2.33, 286, 598, 123, negative
10, 19, 190, 1.9, 0.337, 0.911, 2.0, 64, 173, 32, negative
12, 271, 3252, 22.583, 0.232, 0.548, 1.93, 753, 1782, 390, negative
11, 61, 671, 5.545, 0.294, 0.735, 2.21, 197, 493, 89, negative
10, 36, 360, 3.6, 0.319, 0.817, 1.98, 115, 294, 58, negative
9, 7, 63, 0.778, 0.365, 0.937, 1.77, 23, 59, 13, negative
9, 12, 108, 1.333, 0.491, 0.889, 2.41, 53, 96, 22, negative
8, 16, 128, 2.0, 0.461, 0.93, 2.57, 59, 119, 23, negative
11, 272, 2992, 24.727, 0.26, 0.681, 1.82, 778, 2038, 428, negative
8, 15, 120, 1.875, 0.433, 0.625, 2.74, 52, 75, 19, negative
8, 12, 96, 1.5, 0.396, 0.927, 1.65, 38, 89, 23, negative
10, 26, 260, 2.6, 0.3, 0.954, 1.59, 78, 248, 49, negative
8, 17, 136, 2.125, 0.36, 0.831, 1.96, 49, 113, 25, negative
11, 26, 286, 2.364, 0.262, 0.804, 1.79, 75, 230, 42, negative
11, 27, 297, 2.455, 0.303, 0.596, 2.43, 90, 177, 37, negative
8, 76, 608, 9.5, 0.314, 0.711, 1.87, 191, 432, 102, negative
10, 15, 150, 1.5, 0.36, 0.813, 2.08, 54, 122, 26, negative
7, 8, 56, 1.143, 0.429, 0.964, 1.85, 24, 54, 13, negative
8, 29, 232, 3.625, 0.345, 0.681, 2.0, 80, 158, 40, negative
6, 146, 876, 24.333, 0.325, 0.691, 1.83, 285, 605, 156, negative
8, 14, 112, 1.75, 0.482, 0.759, 3.38, 54, 85, 16, negative
68, 34, 2312, 0.5, 0.224, 0.526, 2.44, 519, 1215, 213, positive
67, 30, 2010, 0.448, 0.169, 0.46, 2.26, 339, 924, 150, positive
10, 55, 550, 5.5, 0.295, 0.756, 1.98, 162, 416, 82, negative
8, 29, 232, 3.625, 0.444, 1.0, 2.15, 103, 232, 48, negative
9, 19, 171, 2.111, 0.298, 0.737, 2.68, 51, 126, 19, negative
10, 144, 1440, 14.4, 0.256, 0.625, 1.8, 368, 900, 205, negative
9, 13, 117, 1.444, 0.368, 1.0, 2.69, 43, 117, 16, negative
5, 15, 75, 3.0, 0.507, 0.787, 3.17, 38, 59, 12, negative
5, 12, 60, 2.4, 0.467, 0.6, 4.67, 28, 36, 6, negative
7, 20, 140, 2.857, 0.421, 0.829, 2.46, 59, 116, 24, negative
10, 62, 620, 6.2, 0.265, 0.656, 2.19, 164, 407, 75, negative
9, 42, 378, 4.667, 0.312, 0.889, 1.97, 118, 336, 60, negative
34, 25, 850, 0.735, 0.256, 0.534, 2.06, 218, 454, 106, positive
9, 40, 360, 4.444, 0.344, 0.683, 2.07, 124, 246, 60, negative
8, 32, 256, 4.0, 0.395, 0.773, 2.1, 101, 198, 48, negative
8, 33, 264, 4.125, 0.375, 0.981, 1.6, 99, 259, 62, negative
10, 103, 1030, 10.3, 0.25, 0.61, 1.77, 258, 628, 146, negative
10, 28, 280, 2.8, 0.343, 0.975, 2.13, 96, 273, 45, negative
5, 2, 10, 0.4, 0.7, 0.7, 7.0, 7, 7, 1, negative
5, 22, 110, 4.4, 0.536, 0.909, 2.19, 59, 100, 27, negative
8, 36, 288, 4.5, 0.299, 0.531, 2.21, 86, 153, 39, negative
6, 16, 96, 2.667, 0.281, 0.542, 2.45, 27, 52, 11, negative
10, 36, 360, 3.6, 0.367, 0.789, 2.28, 132, 284, 58, negative
7, 25, 175, 3.571, 0.354, 0.606, 2.14, 62, 106, 29, negative
8, 24, 192, 3.0, 0.318, 0.974, 1.56, 61, 187, 39, negative
8, 14, 112, 1.75, 0.393, 0.705, 2.32, 44, 79, 19, negative
6, 4, 24, 0.667, 0.583, 1.0, 4.67, 14, 24, 3, negative
8, 20, 160, 2.5, 0.425, 1.0, 2.27, 68, 160, 30, negative
10, 33, 330, 3.3, 0.345, 0.779, 1.9, 114, 257, 60, negative
6, 18, 108, 3.0, 0.444, 0.991, 1.71, 48, 107, 28, negative
5, 4, 20, 0.8, 0.7, 1.0, 2.33, 14, 20, 6, negative
10, 41, 410, 4.1, 0.278, 0.632, 1.93, 114, 259, 59, negative
8, 12, 96, 1.5, 0.396, 0.969, 1.65, 38, 93, 23, negative
10, 262, 2620, 26.2, 0.273, 0.703, 1.83, 716, 1841, 391, negative
10, 26, 260, 2.6, 0.35, 0.819, 2.33, 91, 213, 39, negative
8, 12, 96, 1.5, 0.417, 0.927, 1.74, 40, 89, 23, negative
8, 35, 280, 4.375, 0.393, 0.918, 1.96, 110, 257, 56, negative
7, 12, 84, 1.714, 0.393, 0.69, 2.36, 33, 58, 14, negative
8, 19, 152, 2.375, 0.388, 0.809, 1.97, 59, 123, 30, negative
11, 74, 814, 6.727, 0.247, 0.695, 1.97, 201, 566, 102, negative
7, 18, 126, 2.571, 0.357, 0.865, 2.14, 45, 109, 21, negative
6, 4, 24, 0.667, 0.542, 1.0, 1.86, 13, 24, 7, negative
7, 21, 147, 3.0, 0.313, 0.667, 2.09, 46, 98, 22, negative
8, 7, 56, 0.875, 0.429, 1.0, 2.67, 24, 56, 9, negative
7, 19, 133, 2.714, 0.451, 0.97, 2.73, 60, 129, 22, negative
