@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
11, 115, 1265, 10.455, 0.266, 0.723, 1.79, 337, 915, 188, negative
9, 43, 387, 4.778, 0.377, 0.922, 2.25, 146, 357, 65, negative
7, 9, 63, 1.286, 0.333, 0.492, 21.0, 21, 31, 1, negative
4, 16, 64, 4.0, 0.391, 0.938, 1.67, 25, 60, 15, negative
10, 38, 380, 3.8, 0.434, 0.892, 2.89, 165, 339, 57, negative
11, 97, 1067, 8.818, 0.297, 0.666, 2.4, 317, 711, 132, negative
9, 69, 621, 7.667, 0.343, 0.876, 1.75, 213, 544, 122, negative
9, 81, 729, 9.0, 0.348, 0.927, 2.21, 254, 676, 115, negative
1, 33, 33, 33.0, 1.0, 1.0, 33.0, 33, 33, 1, positive
1, 124, 124, 124.0, 0.444, 1.0, 7.86, 55, 124, 7, positive
1, 46, 46, 46.0, 0.783, 1.0, 12.0, 36, 46, 3, positive
7, 47, 329, 6.714, 0.271, 0.878, 2.23, 89, 289, 40, negative
8, 47, 376, 5.875, 0.362, 0.88, 2.0, 136, 331, 68, negative
8, 16, 128, 2.0, 0.477, 0.906, 2.44, 61, 116, 25, negative
12, 8, 96, 0.667, 0.448, 0.656, 4.3, 43, 63, 10, negative
12, 8, 96, 0.667, 0.792, 1.0, 15.2, 76, 96, 5, negative
10, 22, 220, 2.2, 0.336, 0.836, 2.74, 74, 184, 27, negative
10, 84, 840, 8.4, 0.356, 0.849, 2.47, 299, 713, 121, negative
9, 33, 297, 3.667, 0.458, 0.983, 2.19, 136, 292, 62, negative
12, 43, 516, 3.583, 0.357, 0.849, 2.71, 184, 438, 68, negative
1, 48, 48, 48.0, 0.875, 1.0, 10.5, 42, 48, 4, positive
8, 45, 360, 5.625, 0.206, 0.789, 1.8, 74, 284, 41, negative
12, 102, 1224, 8.5, 0.292, 0.764, 2.09, 357, 935, 171, negative
9, 83, 747, 9.222, 0.292, 0.909, 2.42, 218, 679, 90, negative
9, 82, 738, 9.111, 0.37, 0.924, 2.39, 273, 682, 114, negative
10, 86, 860, 8.6, 0.326, 0.844, 1.85, 280, 726, 151, negative
10, 99, 990, 9.9, 0.473, 0.917, 2.93, 468, 908, 160, negative
9, 42, 378, 4.667, 0.429, 0.976, 2.75, 162, 369, 59, negative
1, 40, 40, 40.0, 0.875, 1.0, 11.67, 35, 40, 3, positive
7, 18, 126, 2.571, 0.119, 0.452, 2.14, 15, 57, 7, negative
7, 121, 847, 17.286, 0.276, 0.607, 1.79, 234, 514, 131, negative
11, 21, 231, 1.909, 0.468, 0.719, 7.2, 108, 166, 15, negative
9, 63, 567, 7.0, 0.298, 0.787, 2.01, 169, 446, 84, negative
9, 10, 90, 1.111, 0.144, 0.522, 6.5, 13, 47, 2, positive
12, 26, 312, 2.167, 0.224, 0.907, 1.63, 70, 283, 43, negative
8, 6, 48, 0.75, 0.583, 0.813, 7.0, 28, 39, 4, negative
8, 44, 352, 5.5, 0.455, 0.949, 3.2, 160, 334, 50, negative
8, 43, 344, 5.375, 0.372, 0.956, 2.1, 128, 329, 61, negative
12, 98, 1176, 8.167, 0.245, 0.624, 2.23, 288, 734, 129, negative
9, 9, 81, 1.0, 0.16, 0.864, 1.63, 13, 70, 8, negative
11, 14, 154, 1.273, 0.442, 0.981, 2.43, 68, 151, 28, negative
9, 75, 675, 8.333, 0.373, 0.913, 2.23, 252, 616, 113, negative
8, 33, 264, 4.125, 0.314, 0.705, 2.13, 83, 186, 39, negative
9, 85, 765, 9.444, 0.308, 0.744, 1.95, 236, 569, 121, negative
9, 47, 423, 5.222, 0.286, 0.738, 1.95, 121, 312, 62, negative
2, 176, 352, 88.0, 0.528, 0.605, 31.0, 186, 213, 6, positive
11, 8, 88, 0.727, 0.705, 1.0, 8.86, 62, 88, 7, negative
1, 14, 14, 14.0, 0.929, 1.0, 13.0, 13, 14, 1, positive
9, 79, 711, 8.778, 0.323, 0.873, 2.19, 230, 621, 105, negative
9, 27, 243, 3.0, 0.346, 0.951, 1.95, 84, 231, 43, negative
11, 116, 1276, 10.545, 0.274, 0.804, 1.8, 350, 1026, 194, negative
9, 45, 405, 5.0, 0.319, 0.923, 2.11, 129, 374, 61, negative
8, 50, 400, 6.25, 0.253, 0.8, 2.3, 101, 320, 44, negative
7, 6, 42, 0.857, 0.333, 0.762, 4.67, 14, 32, 3, negative
8, 59, 472, 7.375, 0.206, 0.691, 3.13, 97, 326, 31, negative
8, 21, 168, 2.625, 0.548, 1.0, 3.54, 92, 168, 26, negative
9, 33, 297, 3.667, 0.354, 0.781, 1.84, 105, 232, 57, negative
8, 84, 672, 10.5, 0.36, 0.954, 1.94, 242, 641, 125, negative
10, 64, 640, 6.4, 0.439, 0.889, 2.58, 281, 569, 109, negative
8, 46, 368, 5.75, 0.356, 0.927, 2.11, 131, 341, 62, negative
21, 2, 42, 0.095, 0.738, 0.738, 31.0, 31, 31, 1, positive
15, 342, 5130, 22.8, 0.24, 0.548, 2.49, 1232, 2810, 495, negative
22, 72, 1584, 3.273, 0.469, 0.848, 8.64, 743, 1343, 86, negative
8, 71, 568, 8.875, 0.31, 0.861, 1.85, 176, 489, 95, negative
8, 64, 512, 8.0, 0.301, 0.857, 1.93, 154, 439, 80, negative
9, 34, 306, 3.778, 0.366, 0.846, 2.38, 112, 259, 47, negative
5, 39, 195, 7.8, 0.338, 0.882, 1.74, 66, 172, 38, negative
7, 46, 322, 6.571, 0.304, 0.963, 2.58, 98, 310, 38, negative
6, 172, 1032, 28.667, 0.294, 0.907, 1.73, 303, 936, 175, negative
3, 54, 162, 18.0, 0.364, 0.519, 8.43, 59, 84, 7, positive
22, 72, 1584, 3.273, 0.52, 0.856, 10.04, 823, 1356, 82, negative
8, 76, 608, 9.5, 0.475, 0.87, 2.73, 289, 529, 106, negative
6, 181, 1086, 30.167, 0.298, 0.684, 1.69, 324, 743, 192, negative
8, 71, 568, 8.875, 0.407, 0.903, 2.06, 231, 513, 112, negative
10, 75, 750, 7.5, 0.428, 0.909, 2.28, 321, 682, 141, negative
23, 87, 2001, 3.783, 0.286, 0.671, 2.36, 572, 1342, 242, negative
9, 93, 837, 10.333, 0.278, 0.847, 1.66, 233, 709, 140, negative
8, 44, 352, 5.5, 0.415, 0.949, 2.06, 146, 334, 71, negative
39, 70, 2730, 1.795, 0.09, 0.255, 7.0, 245, 697, 35, positive
11, 33, 363, 3.0, 0.295, 0.694, 1.98, 107, 252, 54, negative
8, 70, 560, 8.75, 0.463, 0.986, 2.31, 259, 552, 112, negative
13, 147, 1911, 11.308, 0.358, 0.703, 3.6, 684, 1343, 190, negative
10, 119, 1190, 11.9, 0.39, 0.81, 2.75, 464, 964, 169, negative
10, 33, 330, 3.3, 0.327, 0.742, 2.35, 108, 245, 46, negative
9, 5, 45, 0.556, 0.467, 0.556, 10.5, 21, 25, 2, negative
13, 498, 6474, 38.308, 0.281, 0.688, 2.28, 1820, 4453, 799, negative
9, 108, 972, 12.0, 0.376, 0.815, 2.35, 365, 792, 155, negative
8, 75, 600, 9.375, 0.375, 0.86, 2.05, 225, 516, 110, negative
8, 108, 864, 13.5, 0.293, 0.897, 1.69, 253, 775, 150, negative
5, 50, 250, 10.0, 0.36, 0.812, 1.58, 90, 203, 57, negative
9, 60, 540, 6.667, 0.413, 0.822, 2.75, 223, 444, 81, negative
22, 70, 1540, 3.182, 0.525, 0.838, 11.54, 808, 1290, 70, negative
10, 105, 1050, 10.5, 0.234, 0.811, 1.7, 246, 852, 145, negative
11, 104, 1144, 9.455, 0.377, 0.779, 2.57, 431, 891, 168, negative
10, 33, 330, 3.3, 0.294, 0.791, 1.83, 97, 261, 53, negative
7, 116, 812, 16.571, 0.309, 0.676, 2.2, 251, 549, 114, negative
7, 17, 119, 2.429, 0.555, 0.933, 2.64, 66, 111, 25, negative
11, 23, 253, 2.091, 0.415, 0.858, 3.5, 105, 217, 30, negative
6, 101, 606, 16.833, 0.393, 0.752, 1.98, 238, 456, 120, negative
33, 28, 924, 0.848, 0.098, 0.271, 5.69, 91, 250, 16, positive
6, 39, 234, 6.5, 0.466, 0.889, 2.1, 109, 208, 52, negative
5, 7, 35, 1.4, 0.229, 0.6, 2.67, 8, 21, 3, positive
8, 35, 280, 4.375, 0.321, 0.775, 1.76, 90, 217, 51, negative
14, 19, 266, 1.357, 0.128, 0.541, 2.83, 34, 144, 12, positive
9, 198, 1782, 22.0, 0.289, 0.681, 1.88, 515, 1213, 274, negative
7, 65, 455, 9.286, 0.316, 0.848, 1.52, 144, 386, 95, negative
23, 271, 6233, 11.783, 0.126, 0.359, 1.87, 786, 2239, 420, negative
8, 55, 440, 6.875, 0.243, 0.657, 1.39, 107, 289, 77, negative
7, 213, 1491, 30.429, 0.199, 0.733, 1.25, 296, 1093, 237, negative
8, 25, 200, 3.125, 0.33, 1.0, 1.65, 66, 200, 40, negative
10, 271, 2710, 27.1, 0.199, 0.717, 1.42, 540, 1942, 381, negative
11, 271, 2981, 24.636, 0.198, 0.628, 1.52, 591, 1872, 388, negative
10, 272, 2720, 27.2, 0.211, 0.772, 1.43, 573, 2101, 401, negative
8, 37, 296, 4.625, 0.334, 0.993, 1.29, 99, 294, 77, negative
11, 272, 2992, 24.727, 0.171, 0.61, 1.47, 511, 1824, 348, negative
10, 93, 930, 9.3, 0.206, 0.794, 1.48, 192, 738, 130, negative
11, 271, 2981, 24.636, 0.168, 0.598, 1.35, 502, 1784, 371, negative
8, 261, 2088, 32.625, 0.218, 0.773, 1.34, 455, 1615, 340, negative
7, 14, 98, 2.0, 0.357, 0.959, 1.84, 35, 94, 19, negative
7, 8, 56, 1.143, 0.25, 0.768, 1.56, 14, 43, 9, negative
9, 238, 2142, 26.444, 0.168, 0.614, 1.26, 359, 1316, 285, negative
6, 17, 102, 2.833, 0.245, 0.598, 1.56, 25, 61, 16, negative
8, 15, 120, 1.875, 0.3, 0.642, 1.57, 36, 77, 23, negative
7, 7, 49, 1.0, 0.286, 0.633, 1.56, 14, 31, 9, negative
7, 30, 210, 4.286, 0.295, 0.876, 1.77, 62, 184, 35, negative
5, 52, 260, 10.4, 0.208, 0.542, 1.35, 54, 141, 40, negative
6, 25, 150, 4.167, 0.34, 0.887, 1.42, 51, 133, 36, negative
6, 2, 12, 0.333, 0.583, 1.0, 7.0, 7, 12, 1, negative
6, 40, 240, 6.667, 0.313, 0.996, 1.27, 75, 239, 59, negative
6, 17, 102, 2.833, 0.382, 0.951, 1.63, 39, 97, 24, negative
5, 13, 65, 2.6, 0.246, 0.831, 1.33, 16, 54, 12, negative
10, 12, 120, 1.2, 0.225, 0.558, 2.7, 27, 67, 10, negative
8, 16, 128, 2.0, 0.242, 0.602, 1.94, 31, 77, 16, negative
7, 17, 119, 2.429, 0.395, 0.782, 1.81, 47, 93, 26, negative
7, 9, 63, 1.286, 0.349, 0.905, 2.2, 22, 57, 10, negative
7, 4, 28, 0.571, 0.321, 1.0, 3.0, 9, 28, 3, negative
9, 46, 414, 5.111, 0.242, 0.575, 1.43, 100, 238, 70, negative
9, 49, 441, 5.444, 0.265, 0.744, 1.6, 117, 328, 73, negative
7, 16, 112, 2.286, 0.259, 0.705, 1.38, 29, 79, 21, negative
7, 8, 56, 1.143, 0.375, 1.0, 1.62, 21, 56, 13, negative
9, 37, 333, 4.111, 0.213, 0.706, 1.54, 71, 235, 46, negative
7, 33, 231, 4.714, 0.342, 0.848, 1.98, 79, 196, 40, negative
7, 36, 252, 5.143, 0.365, 0.96, 1.67, 92, 242, 55, negative
7, 31, 217, 4.429, 0.276, 0.788, 1.25, 60, 171, 48, negative
7, 9, 63, 1.286, 0.381, 0.952, 1.85, 24, 60, 13, negative
7, 7, 49, 1.0, 0.245, 1.0, 1.71, 12, 49, 7, negative
5, 5, 25, 1.0, 0.36, 1.0, 1.29, 9, 25, 7, negative
7, 31, 217, 4.429, 0.313, 0.853, 1.58, 68, 185, 43, negative
9, 58, 522, 6.444, 0.203, 0.531, 1.34, 106, 277, 79, negative
7, 16, 112, 2.286, 0.304, 0.955, 1.13, 34, 107, 30, negative
6, 7, 42, 1.167, 0.262, 0.786, 1.38, 11, 33, 8, negative
6, 25, 150, 4.167, 0.273, 0.787, 1.17, 41, 118, 35, negative
7, 19, 133, 2.714, 0.398, 0.977, 1.77, 53, 130, 30, negative
7, 38, 266, 5.429, 0.248, 0.955, 1.32, 66, 254, 50, negative
10, 9, 90, 0.9, 0.222, 1.0, 1.25, 20, 90, 16, negative
7, 15, 105, 2.143, 0.229, 0.886, 1.6, 24, 93, 15, negative
7, 13, 91, 1.857, 0.363, 1.0, 1.94, 33, 91, 17, negative
7, 11, 77, 1.571, 0.403, 0.974, 1.48, 31, 75, 21, negative
7, 19, 133, 2.714, 0.286, 0.669, 1.36, 38, 89, 28, negative
9, 54, 486, 6.0, 0.191, 0.741, 1.24, 93, 360, 75, negative
7, 11, 77, 1.571, 0.39, 0.792, 1.58, 30, 61, 19, negative
7, 31, 217, 4.429, 0.318, 0.839, 1.35, 69, 182, 51, negative
7, 13, 91, 1.857, 0.286, 0.989, 1.73, 26, 90, 15, negative
7, 23, 161, 3.286, 0.342, 0.783, 1.45, 55, 126, 38, negative
1, 14, 14, 14.0, 0.571, 1.0, 2.67, 8, 14, 3, negative
5, 7, 35, 1.4, 0.543, 1.0, 2.11, 19, 35, 9, negative
7, 9, 63, 1.286, 0.238, 0.619, 1.5, 15, 39, 10, negative
7, 21, 147, 3.0, 0.333, 0.789, 1.4, 49, 116, 35, negative
7, 30, 210, 4.286, 0.329, 1.0, 1.38, 69, 210, 50, negative
7, 24, 168, 3.429, 0.244, 0.774, 1.46, 41, 130, 28, negative
9, 30, 270, 3.333, 0.248, 0.937, 1.46, 67, 253, 46, negative
9, 17, 153, 1.889, 0.235, 0.647, 1.44, 36, 99, 25, negative
7, 21, 147, 3.0, 0.279, 0.748, 1.52, 41, 110, 27, negative
10, 63, 630, 6.3, 0.184, 0.617, 1.4, 116, 389, 83, negative
7, 7, 49, 1.0, 0.306, 0.898, 1.36, 15, 44, 11, negative
9, 28, 252, 3.111, 0.25, 0.77, 1.47, 63, 194, 43, negative
9, 24, 216, 2.667, 0.213, 0.468, 1.28, 46, 101, 36, negative
5, 8, 40, 1.6, 0.35, 0.975, 1.0, 14, 39, 14, negative
7, 20, 140, 2.857, 0.329, 1.0, 1.48, 46, 140, 31, negative
7, 4, 28, 0.571, 0.393, 0.679, 3.67, 11, 19, 3, negative
6, 24, 144, 4.0, 0.264, 0.764, 1.46, 38, 110, 26, negative
8, 27, 216, 3.375, 0.282, 0.87, 1.36, 61, 188, 45, negative
7, 13, 91, 1.857, 0.33, 0.835, 1.58, 30, 76, 19, negative
7, 8, 56, 1.143, 0.393, 1.0, 1.69, 22, 56, 13, negative
10, 38, 380, 3.8, 0.187, 0.463, 1.37, 71, 176, 52, negative
7, 41, 287, 5.857, 0.341, 0.721, 1.58, 98, 207, 62, negative
6, 44, 264, 7.333, 0.254, 0.689, 1.68, 67, 182, 40, negative
9, 5, 45, 0.556, 0.244, 0.622, 1.83, 11, 28, 6, negative
9, 11, 99, 1.222, 0.222, 0.737, 1.29, 22, 73, 17, negative
6, 11, 66, 1.833, 0.318, 0.712, 1.31, 21, 47, 16, negative
4, 11, 44, 2.75, 0.432, 1.0, 1.36, 19, 44, 14, negative
5, 17, 85, 3.4, 0.388, 0.859, 1.83, 33, 73, 18, negative
7, 19, 133, 2.714, 0.398, 1.0, 1.71, 53, 133, 31, negative
7, 23, 161, 3.286, 0.28, 0.783, 1.29, 45, 126, 35, negative
9, 41, 369, 4.556, 0.263, 0.743, 1.41, 97, 274, 69, negative
9, 39, 351, 4.333, 0.259, 0.695, 1.49, 91, 244, 61, negative
6, 13, 78, 2.167, 0.308, 0.974, 1.41, 24, 76, 17, negative
5, 32, 160, 6.4, 0.406, 1.0, 1.41, 65, 160, 46, negative
7, 20, 140, 2.857, 0.25, 0.593, 1.35, 35, 83, 26, negative
9, 82, 738, 9.111, 0.245, 0.562, 1.48, 181, 415, 122, negative
9, 48, 432, 5.333, 0.227, 0.657, 1.42, 98, 284, 69, negative
7, 33, 231, 4.714, 0.351, 0.957, 1.45, 81, 221, 56, negative
8, 41, 328, 5.125, 0.21, 0.662, 1.44, 69, 217, 48, negative
7, 10, 70, 1.429, 0.329, 0.814, 1.28, 23, 57, 18, negative
9, 25, 225, 2.778, 0.249, 0.911, 1.51, 56, 205, 37, negative
9, 16, 144, 1.778, 0.215, 0.764, 1.55, 31, 110, 20, negative
5, 9, 45, 1.8, 0.444, 0.956, 1.43, 20, 43, 14, negative
9, 19, 171, 2.111, 0.275, 0.643, 1.52, 47, 110, 31, negative
6, 7, 42, 1.167, 0.262, 0.929, 1.38, 11, 39, 8, negative
7, 4, 28, 0.571, 0.321, 0.679, 9.0, 9, 19, 1, negative
6, 20, 120, 3.333, 0.258, 0.975, 1.29, 31, 117, 24, negative
7, 19, 133, 2.714, 0.263, 0.662, 1.35, 35, 88, 26, negative
8, 46, 368, 5.75, 0.34, 0.611, 1.79, 125, 225, 70, negative
9, 6, 54, 0.667, 0.407, 0.519, 5.5, 22, 28, 4, positive
10, 25, 250, 2.5, 0.32, 0.648, 2.0, 80, 162, 40, negative
14, 17, 238, 1.214, 0.113, 0.387, 1.8, 27, 92, 15, positive
22, 22, 484, 1.0, 0.107, 0.473, 1.79, 52, 229, 29, positive
8, 43, 344, 5.375, 0.398, 0.939, 2.4, 137, 323, 57, negative
7, 11, 77, 1.571, 0.117, 0.494, 1.8, 9, 38, 5, positive
8, 19, 152, 2.375, 0.388, 1.0, 1.74, 59, 152, 34, negative
10, 11, 110, 1.1, 0.473, 1.0, 2.48, 52, 110, 21, negative
9, 17, 153, 1.889, 0.392, 0.935, 2.22, 60, 143, 27, negative
10, 60, 600, 6.0, 0.365, 0.788, 2.35, 219, 473, 93, negative
8, 9, 72, 1.125, 0.389, 0.736, 2.15, 28, 53, 13, negative
8, 13, 104, 1.625, 0.529, 0.798, 2.89, 55, 83, 19, negative
10, 29, 290, 2.9, 0.383, 0.834, 2.47, 111, 242, 45, negative
8, 22, 176, 2.75, 0.398, 0.784, 1.94, 70, 138, 36, negative
3, 129, 387, 43.0, 0.305, 0.377, 11.8, 118, 146, 10, positive
8, 9, 72, 1.125, 0.319, 0.667, 2.3, 23, 48, 10, negative
25, 9, 225, 0.36, 0.187, 0.436, 2.47, 42, 98, 17, positive
10, 19, 190, 1.9, 0.379, 0.816, 2.12, 72, 155, 34, negative
8, 35, 280, 4.375, 0.382, 1.0, 2.02, 107, 280, 53, negative
9, 15, 135, 1.667, 0.407, 0.844, 2.29, 55, 114, 24, negative
9, 4, 36, 0.444, 0.25, 0.75, 9.0, 9, 27, 1, positive
11, 87, 957, 7.909, 0.253, 0.662, 1.89, 242, 634, 128, negative
27, 4, 108, 0.148, 0.38, 0.75, 2.56, 41, 81, 16, positive
8, 15, 120, 1.875, 0.558, 1.0, 2.91, 67, 120, 23, negative
8, 12, 96, 1.5, 0.448, 0.885, 1.95, 43, 85, 22, negative
9, 244, 2196, 27.111, 0.237, 0.801, 1.59, 520, 1758, 327, negative
9, 272, 2448, 30.222, 0.269, 0.763, 1.87, 659, 1868, 353, negative
8, 14, 112, 1.75, 0.42, 0.848, 2.04, 47, 95, 23, negative
8, 16, 128, 2.0, 0.375, 0.93, 2.09, 48, 119, 23, negative
8, 10, 80, 1.25, 0.425, 0.913, 2.0, 34, 73, 17, negative
8, 31, 248, 3.875, 0.411, 0.742, 2.04, 102, 184, 50, negative
11, 86, 946, 7.818, 0.297, 0.748, 1.95, 281, 708, 144, negative
7, 17, 119, 2.429, 0.429, 0.748, 2.22, 51, 89, 23, negative
8, 6, 48, 0.75, 0.396, 0.813, 1.58, 19, 39, 12, negative
8, 8, 64, 1.0, 0.484, 1.0, 3.44, 31, 64, 9, negative
9, 16, 144, 1.778, 0.382, 0.743, 2.29, 55, 107, 24, negative
5, 4, 20, 0.8, 0.7, 0.8, 7.0, 14, 16, 2, negative
11, 150, 1650, 13.636, 0.186, 0.533, 2.06, 307, 879, 149, negative
11, 272, 2992, 24.727, 0.281, 0.68, 2.0, 840, 2036, 420, negative
8, 8, 64, 1.0, 0.5, 1.0, 2.91, 32, 64, 11, negative
8, 36, 288, 4.5, 0.427, 0.924, 1.98, 123, 266, 62, negative
8, 12, 96, 1.5, 0.438, 1.0, 1.91, 42, 96, 22, negative
9, 43, 387, 4.778, 0.3, 0.713, 1.78, 116, 276, 65, negative
8, 16, 128, 2.0, 0.43, 0.859, 2.2, 55, 110, 25, negative
8, 12, 96, 1.5, 0.458, 0.938, 2.59, 44, 90, 17, negative
9, 24, 216, 2.667, 0.352, 0.722, 2.17, 76, 156, 35, negative
11, 50, 550, 4.545, 0.255, 0.56, 1.89, 140, 308, 74, negative
10, 54, 540, 5.4, 0.319, 0.824, 1.83, 172, 445, 94, negative
8, 45, 360, 5.625, 0.367, 0.783, 1.89, 132, 282, 70, negative
9, 20, 180, 2.222, 0.361, 0.872, 1.86, 65, 157, 35, negative
8, 4, 32, 0.5, 0.438, 0.656, 4.67, 14, 21, 3, negative
8, 12, 96, 1.5, 0.385, 0.688, 1.95, 37, 66, 19, negative
10, 40, 400, 4.0, 0.333, 0.783, 1.82, 133, 313, 73, negative
11, 146, 1606, 13.273, 0.238, 0.58, 1.83, 383, 932, 209, negative
11, 25, 275, 2.273, 0.298, 0.811, 2.05, 82, 223, 40, negative
10, 13, 130, 1.3, 0.315, 0.915, 2.41, 41, 119, 17, negative
7, 35, 245, 5.0, 0.339, 0.833, 1.93, 83, 204, 43, negative
6, 221, 1326, 36.833, 0.268, 0.536, 1.95, 356, 711, 183, negative
7, 12, 84, 1.714, 0.476, 0.81, 2.11, 40, 68, 19, negative
11, 109, 1199, 9.909, 0.234, 0.62, 1.92, 281, 743, 146, negative
8, 40, 320, 5.0, 0.35, 0.906, 1.81, 112, 290, 62, negative
9, 33, 297, 3.667, 0.357, 0.63, 2.47, 106, 187, 43, negative
5, 26, 130, 5.2, 0.492, 0.785, 2.37, 64, 102, 27, negative
5, 13, 65, 2.6, 0.554, 0.8, 3.0, 36, 52, 12, negative
10, 28, 280, 2.8, 0.311, 0.957, 1.78, 87, 268, 49, negative
7, 20, 140, 2.857, 0.464, 0.9, 2.71, 65, 126, 24, negative
8, 19, 152, 2.375, 0.434, 0.664, 3.0, 66, 101, 22, negative
8, 59, 472, 7.375, 0.307, 0.775, 1.84, 145, 366, 79, negative
10, 23, 230, 2.3, 0.348, 0.891, 2.22, 80, 205, 36, negative
5, 7, 35, 1.4, 0.571, 1.0, 2.5, 20, 35, 8, negative
8, 6, 48, 0.75, 0.375, 0.896, 1.8, 18, 43, 10, negative
10, 30, 300, 3.0, 0.357, 0.87, 2.14, 107, 261, 50, negative
8, 8, 64, 1.0, 0.438, 0.813, 4.67, 28, 52, 6, negative
10, 30, 300, 3.0, 0.333, 0.93, 1.79, 100, 279, 56, negative
10, 19, 190, 1.9, 0.326, 0.768, 1.59, 62, 146, 39, negative
8, 40, 320, 5.0, 0.372, 0.919, 1.75, 119, 294, 68, negative
10, 260, 2600, 26.0, 0.282, 0.737, 1.78, 732, 1916, 412, negative
8, 11, 88, 1.375, 0.477, 0.966, 2.0, 42, 85, 21, negative
8, 30, 240, 3.75, 0.342, 0.896, 2.0, 82, 215, 41, negative
8, 12, 96, 1.5, 0.396, 0.99, 1.9, 38, 95, 20, negative
9, 89, 801, 9.889, 0.3, 0.559, 2.18, 240, 448, 110, negative
8, 22, 176, 2.75, 0.398, 0.818, 2.06, 70, 144, 34, negative
10, 34, 340, 3.4, 0.303, 0.815, 1.84, 103, 277, 56, negative
8, 25, 200, 3.125, 0.415, 1.0, 1.89, 83, 200, 44, negative
8, 10, 80, 1.25, 0.363, 0.913, 3.22, 29, 73, 9, negative
10, 99, 990, 9.9, 0.264, 0.774, 1.92, 261, 766, 136, negative
8, 80, 640, 10.0, 0.347, 0.933, 1.75, 222, 597, 127, negative
10, 73, 730, 7.3, 0.273, 0.79, 1.84, 199, 577, 108, negative
8, 17, 136, 2.125, 0.419, 0.956, 2.11, 57, 130, 27, negative
9, 29, 261, 3.222, 0.318, 0.893, 1.73, 83, 233, 48, negative
8, 5, 40, 0.625, 0.425, 1.0, 1.55, 17, 40, 11, negative
11, 262, 2882, 23.818, 0.242, 0.618, 1.91, 697, 1781, 364, negative
