@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
22, 71, 1562, 3.227, 0.519, 0.843, 11.25, 810, 1317, 72, negative
11, 35, 385, 3.182, 0.351, 0.652, 2.25, 135, 251, 60, negative
9, 42, 378, 4.667, 0.378, 0.841, 2.65, 143, 318, 54, negative
9, 9, 81, 1.0, 0.63, 0.802, 5.1, 51, 65, 10, negative
5, 39, 195, 7.8, 0.492, 0.872, 2.46, 96, 170, 39, negative
22, 69, 1518, 3.136, 0.516, 0.848, 10.59, 784, 1287, 74, negative
6, 101, 606, 16.833, 0.411, 0.876, 1.93, 249, 531, 129, negative
12, 498, 5976, 41.5, 0.307, 0.639, 2.44, 1833, 3818, 752, negative
9, 13, 117, 1.444, 0.564, 0.863, 3.88, 66, 101, 17, negative
12, 25, 300, 2.083, 0.32, 0.643, 2.59, 96, 193, 37, negative
8, 74, 592, 9.25, 0.412, 0.845, 2.14, 244, 500, 114, negative
7, 191, 1337, 27.286, 0.307, 0.748, 1.66, 411, 1000, 247, negative
8, 61, 488, 7.625, 0.316, 0.967, 2.03, 154, 472, 76, negative
10, 75, 750, 7.5, 0.451, 0.86, 2.84, 338, 645, 119, negative
10, 121, 1210, 12.1, 0.415, 0.879, 2.61, 502, 1063, 192, negative
11, 90, 990, 8.182, 0.362, 0.808, 2.82, 358, 800, 127, negative
12, 69, 828, 5.75, 0.4, 0.74, 3.48, 331, 613, 95, negative
10, 121, 1210, 12.1, 0.402, 0.849, 2.7, 486, 1027, 180, negative
4, 65, 260, 16.25, 0.296, 0.631, 2.66, 77, 164, 29, negative
7, 389, 2723, 55.571, 0.167, 0.584, 1.19, 455, 1591, 381, negative
10, 197, 1970, 19.7, 0.245, 0.751, 1.87, 482, 1479, 258, negative
10, 272, 2720, 27.2, 0.279, 0.789, 1.98, 758, 2147, 382, negative
10, 271, 2710, 27.1, 0.267, 0.698, 1.96, 724, 1892, 369, negative
5, 9, 45, 1.8, 0.178, 0.533, 1.6, 8, 24, 5, positive
10, 60, 600, 6.0, 0.203, 0.595, 1.44, 122, 357, 85, negative
6, 12, 72, 2.0, 0.139, 0.514, 1.43, 10, 37, 7, positive
81, 49, 3969, 0.605, 0.113, 0.398, 2.26, 449, 1580, 199, positive
2, 49, 98, 24.5, 0.51, 0.51, 50.0, 50, 50, 1, positive
7, 10, 70, 1.429, 0.286, 0.886, 1.82, 20, 62, 11, negative
7, 11, 77, 1.571, 0.351, 0.87, 1.8, 27, 67, 15, negative
10, 236, 2360, 23.6, 0.183, 0.572, 1.31, 432, 1349, 330, negative
7, 38, 266, 5.429, 0.308, 0.789, 1.55, 82, 210, 53, negative
8, 271, 2168, 33.875, 0.217, 0.786, 1.29, 470, 1704, 364, negative
8, 98, 784, 12.25, 0.282, 0.864, 1.42, 221, 677, 156, negative
11, 271, 2981, 24.636, 0.162, 0.542, 1.36, 483, 1616, 355, negative
10, 47, 470, 4.7, 0.223, 0.706, 1.62, 105, 332, 65, negative
10, 234, 2340, 23.4, 0.188, 0.614, 1.38, 441, 1437, 319, negative
10, 271, 2710, 27.1, 0.187, 0.602, 1.35, 508, 1632, 375, negative
9, 175, 1575, 19.444, 0.19, 0.568, 1.35, 299, 894, 221, negative
804, 11, 8844, 0.014, 0.191, 0.233, 15.64, 1689, 2058, 108, positive
5, 13, 65, 2.6, 0.308, 0.831, 1.82, 20, 54, 11, negative
9, 29, 261, 3.222, 0.234, 0.709, 1.3, 61, 185, 47, negative
4, 18, 72, 4.5, 0.333, 0.667, 1.71, 24, 48, 14, negative
1, 114, 114, 114.0, 0.939, 1.0, 21.4, 107, 114, 5, positive
10, 12, 120, 1.2, 0.183, 0.392, 2.2, 22, 47, 10, negative
4, 12, 48, 3.0, 0.146, 1.0, 1.0, 7, 48, 7, negative
10, 58, 580, 5.8, 0.081, 0.224, 1.62, 47, 130, 29, negative
7, 182, 1274, 26.0, 0.203, 0.62, 1.27, 259, 790, 204, negative
9, 18, 162, 2.0, 0.278, 0.716, 1.67, 45, 116, 27, negative
7, 125, 875, 17.857, 0.27, 0.858, 1.4, 236, 751, 168, negative
7, 16, 112, 2.286, 0.304, 0.696, 1.36, 34, 78, 25, negative
7, 49, 343, 7.0, 0.318, 0.735, 1.54, 109, 252, 71, negative
7, 38, 266, 5.429, 0.301, 0.85, 1.45, 80, 226, 55, negative
7, 9, 63, 1.286, 0.365, 0.857, 1.77, 23, 54, 13, negative
7, 29, 203, 4.143, 0.305, 0.837, 1.48, 62, 170, 42, negative
8, 81, 648, 10.125, 0.221, 0.591, 1.29, 143, 383, 111, negative
5, 15, 75, 3.0, 0.36, 0.933, 1.35, 27, 70, 20, negative
7, 87, 609, 12.429, 0.232, 0.589, 1.27, 141, 359, 111, negative
6, 11, 66, 1.833, 0.303, 0.712, 1.54, 20, 47, 13, negative
7, 11, 77, 1.571, 0.351, 0.922, 1.59, 27, 71, 17, negative
9, 49, 441, 5.444, 0.272, 0.791, 1.38, 120, 349, 87, negative
7, 14, 98, 2.0, 0.337, 0.98, 1.83, 33, 96, 18, negative
6, 33, 198, 5.5, 0.268, 0.848, 1.39, 53, 168, 38, negative
8, 16, 128, 2.0, 0.234, 0.922, 1.58, 30, 118, 19, negative
6, 10, 60, 1.667, 0.333, 0.75, 1.54, 20, 45, 13, negative
9, 49, 441, 5.444, 0.222, 0.687, 1.27, 98, 303, 77, negative
7, 17, 119, 2.429, 0.353, 0.79, 1.56, 42, 94, 27, negative
7, 48, 336, 6.857, 0.33, 0.821, 1.44, 111, 276, 77, negative
7, 19, 133, 2.714, 0.248, 0.624, 1.5, 33, 83, 22, negative
7, 24, 168, 3.429, 0.232, 0.851, 1.22, 39, 143, 32, negative
7, 10, 70, 1.429, 0.329, 1.0, 1.77, 23, 70, 13, negative
8, 39, 312, 4.875, 0.224, 0.824, 1.21, 70, 257, 58, negative
7, 48, 336, 6.857, 0.268, 0.652, 1.61, 90, 219, 56, negative
7, 13, 91, 1.857, 0.341, 0.846, 1.82, 31, 77, 17, negative
7, 11, 77, 1.571, 0.299, 0.779, 1.64, 23, 60, 14, negative
5, 18, 90, 3.6, 0.4, 0.811, 1.64, 36, 73, 22, negative
7, 16, 112, 2.286, 0.295, 0.92, 1.18, 33, 103, 28, negative
5, 14, 70, 2.8, 0.457, 1.0, 1.52, 32, 70, 21, negative
5, 11, 55, 2.2, 0.364, 1.0, 1.33, 20, 55, 15, negative
7, 14, 98, 2.0, 0.265, 0.827, 1.18, 26, 81, 22, negative
6, 11, 66, 1.833, 0.303, 0.97, 1.33, 20, 64, 15, negative
7, 51, 357, 7.286, 0.325, 0.871, 1.66, 116, 311, 70, negative
8, 44, 352, 5.5, 0.284, 0.673, 1.43, 100, 237, 70, negative
6, 13, 78, 2.167, 0.333, 0.91, 1.37, 26, 71, 19, negative
9, 29, 261, 3.222, 0.23, 0.613, 1.3, 60, 160, 46, negative
7, 6, 42, 0.857, 0.452, 0.976, 1.73, 19, 41, 11, negative
8, 7, 56, 0.875, 0.268, 0.786, 1.67, 15, 44, 9, negative
7, 24, 168, 3.429, 0.268, 0.708, 1.61, 45, 119, 28, negative
7, 34, 238, 4.857, 0.298, 0.937, 1.31, 71, 223, 54, negative
7, 16, 112, 2.286, 0.313, 0.973, 1.75, 35, 109, 20, negative
7, 31, 217, 4.429, 0.286, 0.673, 1.55, 62, 146, 40, negative
8, 40, 320, 5.0, 0.213, 0.659, 1.24, 68, 211, 55, negative
7, 20, 140, 2.857, 0.307, 0.85, 1.48, 43, 119, 29, negative
5, 33, 165, 6.6, 0.376, 0.903, 1.44, 62, 149, 43, negative
7, 207, 1449, 29.571, 0.249, 0.771, 1.29, 361, 1117, 279, negative
4, 4, 16, 1.0, 0.563, 0.938, 4.5, 9, 15, 2, negative
7, 7, 49, 1.0, 0.347, 1.0, 1.42, 17, 49, 12, negative
7, 17, 119, 2.429, 0.336, 0.874, 1.74, 40, 104, 23, negative
9, 34, 306, 3.778, 0.209, 0.493, 1.42, 64, 151, 45, negative
7, 23, 161, 3.286, 0.329, 0.938, 1.39, 53, 151, 38, negative
7, 15, 105, 2.143, 0.371, 0.829, 1.77, 39, 87, 22, negative
5, 43, 215, 8.6, 0.372, 0.888, 1.45, 80, 191, 55, negative
6, 14, 84, 2.333, 0.298, 0.619, 1.79, 25, 52, 14, negative
5, 23, 115, 4.6, 0.322, 1.0, 1.32, 37, 115, 28, negative
7, 18, 126, 2.571, 0.302, 0.984, 1.36, 38, 124, 28, negative
7, 14, 98, 2.0, 0.337, 0.898, 1.94, 33, 88, 17, negative
7, 23, 161, 3.286, 0.28, 0.826, 1.45, 45, 133, 31, negative
9, 13, 117, 1.444, 0.308, 0.88, 1.71, 36, 103, 21, negative
9, 55, 495, 6.111, 0.255, 0.697, 1.38, 126, 345, 91, negative
7, 16, 112, 2.286, 0.25, 1.0, 1.56, 28, 112, 18, negative
7, 17, 119, 2.429, 0.269, 0.899, 1.52, 32, 107, 21, negative
7, 25, 175, 3.571, 0.331, 0.891, 1.41, 58, 156, 41, negative
7, 47, 329, 6.714, 0.322, 0.833, 1.74, 106, 274, 61, negative
7, 40, 280, 5.714, 0.339, 0.936, 1.44, 95, 262, 66, negative
7, 13, 91, 1.857, 0.286, 0.868, 1.37, 26, 79, 19, negative
9, 35, 315, 3.889, 0.26, 0.924, 1.37, 82, 291, 60, negative
5, 32, 160, 6.4, 0.419, 0.981, 1.31, 67, 157, 51, negative
5, 11, 55, 2.2, 0.4, 0.927, 1.57, 22, 51, 14, negative
9, 7, 63, 0.778, 0.286, 0.778, 2.0, 18, 49, 9, negative
7, 31, 217, 4.429, 0.313, 0.71, 1.51, 68, 154, 45, negative
5, 6, 30, 1.2, 0.433, 0.9, 1.63, 13, 27, 8, negative
6, 7, 42, 1.167, 0.524, 1.0, 2.0, 22, 42, 11, negative
8, 28, 224, 3.5, 0.393, 0.759, 2.2, 88, 170, 40, negative
8, 12, 96, 1.5, 0.427, 1.0, 1.64, 41, 96, 25, negative
8, 30, 240, 3.75, 0.433, 1.0, 2.12, 104, 240, 49, negative
8, 19, 152, 2.375, 0.401, 0.98, 1.97, 61, 149, 31, negative
11, 22, 242, 2.0, 0.277, 0.731, 1.86, 67, 177, 36, negative
9, 15, 135, 1.667, 0.378, 0.963, 2.43, 51, 130, 21, negative
8, 9, 72, 1.125, 0.403, 0.722, 1.93, 29, 52, 15, negative
8, 14, 112, 1.75, 0.455, 1.0, 1.96, 51, 112, 26, negative
9, 12, 108, 1.333, 0.389, 0.852, 2.33, 42, 92, 18, negative
9, 18, 162, 2.0, 0.414, 0.877, 2.31, 67, 142, 29, negative
10, 27, 270, 2.7, 0.367, 0.744, 2.02, 99, 201, 49, negative
6, 13, 78, 2.167, 0.551, 0.923, 2.53, 43, 72, 17, negative
10, 18, 180, 1.8, 0.306, 0.617, 2.5, 55, 111, 22, negative
9, 25, 225, 2.778, 0.378, 0.938, 2.13, 85, 211, 40, negative
7, 47, 329, 6.714, 0.38, 0.757, 2.31, 125, 249, 54, negative
11, 11, 121, 1.0, 0.388, 0.818, 2.24, 47, 99, 21, negative
9, 240, 2160, 26.667, 0.259, 0.714, 1.66, 559, 1542, 336, negative
8, 25, 200, 3.125, 0.405, 0.755, 1.98, 81, 151, 41, negative
8, 10, 80, 1.25, 0.4, 0.825, 2.0, 32, 66, 16, negative
8, 32, 256, 4.0, 0.367, 0.688, 2.47, 94, 176, 38, negative
10, 51, 510, 5.1, 0.308, 0.841, 1.89, 157, 429, 83, negative
7, 38, 266, 5.429, 0.414, 0.846, 2.44, 110, 225, 45, negative
8, 25, 200, 3.125, 0.515, 0.815, 2.64, 103, 163, 39, negative
10, 20, 200, 2.0, 0.385, 0.87, 2.14, 77, 174, 36, negative
7, 31, 217, 4.429, 0.461, 0.991, 2.44, 100, 215, 41, negative
8, 12, 96, 1.5, 0.448, 0.896, 2.05, 43, 86, 21, negative
8, 16, 128, 2.0, 0.398, 0.828, 2.68, 51, 106, 19, negative
8, 16, 128, 2.0, 0.516, 1.0, 2.54, 66, 128, 26, negative
10, 48, 480, 4.8, 0.36, 0.863, 2.16, 173, 414, 80, negative
9, 47, 423, 5.222, 0.336, 0.891, 1.78, 142, 377, 80, negative
9, 34, 306, 3.778, 0.386, 0.706, 2.41, 118, 216, 49, negative
11, 272, 2992, 24.727, 0.283, 0.703, 1.97, 847, 2103, 431, negative
9, 26, 234, 2.889, 0.316, 0.88, 1.85, 74, 206, 40, negative
11, 51, 561, 4.636, 0.294, 0.824, 2.06, 165, 462, 80, negative
11, 54, 594, 4.909, 0.258, 0.736, 1.99, 153, 437, 77, negative
8, 12, 96, 1.5, 0.458, 0.927, 2.2, 44, 89, 20, negative
10, 28, 280, 2.8, 0.293, 0.8, 2.0, 82, 224, 41, negative
8, 14, 112, 1.75, 0.42, 0.759, 2.04, 47, 85, 23, negative
8, 22, 176, 2.75, 0.477, 1.0, 2.27, 84, 176, 37, negative
8, 31, 248, 3.875, 0.415, 1.0, 1.87, 103, 248, 55, negative
9, 54, 486, 6.0, 0.391, 0.817, 1.98, 190, 397, 96, negative
10, 7, 70, 0.7, 0.329, 0.986, 1.77, 23, 69, 13, negative
8, 7, 56, 0.875, 0.429, 1.0, 2.18, 24, 56, 11, negative
11, 122, 1342, 11.091, 0.256, 0.656, 1.94, 344, 881, 177, negative
8, 12, 96, 1.5, 0.427, 0.875, 2.56, 41, 84, 16, negative
11, 57, 627, 5.182, 0.271, 0.577, 1.87, 170, 362, 91, negative
8, 26, 208, 3.25, 0.346, 0.909, 1.85, 72, 189, 39, negative
8, 8, 64, 1.0, 0.406, 0.953, 2.17, 26, 61, 12, negative
8, 52, 416, 6.5, 0.325, 0.877, 1.75, 135, 365, 77, negative
7, 26, 182, 3.714, 0.396, 1.0, 2.0, 72, 182, 36, negative
10, 41, 410, 4.1, 0.276, 0.693, 1.61, 113, 284, 70, negative
10, 15, 150, 1.5, 0.273, 0.947, 1.41, 41, 142, 29, negative
10, 37, 370, 3.7, 0.327, 0.954, 1.83, 121, 353, 66, negative
1, 7, 7, 7.0, 1.0, 1.0, 7.0, 7, 7, 1, negative
10, 34, 340, 3.4, 0.321, 0.853, 2.02, 109, 290, 54, negative
8, 9, 72, 1.125, 0.375, 0.681, 1.69, 27, 49, 16, negative
10, 30, 300, 3.0, 0.33, 0.843, 1.9, 99, 253, 52, negative
9, 20, 180, 2.222, 0.322, 0.717, 2.15, 58, 129, 27, negative
7, 20, 140, 2.857, 0.4, 1.0, 1.87, 56, 140, 30, negative
8, 4, 32, 0.5, 0.469, 0.719, 3.75, 15, 23, 4, negative
5, 20, 100, 4.0, 0.47, 0.73, 2.35, 47, 73, 20, negative
10, 261, 2610, 26.1, 0.259, 0.767, 1.74, 676, 2001, 388, negative
6, 37, 222, 6.167, 0.392, 0.757, 2.23, 87, 168, 39, negative
8, 10, 80, 1.25, 0.35, 0.763, 1.75, 28, 61, 16, negative
11, 54, 594, 4.909, 0.316, 0.697, 2.07, 188, 414, 91, negative
10, 16, 160, 1.6, 0.288, 0.744, 2.19, 46, 119, 21, negative
10, 39, 390, 3.9, 0.344, 0.59, 2.79, 134, 230, 48, negative
4, 24, 96, 6.0, 0.573, 0.958, 2.04, 55, 92, 27, negative
9, 18, 162, 2.0, 0.321, 0.654, 2.26, 52, 106, 23, negative
5, 14, 70, 2.8, 0.557, 0.871, 2.79, 39, 61, 14, negative
8, 5, 40, 0.625, 0.375, 0.95, 2.14, 15, 38, 7, negative
8, 8, 64, 1.0, 0.469, 0.844, 2.73, 30, 54, 11, negative
8, 29, 232, 3.625, 0.401, 0.884, 2.38, 93, 205, 39, negative
8, 33, 264, 4.125, 0.371, 0.795, 1.92, 98, 210, 51, negative
7, 6, 42, 0.857, 0.5, 1.0, 2.33, 21, 42, 9, negative
8, 13, 104, 1.625, 0.471, 1.0, 1.81, 49, 104, 27, negative
8, 20, 160, 2.5, 0.394, 0.944, 2.25, 63, 151, 28, negative
6, 18, 108, 3.0, 0.491, 0.88, 2.04, 53, 95, 26, negative
8, 25, 200, 3.125, 0.405, 0.865, 1.84, 81, 173, 44, negative
8, 35, 280, 4.375, 0.357, 0.921, 1.64, 100, 258, 61, negative
10, 46, 460, 4.6, 0.3, 0.604, 2.09, 138, 278, 66, negative
6, 4, 24, 0.667, 0.667, 1.0, 4.0, 16, 24, 4, negative
10, 262, 2620, 26.2, 0.29, 0.826, 1.76, 761, 2163, 432, negative
9, 4, 36, 0.444, 0.444, 1.0, 8.0, 16, 36, 2, negative
8, 18, 144, 2.25, 0.389, 0.931, 2.24, 56, 134, 25, negative
8, 16, 128, 2.0, 0.422, 0.992, 1.86, 54, 127, 29, negative
8, 40, 320, 5.0, 0.363, 0.806, 1.68, 116, 258, 69, negative
5, 26, 130, 5.2, 0.523, 0.985, 1.89, 68, 128, 36, negative
10, 54, 540, 5.4, 0.306, 0.689, 1.94, 165, 372, 85, negative
8, 24, 192, 3.0, 0.438, 0.839, 1.95, 84, 161, 43, negative
8, 25, 200, 3.125, 0.31, 0.67, 1.63, 62, 134, 38, negative
8, 23, 184, 2.875, 0.353, 0.826, 1.91, 65, 152, 34, negative
10, 31, 310, 3.1, 0.284, 0.835, 1.69, 88, 259, 52, negative
8, 13, 104, 1.625, 0.423, 0.923, 1.76, 44, 96, 25, negative
9, 64, 576, 7.111, 0.177, 0.479, 2.32, 102, 276, 44, negative
8, 52, 416, 6.5, 0.38, 0.88, 1.88, 158, 366, 84, negative
