@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
36, 172, 6192, 4.778, 0.128, 0.337, 4.84, 793, 2086, 164, positive
37, 72, 2664, 1.946, 0.12, 0.257, 7.64, 321, 685, 42, positive
8, 64, 512, 8.0, 0.336, 0.846, 2.12, 172, 433, 81, negative
12, 307, 3684, 25.583, 0.29, 0.771, 2.41, 1068, 2842, 444, negative
10, 34, 340, 3.4, 0.426, 0.656, 3.02, 145, 223, 48, negative
38, 410, 15580, 10.789, 0.254, 0.604, 2.4, 3957, 9403, 1651, negative
9, 117, 1053, 13.0, 0.419, 0.947, 2.48, 441, 997, 178, negative
13, 115, 1495, 8.846, 0.314, 0.695, 2.62, 469, 1039, 179, negative
8, 46, 368, 5.75, 0.266, 0.886, 1.85, 98, 326, 53, negative
7, 28, 196, 4.0, 0.337, 0.99, 2.13, 66, 194, 31, negative
14, 217, 3038, 15.5, 0.268, 0.632, 2.12, 813, 1919, 383, negative
10, 107, 1070, 10.7, 0.273, 0.738, 1.81, 292, 790, 161, negative
6, 43, 258, 7.167, 0.337, 0.969, 1.67, 87, 250, 52, negative
14, 418, 5852, 29.857, 0.261, 0.619, 2.16, 1525, 3625, 707, negative
9, 119, 1071, 13.222, 0.422, 0.965, 2.34, 452, 1033, 193, negative
5, 115, 575, 23.0, 0.417, 0.92, 2.03, 240, 529, 118, negative
10, 76, 760, 7.6, 0.474, 0.799, 3.03, 360, 607, 119, negative
9, 62, 558, 6.889, 0.348, 0.869, 2.23, 194, 485, 87, negative
31, 71, 2201, 2.29, 0.159, 0.296, 10.29, 350, 651, 34, positive
9, 108, 972, 12.0, 0.449, 0.868, 2.55, 436, 844, 171, negative
8, 183, 1464, 22.875, 0.288, 0.664, 2.08, 421, 972, 202, negative
8, 74, 592, 9.25, 0.456, 0.887, 2.48, 270, 525, 109, negative
12, 176, 2112, 14.667, 0.302, 0.599, 2.61, 637, 1265, 244, negative
3, 259, 777, 86.333, 0.411, 0.481, 13.29, 319, 374, 24, positive
10, 54, 540, 5.4, 0.378, 0.622, 3.14, 204, 336, 65, negative
12, 497, 5964, 41.417, 0.269, 0.594, 2.44, 1605, 3544, 658, negative
10, 61, 610, 6.1, 0.487, 0.834, 3.13, 297, 509, 95, negative
12, 500, 6000, 41.667, 0.264, 0.595, 2.45, 1584, 3568, 646, negative
12, 497, 5964, 41.417, 0.297, 0.733, 2.25, 1773, 4374, 789, negative
5, 39, 195, 7.8, 0.328, 0.744, 2.06, 64, 145, 31, negative
7, 183, 1281, 26.143, 0.265, 0.664, 1.88, 340, 850, 181, negative
6, 50, 300, 8.333, 0.327, 0.777, 2.0, 98, 233, 49, negative
9, 42, 378, 4.667, 0.45, 0.905, 2.79, 170, 342, 61, negative
10, 249, 2490, 24.9, 0.462, 0.842, 3.53, 1151, 2097, 326, negative
11, 101, 1111, 9.182, 0.33, 0.734, 2.68, 367, 815, 137, negative
8, 185, 1480, 23.125, 0.265, 0.611, 1.97, 392, 905, 199, negative
9, 35, 315, 3.889, 0.397, 0.832, 1.92, 125, 262, 65, negative
12, 414, 4968, 34.5, 0.313, 0.734, 2.3, 1554, 3646, 675, negative
10, 51, 510, 5.1, 0.41, 0.667, 3.12, 209, 340, 67, negative
12, 105, 1260, 8.75, 0.37, 0.717, 2.91, 466, 903, 160, negative
17, 60, 1020, 3.529, 0.139, 0.371, 7.1, 142, 378, 20, positive
10, 33, 330, 3.3, 0.282, 0.839, 1.82, 93, 277, 51, negative
10, 1, 10, 0.1, 1.0, 1.0, 10.0, 10, 10, 1, positive
18, 79, 1422, 4.389, 0.257, 0.616, 3.17, 365, 876, 115, negative
7, 55, 385, 7.857, 0.374, 0.821, 2.09, 144, 316, 69, negative
7, 26, 182, 3.714, 0.33, 0.786, 2.07, 60, 143, 29, negative
9, 271, 2439, 30.111, 0.292, 0.727, 1.9, 712, 1774, 374, negative
10, 272, 2720, 27.2, 0.187, 0.649, 1.38, 508, 1765, 368, negative
8, 9, 72, 1.125, 0.125, 0.319, 4.5, 9, 23, 2, positive
10, 100, 1000, 10.0, 0.212, 0.702, 1.45, 212, 702, 146, negative
10, 271, 2710, 27.1, 0.173, 0.557, 1.47, 469, 1510, 318, negative
8, 37, 296, 4.625, 0.182, 0.649, 1.35, 54, 192, 40, negative
11, 271, 2981, 24.636, 0.176, 0.671, 1.39, 525, 2001, 378, negative
10, 271, 2710, 27.1, 0.193, 0.693, 1.37, 522, 1878, 380, negative
7, 17, 119, 2.429, 0.328, 0.731, 1.44, 39, 87, 27, negative
7, 21, 147, 3.0, 0.313, 0.966, 1.48, 46, 142, 31, negative
11, 103, 1133, 9.364, 0.156, 0.576, 1.44, 177, 653, 123, negative
2, 7, 14, 3.5, 0.5, 0.929, 3.5, 7, 13, 2, negative
5, 12, 60, 2.4, 0.383, 0.883, 1.92, 23, 53, 12, negative
6, 129, 774, 21.5, 0.195, 0.565, 1.35, 151, 437, 112, negative
7, 14, 98, 2.0, 0.255, 0.735, 1.56, 25, 72, 16, negative
7, 8, 56, 1.143, 0.357, 1.0, 2.86, 20, 56, 7, negative
6, 12, 72, 2.0, 0.319, 0.653, 2.09, 23, 47, 11, negative
1, 106, 106, 106.0, 0.858, 1.0, 15.17, 91, 106, 6, positive
7, 41, 287, 5.857, 0.22, 0.756, 1.47, 63, 217, 43, negative
6, 40, 240, 6.667, 0.221, 0.983, 1.26, 53, 236, 42, negative
4, 12, 48, 3.0, 0.292, 1.0, 1.4, 14, 48, 10, negative
6, 24, 144, 4.0, 0.257, 0.771, 1.42, 37, 111, 26, negative
7, 14, 98, 2.0, 0.327, 1.0, 1.6, 32, 98, 20, negative
8, 38, 304, 4.75, 0.25, 0.73, 1.38, 76, 222, 55, negative
7, 11, 77, 1.571, 0.312, 0.844, 1.5, 24, 65, 16, negative
6, 22, 132, 3.667, 0.326, 1.0, 1.3, 43, 132, 33, negative
7, 23, 161, 3.286, 0.248, 0.944, 1.21, 40, 152, 33, negative
6, 17, 102, 2.833, 0.275, 0.824, 1.33, 28, 84, 21, negative
8, 23, 184, 2.875, 0.31, 0.88, 1.84, 57, 162, 31, negative
9, 41, 369, 4.556, 0.244, 0.661, 1.32, 90, 244, 68, negative
7, 13, 91, 1.857, 0.374, 0.978, 1.79, 34, 89, 19, negative
7, 14, 98, 2.0, 0.337, 0.786, 1.38, 33, 77, 24, negative
9, 21, 189, 2.333, 0.206, 0.778, 1.22, 39, 147, 32, negative
6, 18, 108, 3.0, 0.306, 0.787, 1.32, 33, 85, 25, negative
9, 29, 261, 3.222, 0.234, 0.889, 1.39, 61, 232, 44, negative
7, 18, 126, 2.571, 0.27, 0.825, 1.31, 34, 104, 26, negative
7, 44, 308, 6.286, 0.218, 0.734, 1.26, 67, 226, 53, negative
9, 30, 270, 3.333, 0.27, 0.796, 1.4, 73, 215, 52, negative
7, 13, 91, 1.857, 0.308, 0.934, 1.65, 28, 85, 17, negative
7, 14, 98, 2.0, 0.357, 0.969, 1.52, 35, 95, 23, negative
7, 23, 161, 3.286, 0.286, 0.677, 1.59, 46, 109, 29, negative
7, 54, 378, 7.714, 0.235, 0.799, 1.53, 89, 302, 58, negative
7, 8, 56, 1.143, 0.268, 0.679, 1.15, 15, 38, 13, negative
6, 11, 66, 1.833, 0.364, 0.955, 1.33, 24, 63, 18, negative
8, 20, 160, 2.5, 0.206, 0.813, 1.38, 33, 130, 24, negative
6, 16, 96, 2.667, 0.198, 0.76, 2.38, 19, 73, 8, negative
7, 16, 112, 2.286, 0.286, 0.705, 1.88, 32, 79, 17, negative
7, 21, 147, 3.0, 0.327, 0.912, 1.71, 48, 134, 28, negative
7, 8, 56, 1.143, 0.268, 0.768, 1.07, 15, 43, 14, negative
7, 22, 154, 3.143, 0.247, 0.714, 1.23, 38, 110, 31, negative
7, 6, 42, 0.857, 0.381, 1.0, 2.29, 16, 42, 7, negative
7, 32, 224, 4.571, 0.308, 0.777, 1.25, 69, 174, 55, negative
7, 36, 252, 5.143, 0.302, 0.873, 1.36, 76, 220, 56, negative
7, 24, 168, 3.429, 0.28, 0.607, 1.38, 47, 102, 34, negative
6, 19, 114, 3.167, 0.307, 0.904, 1.59, 35, 103, 22, negative
7, 33, 231, 4.714, 0.351, 0.987, 1.53, 81, 228, 53, negative
6, 10, 60, 1.667, 0.4, 0.967, 1.5, 24, 58, 16, negative
8, 19, 152, 2.375, 0.178, 0.724, 1.5, 27, 110, 18, negative
7, 19, 133, 2.714, 0.278, 0.662, 1.37, 37, 88, 27, negative
10, 11, 110, 1.1, 0.2, 0.545, 2.2, 22, 60, 10, negative
7, 47, 329, 6.714, 0.286, 0.717, 1.4, 94, 236, 67, negative
7, 11, 77, 1.571, 0.299, 0.649, 1.77, 23, 50, 13, negative
7, 51, 357, 7.286, 0.283, 0.91, 1.35, 101, 325, 75, negative
6, 26, 156, 4.333, 0.288, 0.679, 1.41, 45, 106, 32, negative
6, 12, 72, 2.0, 0.361, 0.903, 1.44, 26, 65, 18, negative
9, 65, 585, 7.222, 0.265, 0.73, 1.67, 155, 427, 93, negative
6, 38, 228, 6.333, 0.377, 0.833, 1.51, 86, 190, 57, negative
9, 52, 468, 5.778, 0.306, 0.718, 1.66, 143, 336, 86, negative
5, 8, 40, 1.6, 0.55, 0.95, 1.83, 22, 38, 12, negative
7, 33, 231, 4.714, 0.364, 0.753, 1.68, 84, 174, 50, negative
9, 157, 1413, 17.444, 0.222, 0.54, 1.58, 313, 763, 198, negative
6, 18, 108, 3.0, 0.315, 1.0, 1.62, 34, 108, 21, negative
5, 7, 35, 1.4, 0.4, 0.943, 1.75, 14, 33, 8, negative
7, 11, 77, 1.571, 0.377, 1.0, 1.53, 29, 77, 19, negative
7, 25, 175, 3.571, 0.371, 1.0, 1.63, 65, 175, 40, negative
9, 17, 153, 1.889, 0.307, 0.987, 1.38, 47, 151, 34, negative
7, 18, 126, 2.571, 0.254, 0.841, 1.39, 32, 106, 23, negative
7, 23, 161, 3.286, 0.323, 0.839, 1.68, 52, 135, 31, negative
7, 14, 98, 2.0, 0.367, 0.786, 1.57, 36, 77, 23, negative
6, 58, 348, 9.667, 0.276, 0.744, 1.17, 96, 259, 82, negative
7, 10, 70, 1.429, 0.286, 0.7, 1.25, 20, 49, 16, negative
9, 202, 1818, 22.444, 0.087, 0.254, 1.3, 158, 462, 122, negative
7, 7, 49, 1.0, 0.306, 0.592, 2.14, 15, 29, 7, negative
5, 4, 20, 0.8, 0.45, 0.75, 2.25, 9, 15, 4, negative
8, 398, 3184, 49.75, 0.279, 0.664, 1.7, 887, 2113, 521, negative
8, 20, 160, 2.5, 0.375, 0.725, 1.88, 60, 116, 32, negative
7, 9, 63, 1.286, 0.429, 0.683, 2.45, 27, 43, 11, negative
11, 25, 275, 2.273, 0.276, 0.629, 1.9, 76, 173, 40, negative
8, 10, 80, 1.25, 0.35, 1.0, 2.0, 28, 80, 14, negative
9, 35, 315, 3.889, 0.362, 0.825, 1.97, 114, 260, 58, negative
16, 21, 336, 1.313, 0.095, 0.515, 1.6, 32, 173, 20, positive
8, 9, 72, 1.125, 0.458, 1.0, 3.0, 33, 72, 11, negative
8, 16, 128, 2.0, 0.477, 0.875, 2.44, 61, 112, 25, negative
55, 48, 2640, 0.873, 0.142, 0.364, 4.26, 375, 960, 88, positive
10, 23, 230, 2.3, 0.361, 0.774, 2.44, 83, 178, 34, negative
27, 4, 108, 0.148, 0.333, 0.667, 2.57, 36, 72, 14, positive
9, 27, 243, 3.0, 0.333, 0.918, 1.69, 81, 223, 48, negative
11, 34, 374, 3.091, 0.324, 0.872, 2.47, 121, 326, 49, negative
9, 39, 351, 4.333, 0.368, 0.729, 2.58, 129, 256, 50, negative
21, 4, 84, 0.19, 0.31, 0.643, 3.71, 26, 54, 7, positive
2, 9, 18, 4.5, 0.556, 0.556, 10.0, 10, 10, 1, positive
9, 16, 144, 1.778, 0.375, 1.0, 2.08, 54, 144, 26, negative
8, 24, 192, 3.0, 0.339, 0.917, 1.81, 65, 176, 36, negative
8, 9, 72, 1.125, 0.431, 0.958, 2.07, 31, 69, 15, negative
6, 27, 162, 4.5, 0.475, 0.809, 2.33, 77, 131, 33, negative
8, 12, 96, 1.5, 0.427, 0.958, 1.86, 41, 92, 22, negative
11, 30, 330, 2.727, 0.297, 0.6, 2.39, 98, 198, 41, negative
9, 38, 342, 4.222, 0.371, 0.874, 1.87, 127, 299, 68, negative
10, 36, 360, 3.6, 0.367, 0.844, 2.24, 132, 304, 59, negative
4, 19, 76, 4.75, 0.276, 0.382, 5.25, 21, 29, 4, positive
1, 19, 19, 19.0, 0.737, 1.0, 4.67, 14, 19, 3, positive
8, 21, 168, 2.625, 0.357, 0.911, 1.67, 60, 153, 36, negative
10, 11, 110, 1.1, 0.273, 0.927, 1.58, 30, 102, 19, negative
6, 4, 24, 0.667, 0.667, 1.0, 8.0, 16, 24, 2, negative
8, 25, 200, 3.125, 0.37, 0.73, 2.06, 74, 146, 36, negative
8, 49, 392, 6.125, 0.441, 0.997, 1.9, 173, 391, 91, negative
8, 50, 400, 6.25, 0.428, 0.74, 2.31, 171, 296, 74, negative
8, 51, 408, 6.375, 0.37, 0.743, 2.19, 151, 303, 69, negative
11, 271, 2981, 24.636, 0.278, 0.728, 1.99, 829, 2171, 417, negative
11, 240, 2640, 21.818, 0.27, 0.634, 2.05, 714, 1674, 348, negative
8, 17, 136, 2.125, 0.346, 1.0, 2.47, 47, 136, 19, negative
10, 25, 250, 2.5, 0.392, 0.808, 2.51, 98, 202, 39, negative
11, 32, 352, 2.909, 0.332, 0.815, 1.86, 117, 287, 63, negative
9, 16, 144, 1.778, 0.326, 0.792, 1.74, 47, 114, 27, negative
11, 245, 2695, 22.273, 0.252, 0.829, 1.86, 678, 2235, 365, negative
8, 21, 168, 2.625, 0.411, 0.786, 2.23, 69, 132, 31, negative
8, 7, 56, 0.875, 0.446, 0.768, 3.13, 25, 43, 8, negative
6, 9, 54, 1.5, 0.556, 1.0, 2.14, 30, 54, 14, negative
11, 24, 264, 2.182, 0.307, 0.795, 2.08, 81, 210, 39, negative
10, 30, 300, 3.0, 0.367, 0.783, 2.29, 110, 235, 48, negative
10, 32, 320, 3.2, 0.338, 0.816, 1.83, 108, 261, 59, negative
9, 34, 306, 3.778, 0.356, 0.925, 2.06, 109, 283, 53, negative
7, 15, 105, 2.143, 0.448, 0.829, 1.74, 47, 87, 27, negative
11, 15, 165, 1.364, 0.352, 0.891, 2.07, 58, 147, 28, negative
10, 41, 410, 4.1, 0.312, 0.734, 1.94, 128, 301, 66, negative
8, 8, 64, 1.0, 0.438, 1.0, 2.33, 28, 64, 12, negative
5, 9, 45, 1.8, 0.533, 0.911, 2.0, 24, 41, 12, negative
8, 10, 80, 1.25, 0.4, 1.0, 1.88, 32, 80, 17, negative
10, 23, 230, 2.3, 0.248, 0.678, 2.19, 57, 156, 26, negative
8, 37, 296, 4.625, 0.375, 0.922, 1.61, 111, 273, 69, negative
8, 13, 104, 1.625, 0.413, 1.0, 1.95, 43, 104, 22, negative
8, 26, 208, 3.25, 0.409, 0.933, 2.18, 85, 194, 39, negative
10, 52, 520, 5.2, 0.306, 0.688, 1.96, 159, 358, 81, negative
6, 39, 234, 6.5, 0.393, 0.927, 1.77, 92, 217, 52, negative
8, 57, 456, 7.125, 0.309, 0.838, 1.81, 141, 382, 78, negative
10, 16, 160, 1.6, 0.375, 0.769, 2.14, 60, 123, 28, negative
9, 101, 909, 11.222, 0.256, 0.688, 1.71, 233, 625, 136, negative
8, 64, 512, 8.0, 0.385, 0.912, 1.93, 197, 467, 102, negative
10, 61, 610, 6.1, 0.29, 0.657, 2.16, 177, 401, 82, negative
8, 5, 40, 0.625, 0.35, 0.6, 3.5, 14, 24, 4, negative
8, 24, 192, 3.0, 0.417, 0.953, 1.9, 80, 183, 42, negative
5, 2, 10, 0.4, 0.7, 0.7, 7.0, 7, 7, 1, negative
10, 150, 1500, 15.0, 0.252, 0.585, 2.07, 378, 878, 183, negative
7, 15, 105, 2.143, 0.438, 0.895, 2.3, 46, 94, 20, negative
6, 17, 102, 2.833, 0.451, 0.745, 2.56, 46, 76, 18, negative
10, 23, 230, 2.3, 0.27, 0.648, 2.0, 62, 149, 31, negative
2, 14, 28, 7.0, 0.464, 0.536, 13.0, 13, 15, 1, positive
6, 14, 84, 2.333, 0.512, 1.0, 3.07, 43, 84, 14, negative
7, 35, 245, 5.0, 0.445, 0.771, 2.48, 109, 189, 44, negative
8, 16, 128, 2.0, 0.422, 0.852, 1.8, 54, 109, 30, negative
10, 16, 160, 1.6, 0.444, 1.0, 2.22, 71, 160, 32, negative
10, 15, 150, 1.5, 0.3, 1.0, 1.88, 45, 150, 24, negative
10, 51, 510, 5.1, 0.337, 0.773, 2.12, 172, 394, 81, negative
10, 79, 790, 7.9, 0.244, 0.742, 1.79, 193, 586, 108, negative
5, 5, 25, 1.0, 0.52, 1.0, 2.17, 13, 25, 6, negative
8, 19, 152, 2.375, 0.454, 1.0, 2.16, 69, 152, 32, negative
11, 262, 2882, 23.818, 0.259, 0.788, 1.94, 747, 2271, 386, negative
8, 12, 96, 1.5, 0.385, 0.896, 1.68, 37, 86, 22, negative
8, 12, 96, 1.5, 0.396, 0.969, 1.81, 38, 93, 21, negative
10, 23, 230, 2.3, 0.287, 0.617, 2.2, 66, 142, 30, negative
7, 27, 189, 3.857, 0.402, 0.746, 1.81, 76, 141, 42, negative
10, 46, 460, 4.6, 0.317, 0.683, 1.85, 146, 314, 79, negative
8, 49, 392, 6.125, 0.413, 0.76, 1.93, 162, 298, 84, negative
11, 261, 2871, 23.727, 0.243, 0.524, 1.93, 698, 1505, 361, negative
8, 37, 296, 4.625, 0.334, 0.831, 1.87, 99, 246, 53, negative
10, 30, 300, 3.0, 0.363, 0.71, 2.42, 109, 213, 45, negative
8, 53, 424, 6.625, 0.347, 0.767, 1.93, 147, 325, 76, negative
9, 52, 468, 5.778, 0.286, 0.652, 1.84, 134, 305, 73, negative
8, 9, 72, 1.125, 0.361, 0.792, 2.17, 26, 57, 12, negative
8, 12, 96, 1.5, 0.479, 1.0, 2.19, 46, 96, 21, negative
11, 261, 2871, 23.727, 0.251, 0.661, 2.0, 722, 1898, 361, negative
10, 262, 2620, 26.2, 0.281, 0.691, 1.89, 736, 1811, 390, negative
8, 12, 96, 1.5, 0.427, 0.906, 2.16, 41, 87, 19, negative
10, 9, 90, 0.9, 0.3, 0.778, 2.25, 27, 70, 12, negative
10, 34, 340, 3.4, 0.279, 0.8, 1.86, 95, 272, 51, negative
8, 17, 136, 2.125, 0.382, 0.86, 2.48, 52, 117, 21, negative
10, 39, 390, 3.9, 0.308, 0.721, 1.69, 120, 281, 71, negative
6, 4, 24, 0.667, 0.583, 0.792, 3.5, 14, 19, 4, negative
7, 38, 266, 5.429, 0.353, 0.902, 2.04, 94, 240, 46, negative
6, 7, 42, 1.167, 0.476, 0.976, 2.22, 20, 41, 9, negative
6, 23, 138, 3.833, 0.377, 0.862, 2.36, 52, 119, 22, negative
10, 52, 520, 5.2, 0.294, 0.675, 2.13, 153, 351, 72, negative
8, 33, 264, 4.125, 0.436, 0.886, 1.89, 115, 234, 61, negative
