@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
9, 21, 189, 2.333, 0.354, 0.878, 2.68, 67, 166, 25, negative
8, 2, 16, 0.25, 0.563, 0.563, 9.0, 9, 9, 1, negative
12, 118, 1416, 9.833, 0.253, 0.767, 1.95, 358, 1086, 184, negative
306, 465, 142290, 1.52, 0.055, 0.123, 2.69, 7861, 17452, 2925, positive
9, 36, 324, 4.0, 0.552, 0.926, 3.51, 179, 300, 51, negative
10, 98, 980, 9.8, 0.448, 0.881, 2.74, 439, 863, 160, negative
1, 52, 52, 52.0, 0.538, 1.0, 14.0, 28, 52, 2, positive
11, 67, 737, 6.091, 0.331, 0.844, 2.28, 244, 622, 107, negative
10, 79, 790, 7.9, 0.385, 0.88, 2.13, 304, 695, 143, negative
12, 84, 1008, 7.0, 0.282, 0.778, 1.91, 284, 784, 149, negative
8, 82, 656, 10.25, 0.288, 0.997, 1.99, 189, 654, 95, negative
10, 34, 340, 3.4, 0.356, 0.803, 1.83, 121, 273, 66, negative
1, 115, 115, 115.0, 0.2, 1.0, 4.6, 23, 115, 5, positive
1, 11, 11, 11.0, 1.0, 1.0, 11.0, 11, 11, 1, positive
12, 8, 96, 0.667, 0.615, 0.969, 5.9, 59, 93, 10, negative
14, 18, 252, 1.286, 0.159, 0.607, 3.33, 40, 153, 12, negative
9, 24, 216, 2.667, 0.537, 1.0, 2.9, 116, 216, 40, negative
10, 98, 980, 9.8, 0.376, 0.861, 2.1, 368, 844, 175, negative
9, 7, 63, 0.778, 0.349, 0.683, 2.2, 22, 43, 10, negative
10, 37, 370, 3.7, 0.354, 0.708, 3.2, 131, 262, 41, negative
8, 46, 368, 5.75, 0.318, 0.818, 2.09, 117, 301, 56, negative
11, 123, 1353, 11.182, 0.25, 0.514, 1.95, 338, 695, 173, negative
28, 330, 9240, 11.786, 0.057, 0.066, 31.0, 527, 614, 17, positive
212, 464, 98368, 2.189, 0.052, 0.07, 11.84, 5066, 6884, 428, positive
12, 85, 1020, 7.083, 0.305, 0.828, 1.94, 311, 845, 160, negative
23, 26, 598, 1.13, 0.278, 0.96, 1.8, 166, 574, 92, negative
9, 6, 54, 0.667, 0.667, 0.759, 18.0, 36, 41, 2, negative
11, 100, 1100, 9.091, 0.473, 0.882, 3.29, 520, 970, 158, negative
1, 18, 18, 18.0, 0.944, 1.0, 17.0, 17, 18, 1, positive
6, 11, 66, 1.833, 0.197, 0.848, 1.3, 13, 56, 10, negative
8, 53, 424, 6.625, 0.337, 0.889, 1.64, 143, 377, 87, negative
9, 100, 900, 11.111, 0.463, 0.908, 2.92, 417, 817, 143, negative
8, 14, 112, 1.75, 0.268, 0.554, 3.0, 30, 62, 10, negative
7, 58, 406, 8.286, 0.212, 0.842, 2.26, 86, 342, 38, negative
52, 461, 23972, 8.865, 0.192, 0.248, 11.52, 4607, 5938, 400, positive
9, 100, 900, 11.111, 0.276, 0.847, 1.91, 248, 762, 130, negative
11, 43, 473, 3.909, 0.336, 0.753, 2.74, 159, 356, 58, negative
8, 36, 288, 4.5, 0.615, 0.938, 3.22, 177, 270, 55, negative
1, 37, 37, 37.0, 0.811, 1.0, 6.0, 30, 37, 5, positive
9, 42, 378, 4.667, 0.344, 0.931, 2.13, 130, 352, 61, negative
1, 36, 36, 36.0, 0.583, 1.0, 4.2, 21, 36, 5, positive
3, 56, 168, 18.667, 0.065, 0.5, 1.38, 11, 84, 8, negative
25, 300, 7500, 12.0, 0.065, 0.071, 40.33, 484, 531, 12, positive
9, 24, 216, 2.667, 0.356, 0.907, 2.2, 77, 196, 35, negative
9, 99, 891, 11.0, 0.288, 0.801, 1.95, 257, 714, 132, negative
9, 47, 423, 5.222, 0.404, 0.943, 1.99, 171, 399, 86, negative
10, 19, 190, 1.9, 0.363, 0.837, 2.46, 69, 159, 28, negative
10, 100, 1000, 10.0, 0.444, 0.924, 2.64, 444, 924, 168, negative
8, 46, 368, 5.75, 0.315, 0.938, 1.78, 116, 345, 65, negative
1, 35, 35, 35.0, 0.857, 1.0, 10.0, 30, 35, 3, positive
261, 30, 7830, 0.115, 0.063, 0.09, 2.4, 492, 701, 205, positive
11, 9, 99, 0.818, 0.465, 0.687, 5.75, 46, 68, 8, negative
9, 80, 720, 8.889, 0.333, 0.914, 2.09, 240, 658, 115, negative
9, 11, 99, 1.222, 0.343, 1.0, 1.42, 34, 99, 24, negative
8, 83, 664, 10.375, 0.398, 0.94, 2.15, 264, 624, 123, negative
9, 97, 873, 10.778, 0.317, 0.863, 1.76, 277, 753, 157, negative
11, 62, 682, 5.636, 0.218, 0.705, 1.62, 149, 481, 92, negative
1, 84, 84, 84.0, 0.917, 1.0, 19.25, 77, 84, 4, positive
10, 118, 1180, 11.8, 0.277, 0.745, 2.02, 327, 879, 162, negative
9, 43, 387, 4.778, 0.455, 0.899, 2.98, 176, 348, 59, negative
9, 76, 684, 8.444, 0.358, 0.795, 2.19, 245, 544, 112, negative
26, 1, 26, 0.038, 1.0, 1.0, 26.0, 26, 26, 1, positive
13, 65, 845, 5.0, 0.302, 0.677, 2.58, 255, 572, 99, negative
17, 1, 17, 0.059, 1.0, 1.0, 17.0, 17, 17, 1, positive
8, 132, 1056, 16.5, 0.31, 0.861, 1.84, 327, 909, 178, negative
15, 61, 915, 4.067, 0.247, 0.515, 1.87, 226, 471, 121, negative
28, 137, 3836, 4.893, 0.265, 0.564, 5.05, 1016, 2163, 201, negative
11, 63, 693, 5.727, 0.332, 0.724, 2.77, 230, 502, 83, negative
8, 17, 136, 2.125, 0.456, 0.824, 2.38, 62, 112, 26, negative
15, 136, 2040, 9.067, 0.24, 0.748, 2.81, 489, 1526, 174, negative
6, 29, 174, 4.833, 0.333, 0.799, 1.53, 58, 139, 38, negative
12, 80, 960, 6.667, 0.324, 0.673, 2.45, 311, 646, 127, negative
9, 107, 963, 11.889, 0.375, 0.861, 1.94, 361, 829, 186, negative
5, 39, 195, 7.8, 0.41, 0.867, 1.67, 80, 169, 48, negative
8, 190, 1520, 23.75, 0.326, 0.63, 2.22, 495, 957, 223, negative
8, 93, 744, 11.625, 0.324, 0.835, 1.99, 241, 621, 121, negative
11, 29, 319, 2.636, 0.408, 0.765, 3.1, 130, 244, 42, negative
8, 130, 1040, 16.25, 0.36, 0.876, 2.21, 374, 911, 169, negative
6, 50, 300, 8.333, 0.397, 0.713, 2.38, 119, 214, 50, negative
13, 83, 1079, 6.385, 0.373, 0.628, 3.5, 403, 678, 115, negative
10, 124, 1240, 12.4, 0.473, 0.814, 3.43, 587, 1009, 171, negative
13, 121, 1573, 9.308, 0.376, 0.69, 3.72, 591, 1086, 159, negative
10, 90, 900, 9.0, 0.501, 0.868, 3.92, 451, 781, 115, negative
9, 91, 819, 10.111, 0.321, 0.908, 1.95, 263, 744, 135, negative
9, 77, 693, 8.556, 0.486, 0.97, 2.63, 337, 672, 128, negative
12, 84, 1008, 7.0, 0.43, 0.703, 3.52, 433, 709, 123, negative
11, 38, 418, 3.455, 0.328, 0.852, 1.96, 137, 356, 70, negative
8, 27, 216, 3.375, 0.218, 0.852, 2.24, 47, 184, 21, negative
7, 17, 119, 2.429, 0.412, 0.807, 2.58, 49, 96, 19, negative
8, 123, 984, 15.375, 0.255, 0.827, 1.71, 251, 814, 147, negative
9, 42, 378, 4.667, 0.384, 0.817, 2.38, 145, 309, 61, negative
5, 333, 1665, 66.6, 0.374, 0.413, 36.65, 623, 688, 17, positive
10, 35, 350, 3.5, 0.434, 0.803, 2.34, 152, 281, 65, negative
3, 27, 81, 9.0, 0.481, 0.926, 1.77, 39, 75, 22, negative
9, 108, 972, 12.0, 0.389, 0.88, 2.22, 378, 855, 170, negative
12, 10, 120, 0.833, 0.442, 0.792, 5.3, 53, 95, 10, negative
9, 21, 189, 2.333, 0.302, 0.614, 1.9, 57, 116, 30, negative
10, 26, 260, 2.6, 0.312, 0.577, 2.03, 81, 150, 40, negative
9, 271, 2439, 30.111, 0.284, 0.677, 1.93, 692, 1651, 358, negative
9, 272, 2448, 30.222, 0.277, 0.67, 1.86, 679, 1640, 365, negative
4, 5, 20, 1.25, 0.35, 0.8, 2.33, 7, 16, 3, positive
7, 22, 154, 3.143, 0.156, 0.519, 1.6, 24, 80, 15, negative
8, 28, 224, 3.5, 0.299, 0.969, 1.6, 67, 217, 42, negative
7, 5, 35, 0.714, 0.2, 0.429, 7.0, 7, 15, 1, negative
6, 24, 144, 4.0, 0.292, 0.764, 1.56, 42, 110, 27, negative
7, 7, 49, 1.0, 0.429, 1.0, 1.91, 21, 49, 11, negative
10, 271, 2710, 27.1, 0.193, 0.769, 1.28, 524, 2084, 409, negative
10, 197, 1970, 19.7, 0.144, 0.589, 1.25, 284, 1160, 228, negative
10, 271, 2710, 27.1, 0.176, 0.574, 1.39, 476, 1556, 342, negative
7, 11, 77, 1.571, 0.351, 0.87, 1.5, 27, 67, 18, negative
10, 271, 2710, 27.1, 0.168, 0.612, 1.29, 454, 1659, 351, negative
8, 71, 568, 8.875, 0.136, 0.384, 1.31, 77, 218, 59, negative
6, 187, 1122, 31.167, 0.188, 0.591, 1.26, 211, 663, 168, negative
10, 215, 2150, 21.5, 0.133, 0.464, 1.2, 287, 997, 239, negative
8, 263, 2104, 32.875, 0.154, 0.549, 1.19, 325, 1156, 274, negative
5, 18, 90, 3.6, 0.378, 0.956, 1.62, 34, 86, 21, negative
8, 126, 1008, 15.75, 0.188, 0.685, 1.27, 189, 690, 149, negative
7, 128, 896, 18.286, 0.203, 0.663, 1.33, 182, 594, 137, negative
5, 12, 60, 2.4, 0.317, 0.75, 1.46, 19, 45, 13, negative
5, 53, 265, 10.6, 0.223, 0.611, 1.28, 59, 162, 46, negative
5, 8, 40, 1.6, 0.425, 0.975, 1.55, 17, 39, 11, negative
10, 79, 790, 7.9, 0.163, 0.42, 1.25, 129, 332, 103, negative
6, 32, 192, 5.333, 0.292, 0.698, 1.37, 56, 134, 41, negative
14, 29, 406, 2.071, 0.14, 0.502, 1.63, 57, 204, 35, negative
7, 27, 189, 3.857, 0.164, 0.397, 2.58, 31, 75, 12, negative
6, 41, 246, 6.833, 0.232, 0.927, 1.3, 57, 228, 44, negative
6, 7, 42, 1.167, 0.31, 0.786, 1.86, 13, 33, 7, negative
1, 27, 27, 27.0, 0.407, 1.0, 1.83, 11, 27, 6, positive
10, 53, 530, 5.3, 0.215, 0.781, 1.44, 114, 414, 79, negative
7, 6, 42, 0.857, 0.476, 0.881, 1.82, 20, 37, 11, negative
7, 33, 231, 4.714, 0.342, 0.74, 1.49, 79, 171, 53, negative
6, 6, 36, 1.0, 0.361, 0.778, 1.63, 13, 28, 8, negative
9, 21, 189, 2.333, 0.243, 0.757, 1.31, 46, 143, 35, negative
8, 26, 208, 3.25, 0.25, 0.808, 1.37, 52, 168, 38, negative
8, 27, 216, 3.375, 0.208, 0.852, 1.45, 45, 184, 31, negative
7, 4, 28, 0.571, 0.286, 0.964, 8.0, 8, 27, 1, negative
7, 8, 56, 1.143, 0.286, 0.732, 1.78, 16, 41, 9, negative
7, 14, 98, 2.0, 0.388, 0.847, 1.65, 38, 83, 23, negative
7, 41, 287, 5.857, 0.345, 0.777, 1.55, 99, 223, 64, negative
7, 20, 140, 2.857, 0.35, 0.757, 1.58, 49, 106, 31, negative
5, 14, 70, 2.8, 0.414, 0.943, 1.38, 29, 66, 21, negative
7, 43, 301, 6.143, 0.246, 0.947, 1.32, 74, 285, 56, negative
7, 20, 140, 2.857, 0.364, 0.871, 1.46, 51, 122, 35, negative
10, 38, 380, 3.8, 0.195, 0.55, 1.48, 74, 209, 50, negative
7, 29, 203, 4.143, 0.36, 0.936, 1.4, 73, 190, 52, negative
7, 11, 77, 1.571, 0.351, 0.961, 1.35, 27, 74, 20, negative
5, 5, 25, 1.0, 0.52, 1.0, 2.17, 13, 25, 6, negative
7, 9, 63, 1.286, 0.302, 0.905, 1.46, 19, 57, 13, negative
7, 30, 210, 4.286, 0.305, 0.871, 1.64, 64, 183, 39, negative
6, 26, 156, 4.333, 0.34, 0.974, 1.33, 53, 152, 40, negative
9, 49, 441, 5.444, 0.247, 0.721, 1.51, 109, 318, 72, negative
8, 57, 456, 7.125, 0.268, 0.798, 1.45, 122, 364, 84, negative
7, 38, 266, 5.429, 0.259, 0.688, 1.5, 69, 183, 46, negative
5, 6, 30, 1.2, 0.3, 1.0, 1.8, 9, 30, 5, negative
7, 40, 280, 5.714, 0.336, 0.971, 1.57, 94, 272, 60, negative
8, 25, 200, 3.125, 0.285, 0.88, 1.36, 57, 176, 42, negative
7, 13, 91, 1.857, 0.396, 1.0, 1.33, 36, 91, 27, negative
7, 16, 112, 2.286, 0.339, 1.0, 1.41, 38, 112, 27, negative
10, 47, 470, 4.7, 0.198, 0.781, 1.29, 93, 367, 72, negative
7, 20, 140, 2.857, 0.257, 0.879, 1.13, 36, 123, 32, negative
5, 28, 140, 5.6, 0.307, 0.814, 1.3, 43, 114, 33, negative
5, 19, 95, 3.8, 0.442, 0.937, 1.5, 42, 89, 28, negative
7, 35, 245, 5.0, 0.302, 0.939, 1.48, 74, 230, 50, negative
7, 10, 70, 1.429, 0.286, 0.829, 1.33, 20, 58, 15, negative
7, 14, 98, 2.0, 0.214, 0.786, 1.11, 21, 77, 19, negative
7, 7, 49, 1.0, 0.327, 1.0, 1.33, 16, 49, 12, negative
7, 52, 364, 7.429, 0.272, 0.788, 1.22, 99, 287, 81, negative
5, 36, 180, 7.2, 0.406, 0.961, 1.35, 73, 173, 54, negative
9, 37, 333, 4.111, 0.228, 0.586, 1.27, 76, 195, 60, negative
8, 26, 208, 3.25, 0.236, 0.779, 1.26, 49, 162, 39, negative
7, 11, 77, 1.571, 0.299, 0.727, 1.35, 23, 56, 17, negative
7, 16, 112, 2.286, 0.286, 0.955, 1.68, 32, 107, 19, negative
7, 18, 126, 2.571, 0.278, 0.976, 1.35, 35, 123, 26, negative
8, 15, 120, 1.875, 0.267, 0.908, 1.23, 32, 109, 26, negative
9, 19, 171, 2.111, 0.292, 0.684, 1.52, 50, 117, 33, negative
9, 9, 81, 1.0, 0.272, 0.753, 1.38, 22, 61, 16, negative
5, 6, 30, 1.2, 0.433, 0.967, 1.63, 13, 29, 8, negative
5, 21, 105, 4.2, 0.333, 0.79, 1.46, 35, 83, 24, negative
7, 34, 238, 4.857, 0.286, 0.756, 1.36, 68, 180, 50, negative
7, 36, 252, 5.143, 0.278, 0.937, 1.25, 70, 236, 56, negative
10, 251, 2510, 25.1, 0.179, 0.515, 1.37, 449, 1293, 327, negative
7, 6, 42, 0.857, 0.333, 0.643, 1.75, 14, 27, 8, negative
9, 45, 405, 5.0, 0.259, 0.805, 1.4, 105, 326, 75, negative
10, 37, 370, 3.7, 0.154, 0.457, 1.39, 57, 169, 41, negative
7, 26, 182, 3.714, 0.192, 0.626, 1.52, 35, 114, 23, negative
7, 41, 287, 5.857, 0.307, 0.808, 1.52, 88, 232, 58, negative
7, 11, 77, 1.571, 0.416, 0.974, 1.52, 32, 75, 21, negative
9, 44, 396, 4.889, 0.24, 0.775, 1.42, 95, 307, 67, negative
7, 7, 49, 1.0, 0.306, 0.959, 1.67, 15, 47, 9, negative
4, 6, 24, 1.5, 0.542, 1.0, 1.63, 13, 24, 8, negative
7, 45, 315, 6.429, 0.254, 0.708, 1.29, 80, 223, 62, negative
5, 9, 45, 1.8, 0.333, 1.0, 1.88, 15, 45, 8, negative
6, 19, 114, 3.167, 0.289, 0.789, 1.38, 33, 90, 24, negative
7, 11, 77, 1.571, 0.299, 1.0, 1.21, 23, 77, 19, negative
9, 262, 2358, 29.111, 0.209, 0.703, 1.38, 492, 1657, 356, negative
5, 32, 160, 6.4, 0.413, 0.994, 1.35, 66, 159, 49, negative
7, 11, 77, 1.571, 0.299, 0.987, 1.35, 23, 76, 17, negative
8, 17, 136, 2.125, 0.228, 0.882, 1.24, 31, 120, 25, negative
9, 16, 144, 1.778, 0.208, 0.715, 1.5, 30, 103, 20, negative
9, 14, 126, 1.556, 0.238, 0.897, 1.36, 30, 113, 22, negative
9, 50, 450, 5.556, 0.22, 0.691, 1.32, 99, 311, 75, negative
6, 20, 120, 3.333, 0.333, 0.942, 1.21, 40, 113, 33, negative
7, 9, 63, 1.286, 0.302, 0.841, 1.73, 19, 53, 11, negative
7, 11, 77, 1.571, 0.234, 0.675, 1.29, 18, 52, 14, negative
8, 19, 152, 2.375, 0.382, 0.724, 1.93, 58, 110, 30, negative
8, 43, 344, 5.375, 0.398, 0.945, 1.69, 137, 325, 81, negative
10, 33, 330, 3.3, 0.321, 0.852, 2.47, 106, 281, 43, negative
12, 271, 3252, 22.583, 0.248, 0.559, 1.86, 805, 1818, 433, negative
8, 10, 80, 1.25, 0.45, 0.988, 1.71, 36, 79, 21, negative
8, 13, 104, 1.625, 0.423, 0.99, 1.76, 44, 103, 25, negative
8, 30, 240, 3.75, 0.45, 0.788, 2.3, 108, 189, 47, negative
8, 13, 104, 1.625, 0.49, 0.933, 2.32, 51, 97, 22, negative
11, 57, 627, 5.182, 0.295, 0.719, 2.47, 185, 451, 75, negative
9, 59, 531, 6.556, 0.348, 0.829, 2.26, 185, 440, 82, negative
9, 12, 108, 1.333, 0.37, 1.0, 2.0, 40, 108, 20, negative
12, 271, 3252, 22.583, 0.238, 0.571, 1.98, 773, 1857, 391, negative
12, 4, 48, 0.333, 0.292, 1.0, 2.0, 14, 48, 7, positive
9, 20, 180, 2.222, 0.367, 0.9, 2.2, 66, 162, 30, negative
9, 47, 423, 5.222, 0.362, 0.905, 2.01, 153, 383, 76, negative
9, 43, 387, 4.778, 0.344, 0.982, 1.82, 133, 380, 73, negative
11, 272, 2992, 24.727, 0.275, 0.743, 2.1, 824, 2222, 392, negative
8, 8, 64, 1.0, 0.391, 0.781, 2.78, 25, 50, 9, negative
8, 9, 72, 1.125, 0.458, 0.986, 2.2, 33, 71, 15, negative
10, 22, 220, 2.2, 0.377, 0.614, 2.44, 83, 135, 34, negative
9, 36, 324, 4.0, 0.395, 0.673, 2.37, 128, 218, 54, negative
8, 23, 184, 2.875, 0.38, 0.989, 1.75, 70, 182, 40, negative
8, 12, 96, 1.5, 0.427, 0.927, 2.05, 41, 89, 20, negative
9, 35, 315, 3.889, 0.381, 0.806, 2.14, 120, 254, 56, negative
8, 16, 128, 2.0, 0.453, 0.68, 2.9, 58, 87, 20, negative
8, 82, 656, 10.25, 0.402, 0.991, 2.1, 264, 650, 126, negative
11, 13, 143, 1.182, 0.35, 0.783, 2.08, 50, 112, 24, negative
8, 12, 96, 1.5, 0.479, 0.938, 2.3, 46, 90, 20, negative
8, 9, 72, 1.125, 0.528, 0.958, 3.17, 38, 69, 12, negative
8, 26, 208, 3.25, 0.37, 0.654, 2.41, 77, 136, 32, negative
6, 33, 198, 5.5, 0.52, 0.995, 2.24, 103, 197, 46, negative
11, 261, 2871, 23.727, 0.257, 0.644, 2.01, 738, 1849, 368, negative
11, 36, 396, 3.273, 0.283, 0.79, 2.07, 112, 313, 54, negative
8, 21, 168, 2.625, 0.411, 0.994, 2.56, 69, 167, 27, negative
6, 8, 48, 1.333, 0.563, 0.958, 3.38, 27, 46, 8, negative
10, 64, 640, 6.4, 0.189, 0.4, 2.12, 121, 256, 57, negative
8, 47, 376, 5.875, 0.34, 0.753, 2.0, 128, 283, 64, negative
8, 22, 176, 2.75, 0.392, 0.915, 2.56, 69, 161, 27, negative
11, 126, 1386, 11.455, 0.273, 0.649, 2.11, 379, 900, 180, negative
8, 39, 312, 4.875, 0.282, 0.747, 2.0, 88, 233, 44, negative
11, 44, 484, 4.0, 0.314, 0.75, 1.92, 152, 363, 79, negative
8, 15, 120, 1.875, 0.375, 0.85, 1.88, 45, 102, 24, negative
8, 37, 296, 4.625, 0.392, 0.753, 1.93, 116, 223, 60, negative
8, 50, 400, 6.25, 0.405, 0.993, 1.93, 162, 397, 84, negative
8, 19, 152, 2.375, 0.355, 0.954, 2.0, 54, 145, 27, negative
10, 19, 190, 1.9, 0.3, 0.905, 1.68, 57, 172, 34, negative
10, 18, 180, 1.8, 0.294, 0.911, 1.89, 53, 164, 28, negative
8, 25, 200, 3.125, 0.355, 0.78, 1.73, 71, 156, 41, negative
7, 7, 49, 1.0, 0.286, 0.571, 3.5, 14, 28, 4, negative
7, 7, 49, 1.0, 0.265, 0.612, 3.25, 13, 30, 4, negative
11, 261, 2871, 23.727, 0.233, 0.637, 1.75, 668, 1830, 381, negative
11, 154, 1694, 14.0, 0.187, 0.522, 1.94, 317, 884, 163, negative
4, 2, 8, 0.5, 0.875, 0.875, 7.0, 7, 7, 1, negative
7, 10, 70, 1.429, 0.386, 0.914, 2.08, 27, 64, 13, negative
6, 13, 78, 2.167, 0.436, 0.756, 2.27, 34, 59, 15, negative
9, 41, 369, 4.556, 0.336, 0.694, 1.91, 124, 256, 65, negative
4, 10, 40, 2.5, 0.6, 0.8, 4.0, 24, 32, 6, negative
8, 23, 184, 2.875, 0.348, 0.723, 2.0, 64, 133, 32, negative
34, 27, 918, 0.794, 0.219, 0.554, 3.09, 201, 509, 65, positive
36, 43, 1548, 1.194, 0.117, 0.183, 3.07, 181, 283, 59, positive
9, 91, 819, 10.111, 0.161, 0.44, 1.86, 132, 360, 71, negative
9, 9, 81, 1.0, 0.358, 0.728, 2.23, 29, 59, 13, negative
10, 15, 150, 1.5, 0.313, 0.78, 2.24, 47, 117, 21, negative
8, 12, 96, 1.5, 0.531, 0.813, 2.83, 51, 78, 18, negative
7, 20, 140, 2.857, 0.429, 0.993, 2.0, 60, 139, 30, negative
6, 30, 180, 5.0, 0.45, 0.833, 3.12, 81, 150, 26, negative
6, 26, 156, 4.333, 0.519, 0.955, 2.25, 81, 149, 36, negative
5, 19, 95, 3.8, 0.505, 0.8, 2.18, 48, 76, 22, negative
9, 25, 225, 2.778, 0.329, 0.502, 2.55, 74, 113, 29, negative
8, 34, 272, 4.25, 0.36, 0.717, 1.88, 98, 195, 52, negative
8, 12, 96, 1.5, 0.438, 1.0, 2.1, 42, 96, 20, negative
8, 30, 240, 3.75, 0.296, 0.863, 2.09, 71, 207, 34, negative
10, 20, 200, 2.0, 0.32, 0.61, 2.13, 64, 122, 30, negative
11, 64, 704, 5.818, 0.25, 0.597, 2.0, 176, 420, 88, negative
10, 16, 160, 1.6, 0.338, 0.888, 2.08, 54, 142, 26, negative
7, 5, 35, 0.714, 0.486, 0.943, 4.25, 17, 33, 4, negative
7, 7, 49, 1.0, 0.347, 0.633, 2.83, 17, 31, 6, negative
5, 20, 100, 4.0, 0.54, 0.95, 2.35, 54, 95, 23, negative
10, 66, 660, 6.6, 0.27, 0.638, 1.87, 178, 421, 95, negative
7, 20, 140, 2.857, 0.436, 0.736, 2.35, 61, 103, 26, negative
10, 45, 450, 4.5, 0.296, 0.558, 2.25, 133, 251, 59, negative
6, 14, 84, 2.333, 0.536, 1.0, 2.05, 45, 84, 22, negative
8, 34, 272, 4.25, 0.357, 0.75, 1.87, 97, 204, 52, negative
10, 262, 2620, 26.2, 0.274, 0.757, 1.8, 719, 1984, 399, negative
8, 19, 152, 2.375, 0.421, 0.974, 1.83, 64, 148, 35, negative
8, 33, 264, 4.125, 0.326, 0.848, 2.0, 86, 224, 43, negative
11, 175, 1925, 15.909, 0.21, 0.469, 1.98, 405, 902, 205, negative
10, 40, 400, 4.0, 0.295, 0.68, 1.9, 118, 272, 62, negative
9, 15, 135, 1.667, 0.244, 0.83, 1.57, 33, 112, 21, negative
8, 12, 96, 1.5, 0.458, 0.865, 2.1, 44, 83, 21, negative
7, 53, 371, 7.571, 0.342, 0.58, 2.4, 127, 215, 53, negative
7, 13, 91, 1.857, 0.429, 0.945, 2.05, 39, 86, 19, negative
5, 27, 135, 5.4, 0.548, 1.0, 2.18, 74, 135, 34, negative
8, 22, 176, 2.75, 0.426, 1.0, 2.42, 75, 176, 31, negative
6, 7, 42, 1.167, 0.5, 1.0, 1.75, 21, 42, 12, negative
10, 171, 1710, 17.1, 0.126, 0.452, 1.78, 215, 773, 121, negative
