@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
9, 86, 774, 9.556, 0.301, 0.647, 2.22, 233, 501, 105, negative
8, 46, 368, 5.75, 0.348, 0.918, 1.97, 128, 338, 65, negative
8, 41, 328, 5.125, 0.424, 0.966, 2.53, 139, 317, 55, negative
8, 14, 112, 1.75, 0.223, 0.661, 3.57, 25, 74, 7, negative
1, 9, 9, 9.0, 0.778, 1.0, 7.0, 7, 9, 1, negative
3, 213, 639, 71.0, 0.318, 0.379, 11.94, 203, 242, 17, positive
5, 30, 150, 6.0, 0.16, 0.66, 1.71, 24, 99, 14, negative
9, 82, 738, 9.111, 0.389, 0.92, 2.33, 287, 679, 123, negative
10, 63, 630, 6.3, 0.294, 0.895, 2.2, 185, 564, 84, negative
22, 26, 572, 1.182, 0.283, 0.918, 1.93, 162, 525, 84, negative
10, 53, 530, 5.3, 0.34, 0.9, 1.82, 180, 477, 99, negative
10, 40, 400, 4.0, 0.338, 0.878, 1.9, 135, 351, 71, negative
1, 55, 55, 55.0, 0.564, 1.0, 10.33, 31, 55, 3, positive
9, 123, 1107, 13.667, 0.395, 0.991, 2.84, 437, 1097, 154, negative
8, 27, 216, 3.375, 0.218, 0.829, 2.14, 47, 179, 22, negative
37, 101, 3737, 2.73, 0.282, 0.695, 2.44, 1053, 2596, 432, negative
11, 98, 1078, 8.909, 0.317, 0.643, 2.8, 342, 693, 122, negative
10, 47, 470, 4.7, 0.336, 0.628, 2.26, 158, 295, 70, negative
10, 21, 210, 2.1, 0.362, 0.819, 2.11, 76, 172, 36, negative
7, 31, 217, 4.429, 0.295, 0.857, 1.64, 64, 186, 39, negative
9, 36, 324, 4.0, 0.556, 0.923, 3.21, 180, 299, 56, negative
3, 286, 858, 95.333, 0.406, 0.427, 87.0, 348, 366, 4, positive
10, 66, 660, 6.6, 0.324, 0.78, 2.25, 214, 515, 95, negative
9, 82, 738, 9.111, 0.408, 0.924, 2.39, 301, 682, 126, negative
23, 47, 1081, 2.043, 0.315, 0.747, 2.2, 341, 808, 155, negative
23, 118, 2714, 5.13, 0.293, 0.784, 2.06, 795, 2129, 385, negative
6, 13, 78, 2.167, 0.128, 0.577, 1.67, 10, 45, 6, negative
7, 7, 49, 1.0, 0.327, 0.898, 2.29, 16, 44, 7, negative
9, 104, 936, 11.556, 0.282, 0.904, 1.93, 264, 846, 137, negative
9, 82, 738, 9.111, 0.309, 0.778, 1.93, 228, 574, 118, negative
8, 16, 128, 2.0, 0.156, 0.859, 5.0, 20, 110, 4, positive
11, 85, 935, 7.727, 0.268, 0.902, 1.73, 251, 843, 145, negative
10, 63, 630, 6.3, 0.251, 0.898, 1.84, 158, 566, 86, negative
8, 75, 600, 9.375, 0.373, 0.955, 1.95, 224, 573, 115, negative
8, 8, 64, 1.0, 0.25, 0.672, 1.6, 16, 43, 10, negative
9, 91, 819, 10.111, 0.302, 0.956, 1.98, 247, 783, 125, negative
9, 12, 108, 1.333, 0.444, 1.0, 1.78, 48, 108, 27, negative
9, 13, 117, 1.444, 0.103, 0.752, 4.0, 12, 88, 3, positive
9, 81, 729, 9.0, 0.332, 0.974, 2.09, 242, 710, 116, negative
9, 41, 369, 4.556, 0.374, 0.846, 2.06, 138, 312, 67, negative
1, 17, 17, 17.0, 0.882, 1.0, 7.5, 15, 17, 2, positive
4, 17, 68, 4.25, 0.309, 0.559, 3.5, 21, 38, 6, negative
12, 9, 108, 0.75, 0.509, 0.657, 9.17, 55, 71, 6, negative
9, 21, 189, 2.333, 0.497, 0.958, 3.62, 94, 181, 26, negative
8, 32, 256, 4.0, 0.402, 0.898, 1.81, 103, 230, 57, negative
8, 12, 96, 1.5, 0.438, 1.0, 1.5, 42, 96, 28, negative
9, 12, 108, 1.333, 0.38, 1.0, 1.46, 41, 108, 28, negative
9, 64, 576, 7.111, 0.302, 0.92, 1.98, 174, 530, 88, negative
9, 75, 675, 8.333, 0.369, 0.936, 2.09, 249, 632, 119, negative
12, 118, 1416, 9.833, 0.255, 0.7, 2.06, 361, 991, 175, negative
9, 43, 387, 4.778, 0.481, 0.953, 3.15, 186, 369, 59, negative
9, 42, 378, 4.667, 0.347, 0.915, 2.34, 131, 346, 56, negative
8, 3, 24, 0.375, 0.458, 0.667, 2.2, 11, 16, 5, negative
7, 14, 98, 2.0, 0.327, 0.99, 2.67, 32, 97, 12, negative
7, 121, 847, 17.286, 0.272, 0.646, 1.54, 230, 547, 149, negative
10, 9, 90, 0.9, 0.522, 0.656, 9.4, 47, 59, 5, negative
1, 148, 148, 148.0, 0.959, 1.0, 47.33, 142, 148, 3, positive
11, 74, 814, 6.727, 0.267, 0.628, 2.21, 217, 511, 98, negative
8, 82, 656, 10.25, 0.358, 0.84, 2.24, 235, 551, 105, negative
12, 72, 864, 6.0, 0.228, 0.78, 1.79, 197, 674, 110, negative
8, 83, 664, 10.375, 0.294, 0.955, 2.17, 195, 634, 90, negative
9, 26, 234, 2.889, 0.299, 0.953, 1.67, 70, 223, 42, negative
11, 43, 473, 3.909, 0.281, 0.774, 2.18, 133, 366, 61, negative
8, 76, 608, 9.5, 0.388, 0.903, 2.11, 236, 549, 112, negative
8, 8, 64, 1.0, 0.234, 0.672, 1.5, 15, 43, 10, negative
1, 17, 17, 17.0, 0.941, 1.0, 16.0, 16, 17, 1, positive
8, 71, 568, 8.875, 0.312, 0.866, 1.86, 177, 492, 95, negative
9, 109, 981, 12.111, 0.243, 0.848, 1.58, 238, 832, 151, negative
9, 133, 1197, 14.778, 0.236, 0.718, 1.89, 283, 859, 150, negative
6, 100, 600, 16.667, 0.342, 0.822, 1.71, 205, 493, 120, negative
6, 29, 174, 4.833, 0.339, 0.874, 1.51, 59, 152, 39, negative
10, 35, 350, 3.5, 0.38, 0.829, 2.02, 133, 290, 66, negative
13, 440, 5720, 33.846, 0.255, 0.696, 2.18, 1459, 3983, 669, negative
10, 108, 1080, 10.8, 0.319, 0.746, 2.14, 345, 806, 161, negative
7, 116, 812, 16.571, 0.262, 0.788, 1.84, 213, 640, 116, negative
10, 86, 860, 8.6, 0.423, 0.914, 2.44, 364, 786, 149, negative
25, 410, 10250, 16.4, 0.272, 0.67, 2.29, 2792, 6872, 1218, negative
13, 151, 1963, 11.615, 0.302, 0.726, 2.59, 593, 1425, 229, negative
12, 103, 1236, 8.583, 0.353, 0.724, 2.55, 436, 895, 171, negative
14, 234, 3276, 16.714, 0.383, 0.634, 4.2, 1256, 2077, 299, negative
13, 291, 3783, 22.385, 0.285, 0.627, 2.68, 1080, 2371, 403, negative
24, 117, 2808, 4.875, 0.347, 0.729, 2.88, 975, 2048, 338, negative
8, 132, 1056, 16.5, 0.311, 0.873, 2.01, 328, 922, 163, negative
6, 50, 300, 8.333, 0.327, 0.687, 2.0, 98, 206, 49, negative
9, 12, 108, 1.333, 0.62, 0.944, 4.79, 67, 102, 14, negative
8, 70, 560, 8.75, 0.298, 0.914, 1.76, 167, 512, 95, negative
8, 70, 560, 8.75, 0.332, 0.896, 1.66, 186, 502, 112, negative
8, 93, 744, 11.625, 0.261, 0.937, 1.55, 194, 697, 125, negative
13, 386, 5018, 29.692, 0.286, 0.658, 2.19, 1437, 3301, 657, negative
5, 88, 440, 17.6, 0.364, 0.775, 1.67, 160, 341, 96, negative
11, 30, 330, 2.727, 0.379, 0.739, 3.05, 125, 244, 41, negative
9, 108, 972, 12.0, 0.364, 0.794, 2.15, 354, 772, 165, negative
9, 71, 639, 7.889, 0.352, 0.897, 1.97, 225, 573, 114, negative
6, 45, 270, 7.5, 0.456, 0.967, 1.64, 123, 261, 75, negative
10, 20, 200, 2.0, 0.4, 0.605, 3.48, 80, 121, 23, negative
10, 98, 980, 9.8, 0.392, 0.849, 2.49, 384, 832, 154, negative
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, negative
24, 64, 1536, 2.667, 0.227, 0.57, 3.38, 348, 875, 103, negative
9, 17, 153, 1.889, 0.144, 0.458, 3.14, 22, 70, 7, positive
4, 8, 32, 2.0, 0.344, 0.531, 5.5, 11, 17, 2, positive
9, 272, 2448, 30.222, 0.269, 0.696, 1.93, 659, 1704, 342, negative
15, 14, 210, 0.933, 0.11, 0.338, 1.92, 23, 71, 12, positive
10, 271, 2710, 27.1, 0.249, 0.704, 1.89, 675, 1908, 358, negative
9, 271, 2439, 30.111, 0.285, 0.707, 1.82, 696, 1724, 382, negative
4, 5, 20, 1.25, 0.35, 0.8, 2.33, 7, 16, 3, positive
7, 4, 28, 0.571, 0.286, 0.357, 8.0, 8, 10, 1, negative
8, 69, 552, 8.625, 0.279, 0.687, 1.5, 154, 379, 103, negative
8, 272, 2176, 34.0, 0.189, 0.688, 1.32, 411, 1497, 311, negative
8, 272, 2176, 34.0, 0.186, 0.539, 1.35, 404, 1172, 299, negative
11, 272, 2992, 24.727, 0.168, 0.595, 1.43, 504, 1781, 352, negative
7, 6, 42, 0.857, 0.214, 0.286, 9.0, 9, 12, 1, negative
21, 68, 1428, 3.238, 0.052, 0.109, 5.69, 74, 156, 13, positive
8, 25, 200, 3.125, 0.28, 0.825, 1.6, 56, 165, 35, negative
10, 51, 510, 5.1, 0.22, 0.841, 1.29, 112, 429, 87, negative
8, 272, 2176, 34.0, 0.187, 0.568, 1.41, 407, 1236, 288, negative
8, 62, 496, 7.75, 0.218, 0.629, 1.57, 108, 312, 69, negative
8, 78, 624, 9.75, 0.244, 0.745, 1.35, 152, 465, 113, negative
9, 34, 306, 3.778, 0.225, 0.755, 1.57, 69, 231, 44, negative
7, 14, 98, 2.0, 0.357, 0.867, 1.75, 35, 85, 20, negative
6, 15, 90, 2.5, 0.278, 0.744, 1.92, 25, 67, 13, negative
5, 8, 40, 1.6, 0.425, 1.0, 1.89, 17, 40, 9, negative
5, 38, 190, 7.6, 0.426, 0.989, 1.42, 81, 188, 57, negative
5, 15, 75, 3.0, 0.4, 0.947, 1.67, 30, 71, 18, negative
5, 34, 170, 6.8, 0.224, 0.606, 1.31, 38, 103, 29, negative
7, 4, 28, 0.571, 0.357, 0.571, 5.0, 10, 16, 2, negative
6, 28, 168, 4.667, 0.149, 0.375, 1.47, 25, 63, 17, negative
6, 19, 114, 3.167, 0.254, 0.956, 1.16, 29, 109, 25, negative
6, 28, 168, 4.667, 0.292, 0.875, 1.29, 49, 147, 38, negative
9, 16, 144, 1.778, 0.208, 0.542, 2.14, 30, 78, 14, negative
6, 6, 36, 1.0, 0.306, 0.556, 3.67, 11, 20, 3, negative
7, 41, 287, 5.857, 0.213, 0.861, 1.33, 61, 247, 46, negative
1, 12, 12, 12.0, 0.583, 1.0, 1.75, 7, 12, 4, negative
6, 14, 84, 2.333, 0.274, 0.929, 1.28, 23, 78, 18, negative
1, 41, 41, 41.0, 0.78, 1.0, 4.57, 32, 41, 7, positive
7, 16, 112, 2.286, 0.25, 0.527, 2.0, 28, 59, 14, negative
3, 9, 27, 3.0, 0.296, 1.0, 1.33, 8, 27, 6, negative
6, 59, 354, 9.833, 0.268, 0.692, 1.27, 95, 245, 75, negative
6, 7, 42, 1.167, 0.262, 0.786, 1.83, 11, 33, 6, negative
7, 18, 126, 2.571, 0.27, 0.714, 1.36, 34, 90, 25, negative
7, 29, 203, 4.143, 0.286, 0.67, 1.71, 58, 136, 34, negative
9, 55, 495, 6.111, 0.251, 0.808, 1.43, 124, 400, 87, negative
8, 23, 184, 2.875, 0.277, 0.832, 1.7, 51, 153, 30, negative
7, 19, 133, 2.714, 0.331, 0.767, 1.42, 44, 102, 31, negative
9, 251, 2259, 27.889, 0.187, 0.672, 1.33, 423, 1517, 317, negative
7, 27, 189, 3.857, 0.28, 0.947, 1.33, 53, 179, 40, negative
7, 21, 147, 3.0, 0.354, 0.939, 1.63, 52, 138, 32, negative
8, 41, 328, 5.125, 0.232, 0.527, 1.55, 76, 173, 49, negative
5, 5, 25, 1.0, 0.44, 1.0, 1.57, 11, 25, 7, negative
6, 6, 36, 1.0, 0.417, 0.944, 1.5, 15, 34, 10, negative
7, 19, 133, 2.714, 0.361, 0.917, 1.5, 48, 122, 32, negative
7, 17, 119, 2.429, 0.286, 0.916, 1.31, 34, 109, 26, negative
7, 14, 98, 2.0, 0.378, 1.0, 1.95, 37, 98, 19, negative
9, 22, 198, 2.444, 0.227, 0.934, 1.61, 45, 185, 28, negative
6, 33, 198, 5.5, 0.247, 0.813, 1.2, 49, 161, 41, negative
7, 26, 182, 3.714, 0.302, 0.912, 1.53, 55, 166, 36, negative
9, 65, 585, 7.222, 0.222, 0.786, 1.35, 130, 460, 96, negative
8, 21, 168, 2.625, 0.232, 0.643, 1.3, 39, 108, 30, negative
7, 27, 189, 3.857, 0.079, 0.175, 2.5, 15, 33, 6, negative
7, 4, 28, 0.571, 0.286, 1.0, 2.0, 8, 28, 4, negative
7, 57, 399, 8.143, 0.273, 0.659, 1.3, 109, 263, 84, negative
6, 26, 156, 4.333, 0.288, 0.872, 1.29, 45, 136, 35, negative
8, 30, 240, 3.75, 0.225, 0.671, 1.23, 54, 161, 44, negative
7, 39, 273, 5.571, 0.33, 0.853, 1.43, 90, 233, 63, negative
7, 11, 77, 1.571, 0.351, 0.727, 1.5, 27, 56, 18, negative
7, 11, 77, 1.571, 0.377, 0.948, 1.38, 29, 73, 21, negative
5, 13, 65, 2.6, 0.477, 0.938, 1.48, 31, 61, 21, negative
7, 30, 210, 4.286, 0.3, 0.886, 1.43, 63, 186, 44, negative
9, 20, 180, 2.222, 0.294, 0.578, 1.51, 53, 104, 35, negative
6, 11, 66, 1.833, 0.364, 0.833, 1.6, 24, 55, 15, negative
7, 38, 266, 5.429, 0.286, 0.748, 1.69, 76, 199, 45, negative
7, 21, 147, 3.0, 0.306, 0.741, 1.67, 45, 109, 27, negative
7, 11, 77, 1.571, 0.377, 0.974, 1.61, 29, 75, 18, negative
6, 14, 84, 2.333, 0.286, 1.0, 1.2, 24, 84, 20, negative
6, 11, 66, 1.833, 0.394, 0.955, 1.53, 26, 63, 17, negative
8, 8, 64, 1.0, 0.219, 0.875, 1.56, 14, 56, 9, negative
8, 17, 136, 2.125, 0.199, 0.603, 3.0, 27, 82, 9, negative
7, 19, 133, 2.714, 0.203, 0.406, 2.25, 27, 54, 12, negative
6, 7, 42, 1.167, 0.286, 0.857, 1.5, 12, 36, 8, negative
7, 22, 154, 3.143, 0.247, 0.883, 1.19, 38, 136, 32, negative
7, 11, 77, 1.571, 0.312, 1.0, 1.33, 24, 77, 18, negative
8, 47, 376, 5.875, 0.266, 0.604, 1.56, 100, 227, 64, negative
9, 26, 234, 2.889, 0.175, 0.517, 1.37, 41, 121, 30, negative
7, 21, 147, 3.0, 0.259, 0.837, 1.46, 38, 123, 26, negative
7, 19, 133, 2.714, 0.331, 0.729, 1.69, 44, 97, 26, negative
8, 30, 240, 3.75, 0.242, 0.667, 1.35, 58, 160, 43, negative
8, 48, 384, 6.0, 0.221, 0.557, 1.37, 85, 214, 62, negative
5, 43, 215, 8.6, 0.456, 1.0, 1.42, 98, 215, 69, negative
6, 40, 240, 6.667, 0.296, 0.729, 1.37, 71, 175, 52, negative
5, 13, 65, 2.6, 0.431, 0.923, 1.87, 28, 60, 15, negative
6, 12, 72, 2.0, 0.375, 0.944, 1.5, 27, 68, 18, negative
9, 18, 162, 2.0, 0.259, 0.71, 1.56, 42, 115, 27, negative
9, 86, 774, 9.556, 0.211, 0.517, 1.29, 163, 400, 126, negative
7, 65, 455, 9.286, 0.284, 0.846, 1.57, 129, 385, 82, negative
8, 6, 48, 0.75, 0.375, 1.0, 1.64, 18, 48, 11, negative
6, 19, 114, 3.167, 0.316, 0.886, 1.8, 36, 101, 20, negative
5, 5, 25, 1.0, 0.28, 0.72, 1.75, 7, 18, 4, negative
8, 32, 256, 4.0, 0.207, 0.797, 1.23, 53, 204, 43, negative
9, 11, 99, 1.222, 0.283, 0.939, 1.56, 28, 93, 18, negative
9, 18, 162, 2.0, 0.241, 0.981, 1.44, 39, 159, 27, negative
6, 31, 186, 5.167, 0.263, 0.812, 1.4, 49, 151, 35, negative
7, 7, 49, 1.0, 0.388, 0.939, 1.9, 19, 46, 10, negative
7, 23, 161, 3.286, 0.447, 1.0, 1.95, 72, 161, 37, negative
7, 21, 147, 3.0, 0.286, 0.857, 1.35, 42, 126, 31, negative
9, 44, 396, 4.889, 0.258, 0.604, 1.38, 102, 239, 74, negative
1, 65, 65, 65.0, 0.646, 1.0, 3.0, 42, 65, 14, positive
8, 48, 384, 6.0, 0.341, 0.737, 1.96, 131, 283, 67, negative
8, 8, 64, 1.0, 0.516, 1.0, 2.54, 33, 64, 13, negative
8, 9, 72, 1.125, 0.375, 0.889, 1.8, 27, 64, 15, negative
8, 10, 80, 1.25, 0.475, 0.888, 2.92, 38, 71, 13, negative
12, 271, 3252, 22.583, 0.246, 0.615, 1.95, 799, 1999, 410, negative
8, 25, 200, 3.125, 0.385, 0.615, 2.75, 77, 123, 28, negative
29, 48, 1392, 1.655, 0.116, 0.268, 5.06, 162, 373, 32, positive
10, 42, 420, 4.2, 0.355, 0.862, 2.13, 149, 362, 70, negative
6, 16, 96, 2.667, 0.49, 0.938, 2.14, 47, 90, 22, negative
11, 32, 352, 2.909, 0.335, 0.994, 2.27, 118, 350, 52, negative
10, 25, 250, 2.5, 0.384, 0.836, 2.46, 96, 209, 39, negative
8, 23, 184, 2.875, 0.359, 0.94, 1.65, 66, 173, 40, negative
8, 10, 80, 1.25, 0.438, 0.988, 1.94, 35, 79, 18, negative
17, 9, 153, 0.529, 0.209, 0.497, 1.88, 32, 76, 17, positive
6, 13, 78, 2.167, 0.103, 0.449, 4.0, 8, 35, 2, positive
52, 48, 2496, 0.923, 0.138, 0.248, 7.67, 345, 619, 45, positive
11, 52, 572, 4.727, 0.28, 0.605, 2.05, 160, 346, 78, negative
10, 59, 590, 5.9, 0.269, 0.69, 1.81, 159, 407, 88, negative
11, 12, 132, 1.091, 0.455, 0.977, 2.22, 60, 129, 27, negative
10, 41, 410, 4.1, 0.339, 0.832, 2.01, 139, 341, 69, negative
6, 6, 36, 1.0, 0.528, 0.917, 3.17, 19, 33, 6, negative
12, 271, 3252, 22.583, 0.259, 0.689, 1.99, 843, 2241, 423, negative
11, 29, 319, 2.636, 0.298, 0.752, 2.21, 95, 240, 43, negative
8, 15, 120, 1.875, 0.475, 0.992, 2.59, 57, 119, 22, negative
8, 7, 56, 0.875, 0.411, 1.0, 1.92, 23, 56, 12, negative
7, 23, 161, 3.286, 0.447, 0.764, 1.89, 72, 123, 38, negative
8, 25, 200, 3.125, 0.365, 0.73, 1.83, 73, 146, 40, negative
8, 12, 96, 1.5, 0.385, 0.802, 2.18, 37, 77, 17, negative
10, 271, 2710, 27.1, 0.239, 0.615, 1.94, 647, 1668, 333, negative
8, 18, 144, 2.25, 0.403, 0.931, 1.81, 58, 134, 32, negative
11, 98, 1078, 8.909, 0.276, 0.602, 2.15, 297, 649, 138, negative
8, 5, 40, 0.625, 0.45, 1.0, 3.0, 18, 40, 6, negative
8, 38, 304, 4.75, 0.401, 0.747, 2.65, 122, 227, 46, negative
8, 13, 104, 1.625, 0.404, 0.99, 2.1, 42, 103, 20, negative
5, 18, 90, 3.6, 0.689, 1.0, 3.44, 62, 90, 18, negative
8, 38, 304, 4.75, 0.461, 0.803, 2.3, 140, 244, 61, negative
10, 13, 130, 1.3, 0.385, 0.823, 2.0, 50, 107, 25, negative
8, 4, 32, 0.5, 0.469, 0.719, 5.0, 15, 23, 3, negative
9, 20, 180, 2.222, 0.35, 0.728, 1.91, 63, 131, 33, negative
9, 29, 261, 3.222, 0.414, 0.966, 2.4, 108, 252, 45, negative
8, 20, 160, 2.5, 0.456, 1.0, 2.35, 73, 160, 31, negative
11, 73, 803, 6.636, 0.27, 0.844, 2.03, 217, 678, 107, negative
8, 7, 56, 0.875, 0.429, 1.0, 2.18, 24, 56, 11, negative
6, 32, 192, 5.333, 0.417, 0.964, 2.11, 80, 185, 38, negative
8, 19, 152, 2.375, 0.368, 1.0, 1.75, 56, 152, 32, negative
10, 50, 500, 5.0, 0.268, 0.764, 1.94, 134, 382, 69, negative
8, 12, 96, 1.5, 0.406, 0.896, 1.86, 39, 86, 21, negative
10, 145, 1450, 14.5, 0.278, 0.724, 1.9, 403, 1050, 212, negative
8, 32, 256, 4.0, 0.352, 0.973, 1.8, 90, 249, 50, negative
8, 33, 264, 4.125, 0.424, 0.867, 2.24, 112, 229, 50, negative
11, 40, 440, 3.636, 0.27, 0.618, 1.8, 119, 272, 66, negative
8, 8, 64, 1.0, 0.359, 0.969, 1.53, 23, 62, 15, negative
11, 42, 462, 3.818, 0.284, 0.654, 1.93, 131, 302, 68, negative
7, 33, 231, 4.714, 0.385, 0.922, 2.23, 89, 213, 40, negative
11, 29, 319, 2.636, 0.32, 0.618, 2.22, 102, 197, 46, negative
8, 38, 304, 4.75, 0.408, 0.964, 1.65, 124, 293, 75, negative
8, 8, 64, 1.0, 0.391, 1.0, 2.5, 25, 64, 10, negative
7, 14, 98, 2.0, 0.378, 0.969, 1.95, 37, 95, 19, negative
5, 10, 50, 2.0, 0.5, 0.84, 2.08, 25, 42, 12, negative
8, 16, 128, 2.0, 0.398, 0.695, 2.55, 51, 89, 20, positive
6, 12, 72, 2.0, 0.486, 0.944, 2.19, 35, 68, 16, negative
7, 2, 14, 0.286, 0.857, 0.857, 12.0, 12, 12, 1, negative
7, 2, 14, 0.286, 0.714, 0.714, 10.0, 10, 10, 1, negative
4, 10, 40, 2.5, 0.5, 0.9, 4.0, 20, 36, 5, negative
5, 17, 85, 3.4, 0.576, 0.953, 2.33, 49, 81, 21, negative
8, 20, 160, 2.5, 0.406, 0.906, 1.86, 65, 145, 35, negative
7, 34, 238, 4.857, 0.403, 0.849, 1.81, 96, 202, 53, negative
5, 11, 55, 2.2, 0.6, 0.818, 2.75, 33, 45, 12, negative
10, 76, 760, 7.6, 0.322, 0.689, 1.99, 245, 524, 123, negative
8, 21, 168, 2.625, 0.435, 0.917, 2.35, 73, 154, 31, negative
6, 12, 72, 2.0, 0.375, 0.958, 1.93, 27, 69, 14, negative
10, 41, 410, 4.1, 0.302, 0.69, 2.07, 124, 283, 60, negative
10, 12, 120, 1.2, 0.333, 0.958, 1.82, 40, 115, 22, negative
8, 7, 56, 0.875, 0.482, 0.946, 2.7, 27, 53, 10, negative
10, 10, 100, 1.0, 0.34, 0.93, 1.89, 34, 93, 18, negative
8, 24, 192, 3.0, 0.318, 0.688, 2.65, 61, 132, 23, negative
7, 20, 140, 2.857, 0.464, 1.0, 2.24, 65, 140, 29, negative
8, 23, 184, 2.875, 0.451, 0.832, 2.08, 83, 153, 40, negative
8, 16, 128, 2.0, 0.359, 0.781, 2.0, 46, 100, 23, negative
8, 33, 264, 4.125, 0.345, 0.886, 1.57, 91, 234, 58, negative
7, 41, 287, 5.857, 0.355, 0.857, 1.85, 102, 246, 55, negative
10, 22, 220, 2.2, 0.309, 0.582, 2.34, 68, 128, 29, negative
8, 19, 152, 2.375, 0.428, 0.961, 1.76, 65, 146, 37, negative
8, 20, 160, 2.5, 0.413, 0.981, 2.06, 66, 157, 32, negative
8, 70, 560, 8.75, 0.279, 0.727, 1.68, 156, 407, 93, negative
8, 9, 72, 1.125, 0.431, 1.0, 2.38, 31, 72, 13, negative
7, 14, 98, 2.0, 0.5, 1.0, 2.72, 49, 98, 18, negative
8, 50, 400, 6.25, 0.378, 0.915, 1.7, 151, 366, 89, negative
8, 9, 72, 1.125, 0.375, 0.986, 2.08, 27, 71, 13, negative
8, 35, 280, 4.375, 0.396, 0.986, 1.88, 111, 276, 59, negative
11, 261, 2871, 23.727, 0.246, 0.638, 1.93, 707, 1833, 366, negative
9, 9, 81, 1.0, 0.296, 0.901, 1.6, 24, 73, 15, negative
8, 22, 176, 2.75, 0.375, 0.909, 1.78, 66, 160, 37, negative
5, 14, 70, 2.8, 0.543, 0.929, 2.0, 38, 65, 19, negative
8, 26, 208, 3.25, 0.37, 0.822, 1.75, 77, 171, 44, negative
10, 119, 1190, 11.9, 0.275, 0.665, 1.84, 327, 791, 178, negative
8, 24, 192, 3.0, 0.385, 0.969, 1.8, 74, 186, 41, negative
8, 9, 72, 1.125, 0.389, 0.792, 2.0, 28, 57, 14, negative
10, 37, 370, 3.7, 0.33, 0.897, 2.0, 122, 332, 61, negative
8, 18, 144, 2.25, 0.403, 1.0, 1.61, 58, 144, 36, negative
8, 7, 56, 0.875, 0.357, 0.964, 1.82, 20, 54, 11, negative
8, 32, 256, 4.0, 0.387, 0.895, 1.62, 99, 229, 61, negative
7, 9, 63, 1.286, 0.397, 0.841, 2.78, 25, 53, 9, negative
7, 3, 21, 0.429, 0.571, 1.0, 3.0, 12, 21, 4, negative
