@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
10, 174, 1740, 17.4, 0.278, 0.733, 2.02, 483, 1276, 239, negative
8, 28, 224, 3.5, 0.308, 0.835, 3.14, 69, 187, 22, negative
8, 70, 560, 8.75, 0.464, 0.988, 2.36, 260, 553, 110, negative
8, 132, 1056, 16.5, 0.36, 0.921, 2.1, 380, 973, 181, negative
18, 64, 1152, 3.556, 0.261, 0.705, 3.24, 301, 812, 93, negative
9, 23, 207, 2.556, 0.169, 0.319, 2.92, 35, 66, 12, negative
9, 68, 612, 7.556, 0.335, 0.789, 2.33, 205, 483, 88, negative
7, 12, 84, 1.714, 0.476, 0.762, 2.86, 40, 64, 14, negative
5, 3, 15, 0.6, 0.467, 0.6, 3.5, 7, 9, 2, positive
8, 29, 232, 3.625, 0.384, 0.884, 2.07, 89, 205, 43, negative
8, 21, 168, 2.625, 0.28, 0.923, 1.38, 47, 155, 34, negative
16, 30, 480, 1.875, 0.133, 0.471, 2.29, 64, 226, 28, positive
6, 9, 54, 1.5, 0.148, 0.296, 4.0, 8, 16, 2, positive
7, 47, 329, 6.714, 0.158, 0.289, 5.78, 52, 95, 9, positive
6, 9, 54, 1.5, 0.352, 0.87, 1.58, 19, 47, 12, negative
8, 31, 248, 3.875, 0.298, 0.871, 1.45, 74, 216, 51, negative
8, 272, 2176, 34.0, 0.197, 0.629, 1.38, 428, 1369, 310, negative
8, 108, 864, 13.5, 0.235, 0.618, 1.41, 203, 534, 144, negative
8, 65, 520, 8.125, 0.269, 0.725, 1.4, 140, 377, 100, negative
7, 48, 336, 6.857, 0.292, 0.804, 1.53, 98, 270, 64, negative
8, 88, 704, 11.0, 0.195, 0.756, 1.49, 137, 532, 92, negative
7, 18, 126, 2.571, 0.31, 0.96, 1.39, 39, 121, 28, negative
5, 7, 35, 1.4, 0.4, 0.657, 2.33, 14, 23, 6, negative
1, 41, 41, 41.0, 0.927, 1.0, 12.67, 38, 41, 3, positive
7, 37, 259, 5.286, 0.243, 0.71, 1.34, 63, 184, 47, negative
6, 7, 42, 1.167, 0.405, 0.833, 1.89, 17, 35, 9, negative
6, 13, 78, 2.167, 0.295, 0.872, 1.44, 23, 68, 16, negative
9, 23, 207, 2.556, 0.246, 0.57, 1.82, 51, 118, 28, negative
10, 12, 120, 1.2, 0.142, 0.317, 2.83, 17, 38, 6, negative
7, 8, 56, 1.143, 0.375, 0.964, 1.62, 21, 54, 13, negative
5, 3, 15, 0.6, 0.6, 1.0, 4.5, 9, 15, 2, negative
7, 19, 133, 2.714, 0.406, 1.0, 1.69, 54, 133, 32, negative
7, 14, 98, 2.0, 0.296, 0.898, 1.61, 29, 88, 18, negative
9, 220, 1980, 24.444, 0.23, 0.758, 1.44, 456, 1501, 316, negative
10, 151, 1510, 15.1, 0.193, 0.77, 1.48, 291, 1162, 197, negative
7, 21, 147, 3.0, 0.34, 0.85, 1.35, 50, 125, 37, negative
7, 35, 245, 5.0, 0.31, 1.0, 1.55, 76, 245, 49, negative
7, 13, 91, 1.857, 0.297, 0.835, 1.69, 27, 76, 16, negative
7, 9, 63, 1.286, 0.317, 0.81, 1.54, 20, 51, 13, negative
7, 5, 35, 0.714, 0.257, 0.571, 2.25, 9, 20, 4, negative
9, 54, 486, 6.0, 0.27, 0.852, 1.49, 131, 414, 88, negative
8, 4, 32, 0.5, 0.375, 1.0, 2.4, 12, 32, 5, negative
7, 4, 28, 0.571, 0.25, 0.857, 2.33, 7, 24, 3, negative
6, 19, 114, 3.167, 0.36, 0.711, 1.58, 41, 81, 26, negative
6, 49, 294, 8.167, 0.286, 0.694, 1.38, 84, 204, 61, negative
7, 18, 126, 2.571, 0.365, 0.968, 2.0, 46, 122, 23, negative
9, 48, 432, 5.333, 0.273, 0.685, 1.42, 118, 296, 83, negative
7, 46, 322, 6.571, 0.304, 0.745, 1.53, 98, 240, 64, negative
7, 13, 91, 1.857, 0.363, 0.934, 2.2, 33, 85, 15, negative
9, 23, 207, 2.556, 0.222, 0.816, 1.35, 46, 169, 34, negative
7, 9, 63, 1.286, 0.349, 0.746, 1.83, 22, 47, 12, negative
7, 13, 91, 1.857, 0.33, 0.835, 1.43, 30, 76, 21, negative
10, 13, 130, 1.3, 0.231, 0.8, 1.76, 30, 104, 17, negative
8, 10, 80, 1.25, 0.238, 0.925, 1.73, 19, 74, 11, negative
5, 18, 90, 3.6, 0.467, 0.867, 1.91, 42, 78, 22, negative
7, 8, 56, 1.143, 0.357, 0.786, 1.54, 20, 44, 13, negative
6, 28, 168, 4.667, 0.369, 0.78, 1.77, 62, 131, 35, negative
9, 29, 261, 3.222, 0.287, 0.747, 1.53, 75, 195, 49, negative
7, 33, 231, 4.714, 0.368, 0.896, 1.57, 85, 207, 54, negative
10, 33, 330, 3.3, 0.182, 0.564, 1.4, 60, 186, 43, negative
6, 11, 66, 1.833, 0.348, 1.0, 1.53, 23, 66, 15, negative
6, 10, 60, 1.667, 0.317, 0.85, 1.19, 19, 51, 16, negative
7, 4, 28, 0.571, 0.25, 0.893, 1.75, 7, 25, 4, negative
7, 22, 154, 3.143, 0.325, 0.805, 1.32, 50, 124, 38, negative
7, 21, 147, 3.0, 0.388, 0.912, 1.84, 57, 134, 31, negative
9, 43, 387, 4.778, 0.274, 0.605, 1.68, 106, 234, 63, negative
4, 20, 80, 5.0, 0.388, 0.925, 1.41, 31, 74, 22, negative
4, 22, 88, 5.5, 0.432, 0.977, 1.46, 38, 86, 26, negative
8, 19, 152, 2.375, 0.184, 0.849, 1.47, 28, 129, 19, negative
7, 11, 77, 1.571, 0.39, 0.766, 1.76, 30, 59, 17, negative
7, 74, 518, 10.571, 0.276, 0.683, 1.57, 143, 354, 91, negative
7, 24, 168, 3.429, 0.196, 0.762, 1.38, 33, 128, 24, negative
6, 11, 66, 1.833, 0.333, 0.97, 1.57, 22, 64, 14, negative
7, 9, 63, 1.286, 0.349, 0.746, 1.69, 22, 47, 13, negative
9, 28, 252, 3.111, 0.258, 0.607, 1.51, 65, 153, 43, negative
6, 13, 78, 2.167, 0.359, 0.782, 1.33, 28, 61, 21, negative
7, 43, 301, 6.143, 0.319, 0.801, 1.41, 96, 241, 68, negative
7, 19, 133, 2.714, 0.338, 0.827, 1.67, 45, 110, 27, negative
5, 28, 140, 5.6, 0.321, 0.95, 1.45, 45, 133, 31, negative
6, 13, 78, 2.167, 0.359, 0.885, 1.65, 28, 69, 17, negative
7, 11, 77, 1.571, 0.364, 0.948, 1.47, 28, 73, 19, negative
5, 4, 20, 0.8, 0.45, 0.8, 3.0, 9, 16, 3, negative
7, 35, 245, 5.0, 0.269, 0.939, 1.32, 66, 230, 50, negative
5, 4, 20, 0.8, 0.6, 1.0, 2.4, 12, 20, 5, negative
7, 13, 91, 1.857, 0.374, 0.901, 1.7, 34, 82, 20, negative
7, 38, 266, 5.429, 0.252, 0.628, 1.4, 67, 167, 48, negative
7, 54, 378, 7.714, 0.286, 0.878, 1.4, 108, 332, 77, negative
6, 68, 408, 11.333, 0.257, 0.672, 1.15, 105, 274, 91, negative
6, 23, 138, 3.833, 0.283, 0.891, 1.11, 39, 123, 35, negative
5, 11, 55, 2.2, 0.436, 0.891, 1.71, 24, 49, 14, negative
8, 19, 152, 2.375, 0.309, 0.98, 1.52, 47, 149, 31, negative
7, 11, 77, 1.571, 0.221, 0.922, 1.21, 17, 71, 14, negative
7, 29, 203, 4.143, 0.281, 0.783, 1.33, 57, 159, 43, negative
5, 7, 35, 1.4, 0.543, 1.0, 2.11, 19, 35, 9, negative
8, 6, 48, 0.75, 0.458, 0.833, 2.75, 22, 40, 8, negative
16, 4, 64, 0.25, 0.156, 0.531, 5.0, 10, 34, 2, positive
8, 16, 128, 2.0, 0.383, 0.867, 1.96, 49, 111, 25, negative
36, 48, 1728, 1.333, 0.143, 0.437, 3.58, 247, 755, 69, positive
19, 47, 893, 2.474, 0.078, 0.112, 3.89, 70, 100, 18, positive
7, 46, 322, 6.571, 0.177, 0.304, 8.14, 57, 98, 7, positive
11, 46, 506, 4.182, 0.283, 0.84, 1.81, 143, 425, 79, negative
21, 13, 273, 0.619, 0.168, 0.308, 2.3, 46, 84, 20, negative
19, 13, 247, 0.684, 0.215, 0.551, 1.51, 53, 136, 35, negative
5, 4, 20, 0.8, 0.45, 0.65, 4.5, 9, 13, 2, positive
8, 19, 152, 2.375, 0.355, 0.868, 1.74, 54, 132, 31, negative
8, 6, 48, 0.75, 0.375, 0.792, 3.0, 18, 38, 6, negative
10, 33, 330, 3.3, 0.318, 0.758, 2.33, 105, 250, 45, negative
9, 56, 504, 6.222, 0.339, 0.931, 2.22, 171, 469, 77, negative
9, 9, 81, 1.0, 0.346, 0.877, 2.8, 28, 71, 10, negative
8, 56, 448, 7.0, 0.424, 0.942, 2.09, 190, 422, 91, negative
8, 28, 224, 3.5, 0.411, 0.996, 1.92, 92, 223, 48, negative
6, 31, 186, 5.167, 0.5, 1.0, 1.94, 93, 186, 48, negative
9, 25, 225, 2.778, 0.32, 0.707, 2.25, 72, 159, 32, negative
9, 37, 333, 4.111, 0.333, 0.655, 2.22, 111, 218, 50, negative
8, 7, 56, 0.875, 0.375, 1.0, 2.63, 21, 56, 8, negative
8, 10, 80, 1.25, 0.388, 0.913, 2.21, 31, 73, 14, negative
7, 26, 182, 3.714, 0.445, 0.978, 2.25, 81, 178, 36, negative
9, 17, 153, 1.889, 0.451, 0.941, 2.46, 69, 144, 28, negative
8, 27, 216, 3.375, 0.435, 0.963, 2.14, 94, 208, 44, negative
10, 34, 340, 3.4, 0.356, 0.744, 1.98, 121, 253, 61, negative
8, 14, 112, 1.75, 0.446, 0.973, 2.27, 50, 109, 22, negative
8, 8, 64, 1.0, 0.516, 1.0, 2.36, 33, 64, 14, negative
8, 26, 208, 3.25, 0.389, 1.0, 2.31, 81, 208, 35, negative
8, 16, 128, 2.0, 0.438, 0.891, 2.67, 56, 114, 21, negative
10, 26, 260, 2.6, 0.296, 0.942, 2.2, 77, 245, 35, negative
8, 21, 168, 2.625, 0.357, 0.964, 2.07, 60, 162, 29, negative
10, 50, 500, 5.0, 0.326, 0.868, 2.01, 163, 434, 81, negative
10, 52, 520, 5.2, 0.319, 0.802, 1.87, 166, 417, 89, negative
8, 26, 208, 3.25, 0.399, 0.976, 1.93, 83, 203, 43, negative
10, 69, 690, 6.9, 0.277, 0.68, 1.85, 191, 469, 103, negative
9, 41, 369, 4.556, 0.374, 0.881, 2.26, 138, 325, 61, negative
12, 261, 3132, 21.75, 0.223, 0.578, 1.92, 698, 1810, 364, negative
8, 31, 248, 3.875, 0.371, 0.782, 2.0, 92, 194, 46, negative
8, 28, 224, 3.5, 0.406, 0.777, 2.07, 91, 174, 44, negative
8, 14, 112, 1.75, 0.375, 0.839, 2.1, 42, 94, 20, negative
8, 28, 224, 3.5, 0.46, 0.79, 2.58, 103, 177, 40, negative
8, 43, 344, 5.375, 0.343, 0.977, 1.71, 118, 336, 69, negative
11, 33, 363, 3.0, 0.278, 0.73, 2.1, 101, 265, 48, negative
12, 261, 3132, 21.75, 0.207, 0.564, 1.81, 649, 1768, 358, negative
9, 28, 252, 3.111, 0.317, 0.976, 1.95, 80, 246, 41, negative
10, 7, 70, 0.7, 0.357, 0.871, 2.08, 25, 61, 12, negative
8, 19, 152, 2.375, 0.388, 0.664, 2.19, 59, 101, 27, negative
6, 17, 102, 2.833, 0.137, 0.627, 2.8, 14, 64, 5, positive
10, 12, 120, 1.2, 0.35, 0.867, 2.33, 42, 104, 18, negative
7, 19, 133, 2.714, 0.398, 0.88, 1.83, 53, 117, 29, negative
11, 53, 583, 4.818, 0.249, 0.734, 1.93, 145, 428, 75, negative
10, 13, 130, 1.3, 0.285, 0.885, 1.61, 37, 115, 23, negative
11, 54, 594, 4.909, 0.273, 0.781, 2.19, 162, 464, 74, negative
10, 51, 510, 5.1, 0.28, 0.814, 1.66, 143, 415, 86, negative
10, 11, 110, 1.1, 0.409, 0.955, 2.5, 45, 105, 18, negative
2, 6, 12, 3.0, 0.583, 0.917, 7.0, 7, 11, 1, negative
10, 72, 720, 7.2, 0.292, 0.667, 1.81, 210, 480, 116, negative
8, 39, 312, 4.875, 0.378, 0.962, 1.64, 118, 300, 72, negative
5, 13, 65, 2.6, 0.554, 0.8, 2.57, 36, 52, 14, negative
5, 14, 70, 2.8, 0.329, 0.5, 2.56, 23, 35, 9, negative
8, 24, 192, 3.0, 0.297, 0.865, 1.84, 57, 166, 31, negative
8, 20, 160, 2.5, 0.394, 0.863, 2.1, 63, 138, 30, negative
10, 61, 610, 6.1, 0.333, 0.954, 1.85, 203, 582, 110, negative
16, 29, 464, 1.813, 0.144, 0.496, 2.58, 67, 230, 26, positive
10, 8, 80, 0.8, 0.313, 0.9, 1.56, 25, 72, 16, negative
6, 8, 48, 1.333, 0.604, 0.896, 3.22, 29, 43, 9, negative
8, 7, 56, 0.875, 0.5, 0.786, 3.11, 28, 44, 9, negative
10, 9, 90, 0.9, 0.356, 0.933, 1.6, 32, 84, 20, negative
8, 9, 72, 1.125, 0.375, 0.736, 2.45, 27, 53, 11, negative
8, 15, 120, 1.875, 0.458, 0.908, 2.5, 55, 109, 22, negative
10, 25, 250, 2.5, 0.34, 0.816, 1.89, 85, 204, 45, negative
8, 19, 152, 2.375, 0.395, 0.704, 1.94, 60, 107, 31, negative
10, 262, 2620, 26.2, 0.288, 0.742, 1.79, 754, 1945, 421, negative
8, 39, 312, 4.875, 0.423, 0.955, 1.83, 132, 298, 72, negative
10, 28, 280, 2.8, 0.336, 0.85, 1.68, 94, 238, 56, negative
8, 5, 40, 0.625, 0.4, 1.0, 2.67, 16, 40, 6, negative
8, 14, 112, 1.75, 0.509, 0.768, 3.0, 57, 86, 19, negative
8, 14, 112, 1.75, 0.384, 0.795, 1.72, 43, 89, 25, negative
8, 24, 192, 3.0, 0.26, 0.672, 1.85, 50, 129, 27, negative
8, 30, 240, 3.75, 0.363, 0.85, 2.29, 87, 204, 38, negative
8, 61, 488, 7.625, 0.342, 0.875, 1.94, 167, 427, 86, negative
10, 38, 380, 3.8, 0.308, 0.632, 2.13, 117, 240, 55, negative
8, 16, 128, 2.0, 0.344, 0.898, 1.91, 44, 115, 23, negative
5, 8, 40, 1.6, 0.675, 0.975, 3.0, 27, 39, 9, negative
7, 14, 98, 2.0, 0.286, 1.0, 1.87, 28, 98, 15, negative
8, 14, 112, 1.75, 0.339, 0.884, 1.73, 38, 99, 22, negative
9, 18, 162, 2.0, 0.327, 0.765, 1.83, 53, 124, 29, negative
5, 7, 35, 1.4, 0.686, 1.0, 3.0, 24, 35, 8, negative
10, 34, 340, 3.4, 0.303, 0.8, 1.81, 103, 272, 57, negative
6, 8, 48, 1.333, 0.5, 1.0, 2.18, 24, 48, 11, negative
5, 16, 80, 3.2, 0.563, 0.925, 2.65, 45, 74, 17, negative
10, 52, 520, 5.2, 0.269, 0.85, 2.0, 140, 442, 70, negative
10, 14, 140, 1.4, 0.314, 0.9, 1.91, 44, 126, 23, negative
7, 9, 63, 1.286, 0.429, 0.667, 3.0, 27, 42, 9, negative
8, 6, 48, 0.75, 0.313, 0.792, 3.0, 15, 38, 5, negative
8, 7, 56, 0.875, 0.339, 0.964, 1.36, 19, 54, 14, negative
8, 119, 952, 14.875, 0.337, 0.92, 1.7, 321, 876, 189, negative
8, 23, 184, 2.875, 0.321, 0.897, 1.51, 59, 165, 39, negative
8, 40, 320, 5.0, 0.347, 0.913, 1.63, 111, 292, 68, negative
8, 18, 144, 2.25, 0.354, 0.757, 1.65, 51, 109, 31, negative
8, 53, 424, 6.625, 0.38, 0.915, 1.87, 161, 388, 86, negative
7, 12, 84, 1.714, 0.452, 0.952, 2.0, 38, 80, 19, negative
27, 106, 2862, 3.926, 0.261, 0.478, 5.45, 747, 1368, 137, negative
28, 32, 896, 1.143, 0.459, 0.73, 5.96, 411, 654, 69, negative
9, 165, 1485, 18.333, 0.337, 0.713, 2.54, 501, 1059, 197, negative
7, 13, 91, 1.857, 0.242, 0.912, 1.47, 22, 83, 15, negative
