@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
10, 173, 1730, 17.3, 0.09, 0.375, 1.52, 155, 649, 102, negative
7, 29, 203, 4.143, 0.281, 0.842, 1.46, 57, 171, 39, negative
8, 26, 208, 3.25, 0.264, 0.62, 1.45, 55, 129, 38, negative
8, 21, 168, 2.625, 0.262, 0.696, 1.52, 44, 117, 29, negative
8, 99, 792, 12.375, 0.199, 0.662, 1.39, 158, 524, 114, negative
9, 81, 729, 9.0, 0.187, 0.542, 1.49, 136, 395, 91, negative
8, 11, 88, 1.375, 0.159, 0.477, 1.75, 14, 42, 8, negative
7, 54, 378, 7.714, 0.267, 0.619, 1.42, 101, 234, 71, negative
5, 32, 160, 6.4, 0.431, 0.988, 1.47, 69, 158, 47, negative
7, 41, 287, 5.857, 0.226, 0.784, 1.48, 65, 225, 44, negative
7, 18, 126, 2.571, 0.206, 0.651, 2.17, 26, 82, 12, negative
7, 33, 231, 4.714, 0.299, 0.848, 1.44, 69, 196, 48, negative
7, 6, 42, 0.857, 0.452, 1.0, 1.9, 19, 42, 10, negative
7, 13, 91, 1.857, 0.264, 0.648, 1.41, 24, 59, 17, negative
8, 47, 376, 5.875, 0.221, 0.702, 1.26, 83, 264, 66, negative
9, 56, 504, 6.222, 0.21, 0.603, 1.26, 106, 304, 84, negative
9, 135, 1215, 15.0, 0.249, 0.626, 1.56, 302, 761, 193, negative
9, 49, 441, 5.444, 0.231, 0.685, 1.46, 102, 302, 70, negative
7, 66, 462, 9.429, 0.294, 0.924, 1.46, 136, 427, 93, negative
7, 9, 63, 1.286, 0.286, 0.968, 1.2, 18, 61, 15, negative
8, 27, 216, 3.375, 0.236, 0.685, 1.31, 51, 148, 39, negative
7, 37, 259, 5.286, 0.305, 1.0, 1.46, 79, 259, 54, negative
7, 11, 77, 1.571, 0.364, 1.0, 1.33, 28, 77, 21, negative
6, 9, 54, 1.5, 0.296, 0.796, 1.23, 16, 43, 13, negative
7, 42, 294, 6.0, 0.333, 0.844, 1.46, 98, 248, 67, negative
9, 19, 171, 2.111, 0.251, 0.977, 1.34, 43, 167, 32, negative
8, 54, 432, 6.75, 0.275, 0.778, 1.37, 119, 336, 87, negative
7, 43, 301, 6.143, 0.249, 0.807, 1.29, 75, 243, 58, negative
5, 7, 35, 1.4, 0.429, 0.971, 1.36, 15, 34, 11, negative
10, 262, 2620, 26.2, 0.19, 0.601, 1.32, 499, 1575, 377, negative
8, 6, 48, 0.75, 0.313, 0.813, 1.88, 15, 39, 8, negative
9, 47, 423, 5.222, 0.279, 0.773, 1.53, 118, 327, 77, negative
7, 7, 49, 1.0, 0.347, 0.98, 2.13, 17, 48, 8, negative
7, 11, 77, 1.571, 0.364, 0.727, 1.56, 28, 56, 18, negative
5, 32, 160, 6.4, 0.35, 0.863, 1.33, 56, 138, 42, negative
5, 24, 120, 4.8, 0.375, 0.95, 1.45, 45, 114, 31, negative
7, 9, 63, 1.286, 0.381, 0.857, 2.0, 24, 54, 12, negative
7, 17, 119, 2.429, 0.227, 0.891, 1.5, 27, 106, 18, negative
7, 19, 133, 2.714, 0.346, 0.842, 1.77, 46, 112, 26, negative
7, 27, 189, 3.857, 0.37, 0.841, 1.79, 70, 159, 39, negative
7, 17, 119, 2.429, 0.261, 0.95, 1.82, 31, 113, 17, negative
7, 8, 56, 1.143, 0.339, 0.875, 2.38, 19, 49, 8, negative
7, 14, 98, 2.0, 0.286, 0.755, 1.56, 28, 74, 18, negative
7, 11, 77, 1.571, 0.247, 0.61, 1.36, 19, 47, 14, negative
5, 19, 95, 3.8, 0.389, 0.895, 1.32, 37, 85, 28, negative
7, 16, 112, 2.286, 0.241, 0.634, 1.93, 27, 71, 14, negative
7, 21, 147, 3.0, 0.32, 0.714, 1.68, 47, 105, 28, negative
7, 11, 77, 1.571, 0.364, 0.935, 1.4, 28, 72, 20, negative
7, 20, 140, 2.857, 0.229, 0.864, 1.19, 32, 121, 27, negative
7, 25, 175, 3.571, 0.189, 0.806, 1.22, 33, 141, 27, negative
9, 11, 99, 1.222, 0.253, 0.778, 1.92, 25, 77, 13, negative
10, 31, 310, 3.1, 0.197, 0.652, 1.3, 61, 202, 47, negative
7, 7, 49, 1.0, 0.286, 1.0, 1.27, 14, 49, 11, negative
7, 46, 322, 6.571, 0.354, 0.994, 1.46, 114, 320, 78, negative
7, 14, 98, 2.0, 0.327, 0.847, 1.45, 32, 83, 22, negative
7, 16, 112, 2.286, 0.259, 1.0, 2.07, 29, 112, 14, negative
7, 14, 98, 2.0, 0.316, 0.847, 1.48, 31, 83, 21, negative
6, 15, 90, 2.5, 0.267, 0.833, 2.0, 24, 75, 12, negative
7, 6, 42, 0.857, 0.333, 1.0, 1.4, 14, 42, 10, negative
7, 11, 77, 1.571, 0.403, 0.961, 1.55, 31, 74, 20, negative
7, 56, 392, 8.0, 0.319, 0.829, 1.45, 125, 325, 86, negative
6, 27, 162, 4.5, 0.241, 0.988, 1.11, 39, 160, 35, negative
7, 16, 112, 2.286, 0.259, 0.768, 2.07, 29, 86, 14, negative
5, 12, 60, 2.4, 0.55, 0.983, 2.2, 33, 59, 15, negative
5, 6, 30, 1.2, 0.433, 1.0, 1.63, 13, 30, 8, negative
7, 5, 35, 0.714, 0.429, 0.886, 2.5, 15, 31, 6, negative
7, 10, 70, 1.429, 0.3, 0.771, 1.5, 21, 54, 14, negative
7, 26, 182, 3.714, 0.374, 0.846, 1.66, 68, 154, 41, negative
7, 26, 182, 3.714, 0.346, 0.725, 1.5, 63, 132, 42, negative
7, 52, 364, 7.429, 0.266, 0.959, 1.21, 97, 349, 80, negative
7, 18, 126, 2.571, 0.357, 1.0, 1.55, 45, 126, 29, negative
7, 53, 371, 7.571, 0.299, 0.927, 1.29, 111, 344, 86, negative
6, 33, 198, 5.5, 0.303, 0.874, 1.46, 60, 173, 41, negative
8, 41, 328, 5.125, 0.293, 0.872, 1.43, 96, 286, 67, negative
7, 35, 245, 5.0, 0.347, 0.771, 1.52, 85, 189, 56, negative
8, 8, 64, 1.0, 0.234, 0.953, 2.5, 15, 61, 6, negative
7, 45, 315, 6.429, 0.238, 0.67, 1.15, 75, 211, 65, negative
7, 8, 56, 1.143, 0.321, 0.786, 1.38, 18, 44, 13, negative
7, 18, 126, 2.571, 0.27, 0.881, 1.36, 34, 111, 25, negative
9, 53, 477, 5.889, 0.218, 0.591, 1.24, 104, 282, 84, negative
9, 29, 261, 3.222, 0.188, 0.502, 1.48, 49, 131, 33, negative
6, 44, 264, 7.333, 0.265, 0.811, 1.23, 70, 214, 57, negative
10, 39, 390, 3.9, 0.285, 0.546, 1.91, 111, 213, 58, negative
7, 34, 238, 4.857, 0.462, 0.941, 2.34, 110, 224, 47, negative
8, 9, 72, 1.125, 0.431, 0.903, 2.07, 31, 65, 15, negative
2, 46, 92, 23.0, 0.511, 0.554, 47.0, 47, 51, 1, positive
8, 141, 1128, 17.625, 0.371, 0.977, 1.84, 418, 1102, 227, negative
11, 19, 209, 1.727, 0.378, 0.9, 1.93, 79, 188, 41, negative
8, 42, 336, 5.25, 0.414, 0.955, 1.88, 139, 321, 74, negative
8, 19, 152, 2.375, 0.368, 0.704, 2.33, 56, 107, 24, negative
8, 12, 96, 1.5, 0.417, 0.802, 2.11, 40, 77, 19, negative
54, 48, 2592, 0.889, 0.143, 0.264, 6.85, 370, 685, 54, positive
8, 49, 392, 6.125, 0.406, 0.742, 1.81, 159, 291, 88, negative
8, 53, 424, 6.625, 0.33, 0.906, 2.09, 140, 384, 67, negative
6, 8, 48, 1.333, 0.646, 0.917, 3.1, 31, 44, 10, negative
8, 29, 232, 3.625, 0.453, 0.996, 2.1, 105, 231, 50, negative
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, negative
11, 32, 352, 2.909, 0.344, 0.767, 2.69, 121, 270, 45, negative
8, 12, 96, 1.5, 0.51, 0.844, 2.58, 49, 81, 19, negative
7, 5, 35, 0.714, 0.514, 0.8, 9.0, 18, 28, 2, negative
11, 185, 2035, 16.818, 0.295, 0.826, 1.94, 600, 1681, 310, negative
8, 13, 104, 1.625, 0.49, 0.913, 2.68, 51, 95, 19, negative
6, 36, 216, 6.0, 0.509, 0.991, 2.0, 110, 214, 55, negative
10, 53, 530, 5.3, 0.306, 0.889, 1.84, 162, 471, 88, negative
8, 8, 64, 1.0, 0.344, 0.922, 1.83, 22, 59, 12, negative
9, 26, 234, 2.889, 0.342, 0.821, 2.35, 80, 192, 34, negative
9, 18, 162, 2.0, 0.352, 0.901, 1.84, 57, 146, 31, negative
8, 12, 96, 1.5, 0.417, 0.969, 2.11, 40, 93, 19, negative
8, 42, 336, 5.25, 0.369, 1.0, 1.85, 124, 336, 67, negative
9, 59, 531, 6.556, 0.335, 0.821, 1.96, 178, 436, 91, negative
10, 25, 250, 2.5, 0.268, 0.588, 1.91, 67, 147, 35, negative
8, 16, 128, 2.0, 0.344, 0.742, 1.52, 44, 95, 29, negative
11, 233, 2563, 21.182, 0.245, 0.677, 1.8, 629, 1734, 349, negative
10, 25, 250, 2.5, 0.328, 0.828, 2.05, 82, 207, 40, negative
11, 32, 352, 2.909, 0.256, 0.534, 2.0, 90, 188, 45, negative
6, 7, 42, 1.167, 0.5, 0.976, 2.1, 21, 41, 10, negative
12, 272, 3264, 22.667, 0.219, 0.589, 1.8, 715, 1922, 397, negative
9, 10, 90, 1.111, 0.344, 0.789, 2.07, 31, 71, 15, negative
5, 7, 35, 1.4, 0.457, 1.0, 1.45, 16, 35, 11, negative
6, 10, 60, 1.667, 0.433, 0.867, 1.86, 26, 52, 14, negative
8, 42, 336, 5.25, 0.375, 0.899, 2.07, 126, 302, 61, negative
10, 30, 300, 3.0, 0.3, 0.73, 2.14, 90, 219, 42, negative
7, 15, 105, 2.143, 0.4, 0.752, 1.83, 42, 79, 23, negative
8, 51, 408, 6.375, 0.306, 0.637, 1.95, 125, 260, 64, negative
9, 105, 945, 11.667, 0.236, 0.579, 1.91, 223, 547, 117, negative
10, 46, 460, 4.6, 0.278, 0.583, 1.66, 128, 268, 77, negative
8, 30, 240, 3.75, 0.354, 0.75, 2.02, 85, 180, 42, negative
5, 12, 60, 2.4, 0.6, 0.9, 3.0, 36, 54, 12, negative
10, 155, 1550, 15.5, 0.275, 0.803, 1.85, 427, 1244, 231, negative
7, 8, 56, 1.143, 0.482, 1.0, 2.25, 27, 56, 12, negative
10, 7, 70, 0.7, 0.314, 0.857, 1.83, 22, 60, 12, negative
8, 43, 344, 5.375, 0.387, 0.762, 1.93, 133, 262, 69, negative
8, 28, 224, 3.5, 0.442, 0.795, 2.48, 99, 178, 40, negative
3, 3, 9, 1.0, 0.778, 0.778, 7.0, 7, 7, 1, negative
4, 3, 12, 0.75, 0.667, 0.917, 2.67, 8, 11, 3, negative
6, 9, 54, 1.5, 0.37, 0.722, 2.0, 20, 39, 10, negative
10, 39, 390, 3.9, 0.295, 0.908, 2.09, 115, 354, 55, negative
8, 32, 256, 4.0, 0.375, 0.801, 2.04, 96, 205, 47, negative
8, 14, 112, 1.75, 0.411, 0.991, 2.56, 46, 111, 18, negative
8, 12, 96, 1.5, 0.406, 0.917, 1.56, 39, 88, 25, negative
7, 20, 140, 2.857, 0.457, 0.857, 2.46, 64, 120, 26, negative
7, 4, 28, 0.571, 0.5, 1.0, 2.33, 14, 28, 6, negative
5, 14, 70, 2.8, 0.443, 0.743, 2.21, 31, 52, 14, negative
10, 29, 290, 2.9, 0.303, 0.731, 2.1, 88, 212, 42, negative
8, 12, 96, 1.5, 0.458, 0.667, 3.67, 44, 64, 12, negative
8, 9, 72, 1.125, 0.361, 0.819, 1.73, 26, 59, 15, negative
8, 15, 120, 1.875, 0.475, 1.0, 2.38, 57, 120, 24, negative
10, 14, 140, 1.4, 0.371, 0.886, 2.89, 52, 124, 18, negative
10, 16, 160, 1.6, 0.3, 1.0, 1.85, 48, 160, 26, negative
10, 7, 70, 0.7, 0.357, 0.757, 2.78, 25, 53, 9, negative
11, 127, 1397, 11.545, 0.266, 0.686, 2.23, 371, 959, 166, negative
8, 92, 736, 11.5, 0.359, 0.913, 1.75, 264, 672, 151, negative
10, 228, 2280, 22.8, 0.26, 0.61, 1.87, 592, 1390, 316, negative
5, 27, 135, 5.4, 0.607, 0.993, 2.34, 82, 134, 35, negative
8, 9, 72, 1.125, 0.361, 0.903, 1.63, 26, 65, 16, negative
8, 12, 96, 1.5, 0.385, 0.948, 1.48, 37, 91, 25, negative
8, 20, 160, 2.5, 0.363, 0.931, 1.93, 58, 149, 30, negative
5, 14, 70, 2.8, 0.586, 0.943, 2.28, 41, 66, 18, negative
8, 18, 144, 2.25, 0.438, 0.979, 2.74, 63, 141, 23, negative
10, 58, 580, 5.8, 0.3, 0.84, 2.17, 174, 487, 80, negative
8, 10, 80, 1.25, 0.325, 0.913, 1.53, 26, 73, 17, negative
8, 31, 248, 3.875, 0.375, 0.722, 2.02, 93, 179, 46, negative
9, 32, 288, 3.556, 0.33, 0.889, 1.79, 95, 256, 53, negative
7, 25, 175, 3.571, 0.434, 1.0, 1.81, 76, 175, 42, negative
10, 53, 530, 5.3, 0.294, 0.908, 1.75, 156, 481, 89, negative
10, 31, 310, 3.1, 0.329, 0.952, 2.08, 102, 295, 49, negative
8, 33, 264, 4.125, 0.356, 0.705, 2.0, 94, 186, 47, negative
10, 63, 630, 6.3, 0.298, 0.795, 1.72, 188, 501, 109, negative
8, 13, 104, 1.625, 0.452, 0.971, 1.96, 47, 101, 24, negative
8, 4, 32, 0.5, 0.594, 1.0, 2.71, 19, 32, 7, negative
10, 120, 1200, 12.0, 0.279, 0.765, 1.7, 335, 918, 197, negative
7, 4, 28, 0.571, 0.536, 1.0, 5.0, 15, 28, 3, negative
10, 27, 270, 2.7, 0.3, 0.644, 1.98, 81, 174, 41, negative
5, 15, 75, 3.0, 0.547, 0.947, 2.05, 41, 71, 20, negative
6, 7, 42, 1.167, 0.452, 0.833, 2.11, 19, 35, 9, negative
8, 38, 304, 4.75, 0.339, 0.766, 1.75, 103, 233, 59, negative
8, 16, 128, 2.0, 0.406, 0.93, 1.68, 52, 119, 31, negative
6, 4, 24, 0.667, 0.5, 0.75, 6.0, 12, 18, 2, negative
8, 33, 264, 4.125, 0.375, 0.83, 1.9, 99, 219, 52, negative
7, 18, 126, 2.571, 0.413, 0.952, 1.86, 52, 120, 28, negative
7, 6, 42, 0.857, 0.548, 0.952, 2.56, 23, 40, 9, negative
10, 261, 2610, 26.1, 0.264, 0.679, 1.77, 689, 1771, 390, negative
10, 43, 430, 4.3, 0.256, 0.707, 1.8, 110, 304, 61, negative
8, 18, 144, 2.25, 0.174, 0.458, 2.5, 25, 66, 10, negative
7, 8, 56, 1.143, 0.411, 0.714, 2.3, 23, 40, 10, negative
7, 23, 161, 3.286, 0.348, 1.0, 1.37, 56, 161, 41, negative
7, 12, 84, 1.714, 0.405, 0.988, 1.62, 34, 83, 21, negative
7, 36, 252, 5.143, 0.409, 0.861, 1.84, 103, 217, 56, negative
9, 73, 657, 8.111, 0.376, 0.846, 2.63, 247, 556, 94, negative
8, 98, 784, 12.25, 0.221, 0.874, 1.42, 173, 685, 122, negative
9, 111, 999, 12.333, 0.188, 0.769, 1.49, 188, 768, 126, negative
101, 99, 9999, 0.98, 0.14, 0.778, 2.02, 1398, 7780, 691, positive
