@relation page-blocks0
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.007, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive, negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@outputs Class
@data
8, 122, 976, 15.25, 0.227, 0.65, 1.44, 222, 634, 154, negative
9, 76, 684, 8.444, 0.363, 0.874, 2.18, 248, 598, 114, negative
9, 33, 297, 3.667, 0.259, 0.774, 1.67, 77, 230, 46, negative
6, 22, 132, 3.667, 0.197, 1.0, 2.89, 26, 132, 9, negative
19, 462, 8778, 24.316, 0.523, 0.688, 16.88, 4591, 6035, 272, positive
10, 49, 490, 4.9, 0.551, 0.943, 3.07, 270, 462, 88, negative
10, 24, 240, 2.4, 0.267, 0.821, 2.06, 64, 197, 31, negative
9, 78, 702, 8.667, 0.349, 0.863, 2.17, 245, 606, 113, negative
9, 82, 738, 9.111, 0.385, 0.935, 2.29, 284, 690, 124, negative
1, 75, 75, 75.0, 0.92, 1.0, 11.5, 69, 75, 6, positive
1, 8, 8, 8.0, 0.875, 1.0, 7.0, 7, 8, 1, positive
14, 340, 4760, 24.286, 0.259, 0.592, 2.45, 1232, 2819, 503, negative
8, 59, 472, 7.375, 0.322, 0.881, 2.41, 152, 416, 63, negative
4, 115, 460, 28.75, 0.426, 0.487, 17.82, 196, 224, 11, positive
12, 7, 84, 0.583, 0.56, 1.0, 5.22, 47, 84, 9, negative
10, 51, 510, 5.1, 0.306, 0.855, 2.29, 156, 436, 68, negative
10, 78, 780, 7.8, 0.381, 0.856, 2.52, 297, 668, 118, negative
8, 21, 168, 2.625, 0.31, 0.744, 1.68, 52, 125, 31, negative
11, 8, 88, 0.727, 0.602, 1.0, 4.08, 53, 88, 13, negative
9, 21, 189, 2.333, 0.487, 0.857, 3.29, 92, 162, 28, negative
10, 49, 490, 4.9, 0.59, 0.982, 3.11, 289, 481, 93, negative
9, 36, 324, 4.0, 0.586, 0.948, 3.45, 190, 307, 55, negative
11, 8, 88, 0.727, 0.693, 0.989, 10.17, 61, 87, 6, negative
1, 23, 23, 23.0, 0.826, 1.0, 19.0, 19, 23, 1, positive
1, 19, 19, 19.0, 0.684, 1.0, 4.33, 13, 19, 3, positive
9, 6, 54, 0.667, 0.37, 0.907, 2.5, 20, 49, 8, negative
11, 75, 825, 6.818, 0.27, 0.679, 2.08, 223, 560, 107, negative
12, 102, 1224, 8.5, 0.257, 0.804, 1.77, 315, 984, 178, negative
8, 99, 792, 12.375, 0.351, 0.962, 1.66, 278, 762, 167, negative
12, 26, 312, 2.167, 0.276, 0.83, 2.21, 86, 259, 39, negative
6, 28, 168, 4.667, 0.143, 0.53, 1.71, 24, 89, 14, negative
14, 38, 532, 2.714, 0.244, 0.489, 2.95, 130, 260, 44, negative
15, 31, 465, 2.067, 0.204, 0.465, 3.96, 95, 216, 24, negative
13, 33, 429, 2.538, 0.245, 0.534, 3.89, 105, 229, 27, negative
10, 19, 190, 1.9, 0.332, 0.695, 3.71, 63, 132, 17, negative
11, 8, 88, 0.727, 0.545, 1.0, 3.2, 48, 88, 15, negative
11, 21, 231, 1.909, 0.316, 0.58, 4.29, 73, 134, 17, negative
9, 37, 333, 4.111, 0.396, 0.85, 2.03, 132, 283, 65, negative
11, 101, 1111, 9.182, 0.264, 0.852, 1.65, 293, 947, 178, negative
12, 72, 864, 6.0, 0.281, 0.807, 2.15, 243, 697, 113, negative
10, 99, 990, 9.9, 0.443, 0.912, 2.64, 439, 903, 166, negative
12, 118, 1416, 9.833, 0.266, 0.734, 1.99, 377, 1039, 189, negative
8, 44, 352, 5.5, 0.486, 0.952, 2.95, 171, 335, 58, negative
1, 42, 42, 42.0, 0.31, 1.0, 2.6, 13, 42, 5, positive
5, 31, 155, 6.2, 0.239, 0.974, 2.06, 37, 151, 18, negative
5, 23, 115, 4.6, 0.226, 1.0, 1.63, 26, 115, 16, negative
4, 32, 128, 8.0, 0.313, 1.0, 2.11, 40, 128, 19, negative
7, 123, 861, 17.571, 0.265, 0.626, 1.66, 228, 539, 137, negative
9, 36, 324, 4.0, 0.577, 0.948, 3.02, 187, 307, 62, negative
2, 50, 100, 25.0, 0.46, 0.51, 15.33, 46, 51, 3, positive
9, 37, 333, 4.111, 0.444, 0.898, 2.08, 148, 299, 71, negative
12, 2, 24, 0.167, 0.625, 0.667, 15.0, 15, 16, 1, positive
12, 43, 516, 3.583, 0.31, 0.793, 2.32, 160, 409, 69, negative
12, 61, 732, 5.083, 0.251, 0.746, 1.77, 184, 546, 104, negative
2, 204, 408, 102.0, 0.412, 0.681, 10.5, 168, 278, 16, positive
10, 29, 290, 2.9, 0.221, 0.572, 3.56, 64, 166, 18, negative
9, 83, 747, 9.222, 0.335, 0.843, 2.05, 250, 630, 122, negative
10, 44, 440, 4.4, 0.441, 0.92, 2.94, 194, 405, 66, negative
19, 455, 8645, 23.947, 0.081, 0.095, 33.48, 703, 821, 21, negative
8, 23, 184, 2.875, 0.255, 1.0, 2.14, 47, 184, 22, negative
9, 36, 324, 4.0, 0.491, 0.84, 3.31, 159, 272, 48, negative
9, 49, 441, 5.444, 0.587, 0.961, 3.12, 259, 424, 83, negative
8, 17, 136, 2.125, 0.294, 0.654, 2.22, 40, 89, 18, negative
9, 46, 414, 5.111, 0.338, 0.872, 1.67, 140, 361, 84, negative
8, 41, 328, 5.125, 0.351, 0.963, 1.92, 115, 316, 60, negative
7, 190, 1330, 27.143, 0.293, 0.847, 1.79, 390, 1126, 218, negative
2, 6, 12, 3.0, 0.667, 1.0, 4.0, 8, 12, 2, positive
15, 1, 15, 0.067, 1.0, 1.0, 15.0, 15, 15, 1, positive
11, 71, 781, 6.455, 0.37, 0.726, 2.41, 289, 567, 120, negative
10, 108, 1080, 10.8, 0.297, 0.831, 1.84, 321, 897, 174, negative
5, 99, 495, 19.8, 0.356, 0.881, 1.5, 176, 436, 117, negative
14, 410, 5740, 29.286, 0.241, 0.592, 2.4, 1382, 3400, 576, negative
11, 79, 869, 7.182, 0.342, 0.841, 2.2, 297, 731, 135, negative
6, 51, 306, 8.5, 0.294, 0.775, 1.48, 90, 237, 61, negative
13, 116, 1508, 8.923, 0.292, 0.703, 2.49, 441, 1060, 177, negative
4, 114, 456, 28.5, 0.393, 0.978, 1.83, 179, 446, 98, negative
3, 90, 270, 30.0, 0.511, 0.907, 2.34, 138, 245, 59, negative
6, 100, 600, 16.667, 0.385, 0.828, 1.72, 231, 497, 134, negative
12, 128, 1536, 10.667, 0.339, 0.737, 2.91, 520, 1132, 179, negative
14, 116, 1624, 8.286, 0.27, 0.649, 2.12, 439, 1054, 207, negative
6, 90, 540, 15.0, 0.394, 0.804, 2.2, 213, 434, 97, negative
6, 46, 276, 7.667, 0.315, 0.75, 2.12, 87, 207, 41, negative
10, 35, 350, 3.5, 0.42, 0.826, 2.23, 147, 289, 66, negative
9, 37, 333, 4.111, 0.517, 0.934, 2.82, 172, 311, 61, negative
153, 442, 67626, 2.889, 0.114, 0.215, 6.27, 7689, 14538, 1227, positive
4, 89, 356, 22.25, 0.34, 0.916, 1.64, 121, 326, 74, negative
7, 63, 441, 9.0, 0.333, 0.971, 1.99, 147, 428, 74, negative
11, 34, 374, 3.091, 0.364, 0.642, 2.78, 136, 240, 49, negative
6, 99, 594, 16.5, 0.301, 0.803, 1.46, 179, 477, 123, negative
47, 286, 13442, 6.085, 0.183, 0.317, 4.67, 2459, 4258, 526, positive
12, 67, 804, 5.583, 0.35, 0.693, 2.84, 281, 557, 99, negative
9, 118, 1062, 13.111, 0.372, 0.818, 2.41, 395, 869, 164, negative
7, 17, 119, 2.429, 0.454, 0.866, 3.18, 54, 103, 17, negative
7, 100, 700, 14.286, 0.294, 0.633, 1.67, 206, 443, 123, negative
13, 84, 1092, 6.462, 0.35, 0.59, 3.16, 382, 644, 121, negative
38, 410, 15580, 10.789, 0.279, 0.696, 2.39, 4341, 10849, 1815, negative
12, 67, 804, 5.583, 0.376, 0.751, 2.99, 302, 604, 101, negative
10, 119, 1190, 11.9, 0.392, 0.891, 2.46, 467, 1060, 190, negative
12, 116, 1392, 9.667, 0.331, 0.756, 2.62, 461, 1053, 176, negative
43, 62, 2666, 1.442, 0.08, 0.17, 6.63, 212, 454, 32, positive
8, 192, 1536, 24.0, 0.316, 0.746, 1.74, 485, 1146, 279, negative
9, 42, 378, 4.667, 0.452, 0.942, 2.85, 171, 356, 60, negative
10, 181, 1810, 18.1, 0.491, 0.866, 3.25, 888, 1567, 273, negative
13, 348, 4524, 26.769, 0.308, 0.721, 2.57, 1395, 3262, 543, negative
14, 186, 2604, 13.286, 0.307, 0.652, 2.5, 799, 1698, 319, negative
13, 13, 169, 1.0, 0.124, 0.45, 3.5, 21, 76, 6, positive
7, 41, 287, 5.857, 0.425, 0.993, 1.97, 122, 285, 62, negative
7, 24, 168, 3.429, 0.101, 0.298, 1.89, 17, 50, 9, positive
8, 7, 56, 0.875, 0.304, 0.946, 1.55, 17, 53, 11, negative
8, 240, 1920, 30.0, 0.194, 0.515, 1.34, 373, 988, 279, negative
8, 34, 272, 4.25, 0.309, 0.908, 1.5, 84, 247, 56, negative
8, 54, 432, 6.75, 0.245, 0.745, 1.29, 106, 322, 82, negative
10, 271, 2710, 27.1, 0.197, 0.748, 1.38, 533, 2027, 386, negative
6, 6, 36, 1.0, 0.194, 0.417, 3.5, 7, 15, 2, positive
4, 9, 36, 2.25, 0.417, 1.0, 1.67, 15, 36, 9, negative
8, 135, 1080, 16.875, 0.077, 0.294, 1.54, 83, 317, 54, negative
10, 261, 2610, 26.1, 0.183, 0.515, 1.49, 477, 1343, 321, negative
9, 258, 2322, 28.667, 0.173, 0.581, 1.28, 401, 1350, 313, negative
7, 7, 49, 1.0, 0.347, 0.939, 1.89, 17, 46, 9, negative
6, 20, 120, 3.333, 0.175, 0.792, 1.5, 21, 95, 14, negative
6, 69, 414, 11.5, 0.28, 0.744, 1.4, 116, 308, 83, negative
8, 80, 640, 10.0, 0.184, 0.544, 1.4, 118, 348, 84, negative
5, 21, 105, 4.2, 0.295, 0.733, 1.48, 31, 77, 21, negative
5, 30, 150, 6.0, 0.36, 0.947, 1.26, 54, 142, 43, negative
8, 12, 96, 1.5, 0.208, 0.771, 1.11, 20, 74, 18, negative
7, 14, 98, 2.0, 0.337, 0.99, 1.65, 33, 97, 20, negative
5, 4, 20, 0.8, 0.35, 0.85, 1.75, 7, 17, 4, negative
6, 50, 300, 8.333, 0.213, 0.577, 1.31, 64, 173, 49, negative
9, 158, 1422, 17.556, 0.217, 0.535, 1.45, 308, 761, 212, negative
4, 28, 112, 7.0, 0.455, 1.0, 1.27, 51, 112, 40, negative
7, 41, 287, 5.857, 0.209, 0.652, 1.36, 60, 187, 44, negative
6, 11, 66, 1.833, 0.333, 0.803, 1.69, 22, 53, 13, negative
9, 23, 207, 2.556, 0.213, 0.507, 1.57, 44, 105, 28, negative
8, 17, 136, 2.125, 0.265, 0.566, 1.71, 36, 77, 21, negative
7, 37, 259, 5.286, 0.301, 0.691, 1.81, 78, 179, 43, negative
5, 13, 65, 2.6, 0.415, 0.938, 1.69, 27, 61, 16, negative
6, 17, 102, 2.833, 0.255, 0.745, 1.18, 26, 76, 22, negative
6, 14, 84, 2.333, 0.274, 0.893, 1.64, 23, 75, 14, negative
5, 13, 65, 2.6, 0.262, 0.692, 1.42, 17, 45, 12, negative
9, 21, 189, 2.333, 0.175, 0.513, 1.65, 33, 97, 20, negative
8, 43, 344, 5.375, 0.212, 0.721, 1.4, 73, 248, 52, negative
5, 17, 85, 3.4, 0.412, 0.941, 1.75, 35, 80, 20, negative
8, 27, 216, 3.375, 0.269, 0.764, 1.29, 58, 165, 45, negative
7, 54, 378, 7.714, 0.254, 0.608, 1.39, 96, 230, 69, negative
7, 19, 133, 2.714, 0.346, 1.0, 1.44, 46, 133, 32, negative
8, 63, 504, 7.875, 0.256, 0.694, 1.52, 129, 350, 85, negative
10, 262, 2620, 26.2, 0.179, 0.606, 1.36, 469, 1587, 344, negative
7, 21, 147, 3.0, 0.327, 0.728, 1.41, 48, 107, 34, negative
9, 214, 1926, 23.778, 0.23, 0.748, 1.44, 443, 1440, 307, negative
9, 56, 504, 6.222, 0.196, 0.617, 1.24, 99, 311, 80, negative
7, 49, 343, 7.0, 0.3, 0.72, 1.34, 103, 247, 77, negative
7, 15, 105, 2.143, 0.314, 1.0, 1.57, 33, 105, 21, negative
7, 38, 266, 5.429, 0.226, 0.639, 1.4, 60, 170, 43, negative
8, 23, 184, 2.875, 0.239, 0.554, 1.76, 44, 102, 25, negative
6, 4, 24, 0.667, 0.458, 1.0, 2.2, 11, 24, 5, negative
6, 17, 102, 2.833, 0.324, 1.0, 1.32, 33, 102, 25, negative
9, 49, 441, 5.444, 0.265, 0.653, 1.36, 117, 288, 86, negative
9, 8, 72, 0.889, 0.222, 0.736, 1.78, 16, 53, 9, negative
7, 15, 105, 2.143, 0.333, 0.838, 1.46, 35, 88, 24, negative
9, 32, 288, 3.556, 0.24, 0.913, 1.5, 69, 263, 46, negative
8, 11, 88, 1.375, 0.318, 1.0, 1.4, 28, 88, 20, negative
5, 7, 35, 1.4, 0.457, 1.0, 2.0, 16, 35, 8, negative
5, 13, 65, 2.6, 0.4, 1.0, 1.18, 26, 65, 22, negative
7, 21, 147, 3.0, 0.293, 0.81, 1.34, 43, 119, 32, negative
7, 39, 273, 5.571, 0.253, 0.853, 1.33, 69, 233, 52, negative
7, 11, 77, 1.571, 0.325, 0.935, 1.39, 25, 72, 18, negative
9, 39, 351, 4.333, 0.239, 0.624, 1.53, 84, 219, 55, negative
7, 20, 140, 2.857, 0.379, 1.0, 1.61, 53, 140, 33, negative
7, 39, 273, 5.571, 0.293, 0.733, 1.43, 80, 200, 56, negative
7, 32, 224, 4.571, 0.268, 0.83, 1.28, 60, 186, 47, negative
7, 51, 357, 7.286, 0.322, 0.784, 1.49, 115, 280, 77, negative
6, 13, 78, 2.167, 0.269, 0.667, 1.5, 21, 52, 14, negative
7, 27, 189, 3.857, 0.286, 1.0, 1.32, 54, 189, 41, negative
7, 7, 49, 1.0, 0.265, 0.796, 1.44, 13, 39, 9, negative
7, 12, 84, 1.714, 0.357, 0.81, 1.67, 30, 68, 18, negative
9, 24, 216, 2.667, 0.218, 0.588, 1.38, 47, 127, 34, negative
5, 7, 35, 1.4, 0.4, 1.0, 1.17, 14, 35, 12, negative
7, 5, 35, 0.714, 0.257, 1.0, 1.13, 9, 35, 8, negative
7, 41, 287, 5.857, 0.328, 0.774, 1.42, 94, 222, 66, negative
7, 4, 28, 0.571, 0.25, 0.857, 1.75, 7, 24, 4, negative
7, 38, 266, 5.429, 0.338, 0.729, 1.55, 90, 194, 58, negative
7, 43, 301, 6.143, 0.292, 0.85, 1.33, 88, 256, 66, negative
5, 12, 60, 2.4, 0.483, 1.0, 1.38, 29, 60, 21, negative
10, 49, 490, 4.9, 0.165, 0.649, 1.35, 81, 318, 60, negative
6, 13, 78, 2.167, 0.333, 0.846, 1.37, 26, 66, 19, negative
8, 16, 128, 2.0, 0.211, 0.672, 1.42, 27, 86, 19, negative
7, 42, 294, 6.0, 0.235, 0.571, 1.33, 69, 168, 52, negative
8, 4, 32, 0.5, 0.25, 0.344, 8.0, 8, 11, 1, negative
6, 25, 150, 4.167, 0.313, 1.0, 1.38, 47, 150, 34, negative
9, 17, 153, 1.889, 0.229, 0.582, 1.67, 35, 89, 21, negative
7, 33, 231, 4.714, 0.346, 0.879, 1.36, 80, 203, 59, negative
7, 11, 77, 1.571, 0.377, 0.961, 1.45, 29, 74, 20, negative
7, 23, 161, 3.286, 0.273, 0.839, 1.47, 44, 135, 30, negative
6, 11, 66, 1.833, 0.379, 0.818, 1.67, 25, 54, 15, negative
9, 24, 216, 2.667, 0.287, 0.912, 1.72, 62, 197, 36, negative
7, 59, 413, 8.429, 0.228, 0.659, 1.24, 94, 272, 76, negative
9, 103, 927, 11.444, 0.243, 0.663, 1.42, 225, 615, 159, negative
5, 3, 15, 0.6, 0.533, 1.0, 2.67, 8, 15, 3, negative
7, 44, 308, 6.286, 0.169, 0.455, 1.58, 52, 140, 33, negative
7, 11, 77, 1.571, 0.364, 0.909, 1.75, 28, 70, 16, negative
9, 92, 828, 10.222, 0.24, 0.641, 1.54, 199, 531, 129, negative
7, 13, 91, 1.857, 0.308, 0.824, 1.33, 28, 75, 21, negative
6, 8, 48, 1.333, 0.313, 0.875, 1.07, 15, 42, 14, negative
7, 10, 70, 1.429, 0.314, 1.0, 1.29, 22, 70, 17, negative
9, 16, 144, 1.778, 0.278, 0.917, 1.48, 40, 132, 27, negative
9, 41, 369, 4.556, 0.201, 0.653, 1.3, 74, 241, 57, negative
7, 18, 126, 2.571, 0.214, 0.929, 1.13, 27, 117, 24, negative
9, 201, 1809, 22.333, 0.152, 0.456, 1.27, 275, 825, 216, negative
9, 42, 378, 4.667, 0.198, 0.563, 1.15, 75, 213, 65, negative
6, 5, 30, 0.833, 0.367, 0.867, 2.75, 11, 26, 4, negative
9, 42, 378, 4.667, 0.235, 0.603, 1.37, 89, 228, 65, negative
8, 54, 432, 6.75, 0.183, 0.734, 1.34, 79, 317, 59, negative
7, 13, 91, 1.857, 0.407, 0.978, 1.76, 37, 89, 21, negative
7, 23, 161, 3.286, 0.298, 0.876, 1.45, 48, 141, 33, negative
7, 13, 91, 1.857, 0.275, 0.824, 1.32, 25, 75, 19, negative
6, 20, 120, 3.333, 0.367, 0.967, 1.38, 44, 116, 32, negative
8, 9, 72, 1.125, 0.361, 0.792, 1.53, 26, 57, 17, negative
7, 12, 84, 1.714, 0.417, 0.738, 1.84, 35, 62, 19, negative
9, 36, 324, 4.0, 0.349, 0.707, 1.82, 113, 229, 62, negative
8, 13, 104, 1.625, 0.442, 0.981, 2.0, 46, 102, 23, negative
13, 5, 65, 0.385, 0.123, 0.538, 8.0, 8, 35, 1, positive
9, 37, 333, 4.111, 0.3, 0.694, 2.0, 100, 231, 50, negative
11, 42, 462, 3.818, 0.292, 0.76, 1.93, 135, 351, 70, negative
8, 4, 32, 0.5, 0.469, 0.875, 5.0, 15, 28, 3, negative
11, 32, 352, 2.909, 0.301, 0.895, 1.89, 106, 315, 56, negative
9, 23, 207, 2.556, 0.386, 0.894, 2.42, 80, 185, 33, negative
1, 13, 13, 13.0, 0.846, 1.0, 5.5, 11, 13, 2, positive
13, 5, 65, 0.385, 0.323, 0.554, 5.25, 21, 36, 4, positive
9, 116, 1044, 12.889, 0.339, 0.88, 1.86, 354, 919, 190, negative
6, 18, 108, 3.0, 0.5, 0.991, 2.45, 54, 107, 22, negative
8, 4, 32, 0.5, 0.375, 1.0, 1.5, 12, 32, 8, negative
6, 5, 30, 0.833, 0.367, 1.0, 2.2, 11, 30, 5, positive
8, 36, 288, 4.5, 0.406, 1.0, 1.89, 117, 288, 62, negative
10, 30, 300, 3.0, 0.427, 0.78, 2.78, 128, 234, 46, negative
9, 1, 9, 0.111, 1.0, 1.0, 9.0, 9, 9, 1, positive
11, 134, 1474, 12.182, 0.286, 0.777, 2.36, 422, 1145, 179, negative
1, 47, 47, 47.0, 1.0, 1.0, 47.0, 47, 47, 1, positive
1, 17, 17, 17.0, 1.0, 1.0, 17.0, 17, 17, 1, positive
9, 35, 315, 3.889, 0.33, 0.835, 2.0, 104, 263, 52, negative
9, 27, 243, 3.0, 0.358, 0.856, 1.85, 87, 208, 47, negative
11, 44, 484, 4.0, 0.308, 0.818, 2.01, 149, 396, 74, negative
8, 14, 112, 1.75, 0.357, 0.67, 2.0, 40, 75, 20, negative
8, 24, 192, 3.0, 0.406, 0.818, 2.23, 78, 157, 35, negative
12, 272, 3264, 22.667, 0.249, 0.602, 2.01, 812, 1965, 404, negative
5, 4, 20, 0.8, 0.65, 0.85, 3.25, 13, 17, 4, negative
9, 23, 207, 2.556, 0.362, 0.831, 1.92, 75, 172, 39, negative
8, 12, 96, 1.5, 0.469, 0.948, 2.14, 45, 91, 21, negative
8, 18, 144, 2.25, 0.403, 0.896, 2.52, 58, 129, 23, negative
8, 7, 56, 0.875, 0.411, 0.875, 2.09, 23, 49, 11, negative
8, 15, 120, 1.875, 0.5, 1.0, 2.14, 60, 120, 28, negative
8, 34, 272, 4.25, 0.419, 0.783, 2.0, 114, 213, 57, negative
11, 12, 132, 1.091, 0.295, 0.818, 3.0, 39, 108, 13, negative
9, 64, 576, 7.111, 0.345, 0.694, 2.29, 199, 400, 87, negative
8, 27, 216, 3.375, 0.407, 1.0, 2.05, 88, 216, 43, negative
8, 14, 112, 1.75, 0.446, 1.0, 2.17, 50, 112, 23, negative
11, 52, 572, 4.727, 0.262, 0.858, 1.79, 150, 491, 84, negative
5, 7, 35, 1.4, 0.6, 0.886, 3.5, 21, 31, 6, negative
11, 213, 2343, 19.364, 0.264, 0.698, 1.95, 619, 1635, 317, negative
11, 96, 1056, 8.727, 0.277, 0.68, 1.83, 292, 718, 160, negative
10, 19, 190, 1.9, 0.311, 1.0, 1.69, 59, 190, 35, negative
6, 36, 216, 6.0, 0.495, 0.995, 1.91, 107, 215, 56, negative
8, 22, 176, 2.75, 0.403, 1.0, 2.03, 71, 176, 35, negative
8, 12, 96, 1.5, 0.396, 0.75, 2.38, 38, 72, 16, negative
9, 49, 441, 5.444, 0.306, 0.773, 1.82, 135, 341, 74, negative
8, 7, 56, 0.875, 0.464, 1.0, 2.36, 26, 56, 11, negative
8, 10, 80, 1.25, 0.375, 0.85, 1.88, 30, 68, 16, negative
7, 35, 245, 5.0, 0.408, 0.755, 2.38, 100, 185, 42, negative
8, 9, 72, 1.125, 0.361, 0.972, 1.73, 26, 70, 15, negative
10, 6, 60, 0.6, 0.333, 0.817, 2.5, 20, 49, 8, negative
10, 44, 440, 4.4, 0.314, 0.623, 1.92, 138, 274, 72, negative
10, 12, 120, 1.2, 0.4, 0.933, 2.29, 48, 112, 21, negative
6, 14, 84, 2.333, 0.56, 0.929, 2.24, 47, 78, 21, negative
8, 9, 72, 1.125, 0.361, 0.722, 1.86, 26, 52, 14, negative
8, 27, 216, 3.375, 0.343, 0.778, 1.76, 74, 168, 42, negative
10, 32, 320, 3.2, 0.306, 0.788, 1.69, 98, 252, 58, negative
7, 109, 763, 15.571, 0.283, 0.543, 1.93, 216, 414, 112, negative
20, 39, 780, 1.95, 0.14, 0.405, 3.21, 109, 316, 34, positive
7, 6, 42, 0.857, 0.405, 0.929, 1.89, 17, 39, 9, negative
7, 7, 49, 1.0, 0.592, 0.959, 2.42, 29, 47, 12, negative
10, 9, 90, 0.9, 0.333, 0.878, 2.5, 30, 79, 12, negative
6, 49, 294, 8.167, 0.32, 0.527, 2.94, 94, 155, 32, negative
10, 145, 1450, 14.5, 0.268, 0.747, 1.83, 389, 1083, 213, negative
8, 12, 96, 1.5, 0.375, 0.927, 1.8, 36, 89, 20, negative
10, 57, 570, 5.7, 0.326, 0.695, 1.98, 186, 396, 94, negative
7, 20, 140, 2.857, 0.493, 0.979, 1.82, 69, 137, 38, negative
10, 33, 330, 3.3, 0.352, 0.745, 2.07, 116, 246, 56, negative
7, 35, 245, 5.0, 0.494, 1.0, 2.2, 121, 245, 55, negative
8, 35, 280, 4.375, 0.425, 0.843, 2.09, 119, 236, 57, negative
8, 45, 360, 5.625, 0.297, 0.564, 1.88, 107, 203, 57, negative
8, 12, 96, 1.5, 0.396, 0.99, 1.9, 38, 95, 20, negative
10, 41, 410, 4.1, 0.356, 0.956, 2.15, 146, 392, 68, negative
10, 74, 740, 7.4, 0.303, 0.708, 2.17, 224, 524, 103, negative
10, 35, 350, 3.5, 0.311, 0.72, 1.88, 109, 252, 58, negative
9, 53, 477, 5.889, 0.335, 0.602, 2.42, 160, 287, 66, negative
8, 6, 48, 0.75, 0.333, 0.979, 1.78, 16, 47, 9, negative
10, 18, 180, 1.8, 0.294, 0.883, 1.96, 53, 159, 27, negative
8, 23, 184, 2.875, 0.364, 0.967, 2.03, 67, 178, 33, negative
8, 14, 112, 1.75, 0.429, 1.0, 2.4, 48, 112, 20, negative
9, 14, 126, 1.556, 0.333, 0.897, 2.47, 42, 113, 17, negative
8, 7, 56, 0.875, 0.482, 0.946, 2.45, 27, 53, 11, negative
8, 34, 272, 4.25, 0.379, 0.971, 1.84, 103, 264, 56, negative
10, 26, 260, 2.6, 0.354, 0.769, 2.09, 92, 200, 44, negative
9, 30, 270, 3.333, 0.304, 0.711, 1.86, 82, 192, 44, negative
